bin	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5	Completeness	Contamination	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	bin_length	bin_%GC	contig_count	min_contig_length
bin.100	k__Bacteria	5449	104	58	67	37	0	0	0	0	55.17	0	id99	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea		3447799	62	208	10k
bin.014	k__Bacteria	5449	104	58	89	15	0	0	0	0	24.14	0	id13	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		4499323	62	583	2.5k
bin.096	k__Bacteria	5449	101	57	90	11	0	0	0	0	19.3	0	id95	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		3403847	62	403	2.5k
bin.173	k__Bacteria	5449	104	58	88	16	0	0	0	0	25.86	0	id172	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		5462955	61	523	2.5k
bin.292	g__Burkholderia	64	769	248	5	748	15	1	0	0	98.39	2.47	id291	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		8487454	65	114	2.5k
bin.386	k__Bacteria	5449	104	58	73	29	2	0	0	0	44.98	3.45	id385	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		7270161	62	367	2.5k
bin.107	o__Burkholderiales	107	574	251	1	565	7	1	0	0	99.95	1.92	id106	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		8509849	65	112	10k
bin.127	k__Bacteria	5449	103	57	98	5	0	0	0	0	7.02	0	id126	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		1158060	62	86	10k
bin.160	k__Bacteria	5449	104	58	91	13	0	0	0	0	16.55	0	id159	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		599726	61	36	10k
bin.370	k__Bacteria	5449	103	57	87	16	0	0	0	0	25.44	0	id369	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia		6003595	62	205	10k
bin.143	k__Bacteria	5449	104	58	90	13	1	0	0	0	18.57	1.72	id142	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		1158172	61	158	2.5k
bin.372	k__Bacteria	5449	104	58	77	27	0	0	0	0	31.66	0	id371	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		1179191	55	169	2.5k
bin.396	k__Bacteria	5449	104	58	66	31	7	0	0	0	50.78	12.07	id395	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		4284463	55	520	2.5k
bin.478	o__Burkholderiales	107	574	251	60	499	15	0	0	0	93.52	3.48	id477	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		6416355	60	350	2.5k
bin.308	o__Burkholderiales	107	574	251	132	437	5	0	0	0	80.16	1.99	id307	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		5618824	59	235	10k
bin.381	k__Bacteria	5449	104	58	88	15	1	0	0	0	24.14	1.72	id380	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	PKWO01		1440627	55	113	10k
bin.238	p__Proteobacteria	1487	259	162	119	111	29	0	0	0	54.49	11.21	id237	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	VBCK01		3391706	66	434	2.5k
bin.247	k__Bacteria	5449	104	58	68	35	1	0	0	0	51.72	0.86	id246	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDCN01		840422	42	101	2.5k
bin.250	k__Bacteria	5449	104	58	77	27	0	0	0	0	35.34	0	id249	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		530426	40	72	2.5k
bin.252	k__Bacteria	5449	104	58	12	70	21	1	0	0	93.42	13.95	id251	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		2139937	40	137	2.5k
bin.425	c__Gammaproteobacteria	1097	270	172	93	165	12	0	0	0	73.93	5.28	id424	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		2989463	38	221	2.5k
bin.049	k__Bacteria	5449	104	58	72	32	0	0	0	0	51.72	0	id48	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		2166718	38	120	10k
bin.337	k__Bacteria	5449	104	58	21	63	19	1	0	0	77.9	10.5	id336	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDEM01		1853185	40	87	10k
bin.394	k__Bacteria	5449	104	58	59	45	0	0	0	0	61.21	0	id393	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDGC01		1437056	45	157	2.5k
bin.012	k__Bacteria	5449	104	58	89	15	0	0	0	0	22.41	0	id11	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500	JABDGC01		318863	47	21	10k
bin.169	c__Gammaproteobacteria	1097	270	172	32	188	49	1	0	0	84.4	15.16	id168	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			2003041	41	131	2.5k
bin.312	k__Bacteria	5449	104	58	70	31	3	0	0	0	43.26	3.45	id311	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			1763107	36	215	2.5k
bin.363	k__Bacteria	5449	104	58	73	27	4	0	0	0	44.83	5.17	id362	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			2555665	38	318	2.5k
bin.465	k__Bacteria	5449	104	58	93	11	0	0	0	0	15.52	0	id464	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			1370957	38	57	2.5k
bin.271	c__Gammaproteobacteria	1097	270	172	27	226	16	1	0	0	87.69	6.1	id270	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			2788088	40	101	10k
bin.353	k__Bacteria	5449	104	58	94	10	0	0	0	0	15.52	0	id352	Bacteria	Proteobacteria	Gammaproteobacteria	DSM-16500	DSM-16500			303796	40	23	10k
bin.187	k__Bacteria	2993	147	91	49	98	0	0	0	0	91.21	0	id186	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Acerihabitans		5517391	53	35	2.5k
bin.286	f__Enterobacteriaceae	55	546	224	326	216	4	0	0	0	44.89	1.23	id285	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Acerihabitans		2572391	54	14	10k
bin.355	k__Bacteria	2993	147	91	82	65	0	0	0	0	58.24	0	id354	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Acerihabitans		2611432	53	19	10k
bin.348	f__Enterobacteriaceae	223	874	305	64	810	0	0	0	0	96.62	0	id347	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rahnella	Rahnella laticis	5209876	53	52	2.5k
bin.340	f__Enterobacteriaceae	223	876	305	67	808	1	0	0	0	96.37	0.07	id339	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Rahnella	Rahnella laticis	5193581	53	50	10k
bin.343	k__Bacteria	5449	104	58	80	24	0	0	0	0	18.65	0	id342	Bacteria	Proteobacteria	Gammaproteobacteria	JAFEDO01	JAFEDO01			457403	41	66	2.5k
bin.424	root	5656	56	24	53	3	0	0	0	0	12.5	0	id423	Bacteria	Proteobacteria	Gammaproteobacteria	LLD-282				2256912	36	9	2.5k
bin.076	root	5656	56	24	53	3	0	0	0	0	12.5	0	id75	Bacteria	Proteobacteria	Gammaproteobacteria	LLD-282				2256912	36	9	10k
bin.077	root	5656	56	24	56	0	0	0	0	0	0	0	id76	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia		1792076	66	212	2.5k
bin.190	k__Bacteria	5449	100	55	92	8	0	0	0	0	10.91	0	id189	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Nevskiaceae	Nevskia		880751	57	85	2.5k
bin.196	f__Pseudomonadaceae	183	845	321	128	698	19	0	0	0	89.15	0.83	id195	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp002814235	6589907	62	420	2.5k
bin.241	o__Pseudomonadales	185	813	308	224	578	11	0	0	0	73.15	0.6	id240	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E sp002814235	5362264	62	256	10k
bin.145	k__Bacteria	5449	104	58	90	14	0	0	0	0	20.69	0	id144	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		1664170	63	254	2.5k
bin.214	k__Bacteria	5449	104	58	96	8	0	0	0	0	13.79	0	id213	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		3906504	63	478	2.5k
bin.235	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0	id234	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		2195289	63	274	2.5k
bin.338	c__Gammaproteobacteria	67	481	276	122	294	63	2	0	0	75.73	13.06	id337	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		2971467	67	297	2.5k
bin.186	k__Bacteria	5449	104	58	70	34	0	0	0	0	50	0	id185	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		1518176	67	96	10k
bin.235	root	5656	56	24	56	0	0	0	0	0	0	0	id234	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	13-2-20CM-66-19		1288976	63	92	10k
bin.055	c__Gammaproteobacteria	1164	275	174	155	119	1	0	0	0	50.42	0.29	id54	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		3414526	60	385	2.5k
bin.132	c__Gammaproteobacteria	67	481	276	296	179	6	0	0	0	38.44	1.45	id131	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1501799	63	188	2.5k
bin.139	k__Bacteria	5449	104	58	78	26	0	0	0	0	38.79	0	id138	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		2248993	63	263	2.5k
bin.164	c__Gammaproteobacteria	67	481	276	66	392	21	1	1	0	95.35	7.02	id163	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		5868634	60	88	2.5k
bin.171	k__Bacteria	5449	104	58	79	23	2	0	0	0	21.6	3.45	id170	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1104742	65	145	2.5k
bin.180	k__Bacteria	5449	104	58	83	20	1	0	0	0	33.62	1.72	id179	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		3579391	62	377	2.5k
bin.191	k__Bacteria	5449	104	58	80	21	3	0	0	0	38.09	5.17	id190	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		3302363	65	427	2.5k
bin.263	root	5656	56	24	51	3	2	0	0	0	16.67	4.17	id262	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		6268494	62	618	2.5k
bin.279	k__Bacteria	5449	104	58	90	14	0	0	0	0	13.79	0	id278	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1434978	62	193	2.5k
bin.287	c__Gammaproteobacteria	67	481	276	92	331	48	8	2	0	79	18.62	id286	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		6374122	63	560	2.5k
bin.302	c__Gammaproteobacteria	67	481	276	219	246	16	0	0	0	56.27	2.57	id301	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		3815780	64	417	2.5k
bin.395	k__Bacteria	5449	104	58	92	12	0	0	0	0	18.97	0	id394	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1276088	62	164	2.5k
bin.492	root	5656	56	24	55	1	0	0	0	0	4.17	0	id491	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1197432	63	146	2.5k
bin.063	c__Gammaproteobacteria	67	481	276	76	385	17	3	0	0	92.54	6.56	id62	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		5798954	60	67	10k
bin.102	c__Gammaproteobacteria	67	481	276	381	100	0	0	0	0	20.38	0	id101	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1717194	64	110	10k
bin.113	c__Gammaproteobacteria	67	481	276	194	273	14	0	0	0	58.63	4.62	id112	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		3732233	63	210	10k
bin.145	c__Gammaproteobacteria	67	481	276	93	161	160	58	8	1	79.39	68.79	id144	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		9374657	61	501	10k
bin.231	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.23	0	id230	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		785522	64	57	10k
bin.244	c__Gammaproteobacteria	1164	275	174	229	44	2	0	0	0	15.93	0.29	id243	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		1975647	59	140	10k
bin.253	k__Bacteria	5449	104	58	98	6	0	0	0	0	8.62	0	id252	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		412443	63	31	10k
bin.354	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0	id353	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Bog-1198		2743218	62	165	10k
bin.182	c__Gammaproteobacteria	119	544	284	383	159	2	0	0	0	34.37	0.7	id181	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	FEN-1191		1230014	65	160	2.5k
bin.345	root	5656	56	24	55	1	0	0	0	0	4.17	0	id344	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	FEN-1191		265355	65	20	10k
bin.154	c__Gammaproteobacteria	67	481	276	380	95	6	0	0	0	17.14	0.31	id153	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			726448	61	97	2.5k
bin.167	k__Bacteria	5449	104	58	47	56	1	0	0	0	79.31	1.72	id166	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			3945891	65	307	2.5k
bin.432	c__Gammaproteobacteria	67	481	276	189	281	11	0	0	0	60.34	2.34	id431	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			3270272	64	325	2.5k
bin.029	k__Bacteria	5449	104	58	57	46	1	0	0	0	63.79	1.72	id28	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			2826378	65	153	10k
bin.216	c__Gammaproteobacteria	67	481	276	346	135	0	0	0	0	26.6	0	id215	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae			1761909	64	111	10k
bin.019	k__Bacteria	5449	104	58	71	33	0	0	0	0	44.48	0	id18	Bacteria	Proteobacteria	Gammaproteobacteria	UBA6186	UBA6186			1188670	39	142	2.5k
bin.106	c__Gammaproteobacteria	1097	270	172	159	110	1	0	0	0	45.23	0.29	id105	Bacteria	Proteobacteria	Gammaproteobacteria	UBA6186	UBA6186			840327	43	95	2.5k
bin.017	k__Bacteria	5449	104	58	91	13	0	0	0	0	20.69	0	id16	Bacteria	Proteobacteria	Gammaproteobacteria	UBA6186	UBA6186			331152	39	24	10k
bin.218	k__Bacteria	5449	104	58	54	49	1	0	0	0	70.86	1.72	id217	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		3805363	64	308	2.5k
bin.229	k__Bacteria	5449	104	58	37	54	13	0	0	0	80.88	2.6	id228	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		4530588	61	253	2.5k
bin.439	k__Bacteria	5449	104	58	94	10	0	0	0	0	15.52	0	id438	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		367706	60	53	2.5k
bin.462	k__Bacteria	5449	104	58	69	35	0	0	0	0	52.59	0	id461	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		3123382	60	271	2.5k
bin.143	f__Xanthomonadaceae	55	659	290	158	493	8	0	0	0	78.4	0.77	id142	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		3441294	62	144	10k
bin.205	k__Bacteria	5449	104	58	82	22	0	0	0	0	32.76	0	id204	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		2609753	64	142	10k
bin.292	k__Bacteria	5449	104	58	87	17	0	0	0	0	27.59	0	id291	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella_B		2041409	59	118	10k
bin.102	root	5656	56	24	55	1	0	0	0	0	4.17	0	id101	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		1285744	63	162	2.5k
bin.299	k__Bacteria	5449	104	58	92	11	1	0	0	0	19.31	1.72	id298	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		1497806	61	197	2.5k
bin.495	k__Bacteria	5449	104	58	93	11	0	0	0	0	17.24	0	id494	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter		1648575	63	189	2.5k
bin.422	k__Bacteria	5449	104	58	68	36	0	0	0	0	45.14	0	id421	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea		1960805	62	237	2.5k
bin.297	k__Bacteria	5449	104	58	91	13	0	0	0	0	19.83	0	id296	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter		886473	62	134	2.5k
bin.447	k__Bacteria	88	230	148	164	66	0	0	0	0	23.04	0	id446	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	UBA10450	Udaeobacter		782941	54	104	2.5k
bin.222	k__Bacteria	88	230	148	7	216	7	0	0	0	95.95	3.42	id221	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA1321	JABDGH01		3649706	58	144	2.5k
bin.484	k__Bacteria	5449	104	58	79	17	8	0	0	0	32.76	8.28	id483	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA1321	JABDGH01		2966174	58	406	2.5k
bin.148	k__Bacteria	88	230	148	11	213	6	0	0	0	93.92	2.74	id147	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	UBA1321	JABDGH01		3350523	58	107	10k
bin.127	k__Bacteria	5449	104	58	76	28	0	0	0	0	41.38	0	id126	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera sp900104925	2092268	66	230	2.5k
bin.185	root	5656	56	24	54	2	0	0	0	0	8.33	0	id184	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	Lacunisphaera sp900104925	852511	66	58	10k
bin.049	k__Bacteria	5449	104	58	85	19	0	0	0	0	27.59	0	id48	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera		1321535	66	174	2.5k
bin.044	k__Bacteria	5449	101	57	87	13	1	0	0	0	21.05	0.88	id43	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		929961	64	130	2.5k
bin.213	k__Bacteria	5449	101	57	75	26	0	0	0	0	38.6	0	id212	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		1919771	64	174	2.5k
bin.277	k__Bacteria	88	227	146	131	83	13	0	0	0	41.14	3.69	id276	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		1736689	65	169	2.5k
bin.315	k__Bacteria	88	227	146	126	89	12	0	0	0	39.19	4.29	id314	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		1641082	68	226	2.5k
bin.322	k__Bacteria	88	227	146	24	201	2	0	0	0	95.28	1.37	id321	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		3085725	66	28	2.5k
bin.356	k__Bacteria	88	227	146	113	85	29	0	0	0	56.91	16.44	id355	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		4071350	65	482	2.5k
bin.417	k__Bacteria	5449	101	57	79	22	0	0	0	0	31.93	0	id416	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		1378088	66	180	2.5k
bin.450	k__Bacteria	88	227	146	3	224	0	0	0	0	97.95	0	id449	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		2286246	63	16	2.5k
bin.007	k__Bacteria	88	227	146	24	201	2	0	0	0	95.28	1.37	id6	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		3079225	66	27	10k
bin.082	k__Bacteria	88	227	146	3	224	0	0	0	0	97.95	0	id81	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		2286246	63	16	10k
bin.084	k__Bacteria	5449	101	57	89	12	0	0	0	0	17.54	0	id83	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		957133	64	62	10k
bin.347	k__Bacteria	5449	101	57	87	14	0	0	0	0	21.05	0	id346	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Palsa-1447		835747	65	46	10k
bin.033	k__Bacteria	88	227	146	57	164	6	0	0	0	82.9	4.11	id32	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			2896473	60	166	2.5k
bin.079	k__Bacteria	5449	101	57	86	15	0	0	0	0	22.81	0	id78	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			1115552	60	125	2.5k
bin.091	k__Bacteria	5449	101	57	72	29	0	0	0	0	42.62	0	id90	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			1898596	60	167	2.5k
bin.165	k__Bacteria	88	227	146	1	225	1	0	0	0	99.32	0.68	id164	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3182806	58	77	2.5k
bin.184	k__Bacteria	5449	101	57	85	16	0	0	0	0	25.44	0	id183	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			1147249	60	120	2.5k
bin.189	k__Bacteria	5449	101	57	44	27	30	0	0	0	83.14	47.37	id188	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			5719653	60	355	2.5k
bin.236	k__Bacteria	88	227	146	41	181	5	0	0	0	94.88	3.42	id235	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3346786	61	128	2.5k
bin.309	k__Bacteria	88	227	146	118	108	1	0	0	0	51.76	0.68	id308	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			1893030	62	218	2.5k
bin.339	k__Bacteria	5449	101	57	63	25	13	0	0	0	54.55	19.3	id338	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3876966	59	433	2.5k
bin.382	k__Bacteria	88	227	146	104	119	4	0	0	0	63.88	1.54	id381	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			2037655	61	181	2.5k
bin.451	k__Bacteria	88	227	146	43	179	5	0	0	0	93.83	3.42	id450	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3692893	60	133	2.5k
bin.041	k__Bacteria	5449	101	57	92	9	0	0	0	0	10.88	0	id40	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			334728	61	21	10k
bin.054	k__Bacteria	5449	101	57	49	30	22	0	0	0	76.84	35.09	id53	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			5307346	59	240	10k
bin.071	k__Bacteria	5449	101	57	88	13	0	0	0	0	19.3	0	id70	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			653620	62	48	10k
bin.090	k__Bacteria	5449	101	57	89	11	1	0	0	0	16.67	0.88	id89	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			2836154	59	166	10k
bin.164	k__Bacteria	88	227	146	44	177	6	0	0	0	88.67	1.92	id163	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3044681	61	92	10k
bin.175	k__Bacteria	5449	101	57	79	22	0	0	0	0	29.11	0	id174	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			1258859	61	75	10k
bin.204	k__Bacteria	88	227	146	61	162	4	0	0	0	88.36	2.74	id203	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3454749	60	101	10k
bin.212	root	5656	56	24	55	1	0	0	0	0	4.17	0	id211	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			723069	59	45	10k
bin.233	root	5656	56	24	54	2	0	0	0	0	8.33	0	id232	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			905326	60	66	10k
bin.249	k__Bacteria	88	227	146	100	125	2	0	0	0	67.61	1.37	id248	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			2510234	60	107	10k
bin.297	k__Bacteria	88	227	146	1	225	1	0	0	0	99.32	0.68	id296	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae			3092834	58	65	10k
bin.303	k__Bacteria	88	230	148	106	121	3	0	0	0	53.43	1.69	id302	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Palsa-1400	Palsa-1400		4160778	57	423	2.5k
