	locus_tag	ftype	length_bp	gene	EC_number	COG	product	COG_category_ID	COG_name	COG_Gene	COG_pathway	PubMed_ID	PDB_ID	Hexadecimal	COG_category_desc
1768	FGCHFFMF_01705	CDS	1638				hypothetical protein								
1769	FGCHFFMF_01706	CDS	1443	pgm_2	5.4.2.2	COG0033	Phosphoglucomutase	G	Phosphoglucomutase/phosphomannomutase	Pgm		30938049	1C47	CCFCFC	Carbohydrate transport and metabolism
1770	FGCHFFMF_01707	CDS	2502	glmM_2			Phosphoglucosamine mutase								
1771	FGCHFFMF_01708	CDS	393				hypothetical protein								
1772	FGCHFFMF_01709	CDS	1206	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase	K	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	ARO8	Lysine biosynthesis		2R2N	FCDCEC	Transcription
1773	FGCHFFMF_01709	CDS	1206	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase	E	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	ARO8	Lysine biosynthesis		2R2N	DCFCFC	Amino acid transport and metabolism
1774	FGCHFFMF_01710	CDS	933				hypothetical protein								
1775	FGCHFFMF_01711	CDS	1572				hypothetical protein								
1776	FGCHFFMF_01712	CDS	462			COG0328	Bifunctional protein	L	Ribonuclease HI	RnhA			1LAW	FCDCDC	Replication, recombination and repair
1777	FGCHFFMF_01713	CDS	327	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase	M	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	KdsA	Lipid A biosynthesis		1G7U	ECFCAC	Cell wall/membrane/envelope biogenesis
1778	FGCHFFMF_01714	CDS	1548	cbpA_2	2.4.1.20	COG3459	Cellobiose phosphorylase	G	Cellobiose phosphorylase			17307853	1V7V	CCFCFC	Carbohydrate transport and metabolism
1779	FGCHFFMF_01715	CDS	2406	cbpA_3	2.4.1.20	COG3459	Cellobiose phosphorylase	G	Cellobiose phosphorylase			17307853	1V7V	CCFCFC	Carbohydrate transport and metabolism
1780	FGCHFFMF_01716	CDS	1062	ribD		COG0117	Riboflavin biosynthesis protein RibD	H	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain	RibD1	Riboflavin/FAD biosynthesis		2O7P	DCDCFC	Coenzyme transport and metabolism
1781	FGCHFFMF_01717	CDS	630	ribE	2.5.1.9		Riboflavin synthase								
1782	FGCHFFMF_01718	CDS	486				hypothetical protein								
1783	FGCHFFMF_01719	CDS	1212	ribBA		COG0108	Riboflavin biosynthesis protein RibBA	H	3,4-dihydroxy-2-butanone 4-phosphate synthase	RibB	Riboflavin/FAD biosynthesis		1G57	DCDCFC	Coenzyme transport and metabolism
1784	FGCHFFMF_01720	CDS	480	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase	H	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	RibE	Riboflavin/FAD biosynthesis		1C2Y	DCDCFC	Coenzyme transport and metabolism
1785	FGCHFFMF_01721	CDS	399				hypothetical protein								
1786	FGCHFFMF_01722	CDS	492	nusB		COG0781	Transcription antitermination protein NusB	K	Transcription antitermination protein NusB	NusB		21652641	1EY1	FCDCEC	Transcription
1787	FGCHFFMF_01723	CDS	348				hypothetical protein								
1788	FGCHFFMF_01724	CDS	303				hypothetical protein								
1789	FGCHFFMF_01725	CDS	537				hypothetical protein								
1790	FGCHFFMF_01726	CDS	543				hypothetical protein								
1791	FGCHFFMF_01727	CDS	654				hypothetical protein								
1792	FGCHFFMF_01728	CDS	363				hypothetical protein								
1793	FGCHFFMF_01729	CDS	456				hypothetical protein								
1794	FGCHFFMF_01730	CDS	390				hypothetical protein								
1795	FGCHFFMF_01731	CDS	468	ybeY	3.1.-.-		Endoribonuclease YbeY								
1796	FGCHFFMF_01732	CDS	1290				hypothetical protein								
1797	FGCHFFMF_01733	CDS	894	era		COG1159	GTPase Era	J	GTPase Era, involved in 16S rRNA processing	Era			1EGA	FCCCFC	Translation, ribosomal structure and biogenesis
1798	FGCHFFMF_01734	CDS	345				hypothetical protein								
1799	FGCHFFMF_01735	CDS	159				hypothetical protein								
1800	FGCHFFMF_01736	CDS	96				hypothetical protein								
1801	FGCHFFMF_01737	CDS	510				hypothetical protein								
1802	FGCHFFMF_01738	CDS	540				hypothetical protein								
1803	FGCHFFMF_01739	CDS	2118				hypothetical protein								
1804	FGCHFFMF_01740	CDS	513				hypothetical protein								
1805	FGCHFFMF_01741	CDS	1098				hypothetical protein								
1806	FGCHFFMF_01742	CDS	1572	htpX_3	3.4.24.-		Protease HtpX								
1807	FGCHFFMF_01743	CDS	564	lemA_2		COG1704	Protein LemA	M	Magnetosome formation protein MamQ, lipoprotein antigen LemA family	LemA		14638756;20212111;26884433	2ETD	ECFCAC	Cell wall/membrane/envelope biogenesis
1808	FGCHFFMF_01744	CDS	261				hypothetical protein								
1809	FGCHFFMF_01745	CDS	1821	cstA		COG1966	Peptide transporter CstA	C	Carbon starvation protein CstA (peptide/pyruvate transporter)	CstA		26497384;29358499		BCFCFC	Energy production and conversion
1810	FGCHFFMF_01745	CDS	1821	cstA		COG1966	Peptide transporter CstA	E	Carbon starvation protein CstA (peptide/pyruvate transporter)	CstA		26497384;29358499		DCFCFC	Amino acid transport and metabolism
1811	FGCHFFMF_01746	CDS	744	pgl	3.1.1.31		6-phosphogluconolactonase								
1812	FGCHFFMF_01747	CDS	1515	zwf2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase 2	G	Glucose-6-phosphate 1-dehydrogenase	Zwf	Pentose phosphate pathway	18950999	5B7W	CCFCFC	Carbohydrate transport and metabolism
1813	FGCHFFMF_01748	CDS	963		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating	G	6-phosphogluconate dehydrogenase (decarboxylating)	YqeC			4E21	CCFCFC	Carbohydrate transport and metabolism
1814	FGCHFFMF_01749	CDS	2442				hypothetical protein								
1815	FGCHFFMF_01750	CDS	111				hypothetical protein								
1816	FGCHFFMF_01751	CDS	1227				hypothetical protein								
1817	FGCHFFMF_01752	CDS	357				hypothetical protein								
1818	FGCHFFMF_01753	CDS	915	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD								
1819	FGCHFFMF_01754	CDS	681	ecfT			Energy-coupling factor transporter transmembrane protein EcfT								
1820	FGCHFFMF_01755	CDS	1650				hypothetical protein								
1821	FGCHFFMF_01756	CDS	585	kdpC_1		COG2156	Potassium-transporting ATPase KdpC subunit	P	K+-transporting ATPase, KdpC subunit	KdpC			5MRW	CCCCFC	Inorganic ion transport and metabolism
1822	FGCHFFMF_01757	CDS	2022	kdpB_1	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit	P	K+ transport ATPase, ATPase subunit KdpB	KdpB			5MRW	CCCCFC	Inorganic ion transport and metabolism
1823	FGCHFFMF_01758	CDS	1716	kdpA_1		COG2060	Potassium-transporting ATPase potassium-binding subunit	P	K+-transporting ATPase, KdpA subunit	KdpA			5MRW	CCCCFC	Inorganic ion transport and metabolism
1824	FGCHFFMF_01759	CDS	1770	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA								
1825	FGCHFFMF_01760	CDS	192				hypothetical protein								
1826	FGCHFFMF_01761	CDS	1347	algB		COG2204	Alginate biosynthesis transcriptional regulatory protein AlgB	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2	FCFCAC	Signal transduction mechanisms
1827	FGCHFFMF_01762	CDS	1017	kdpC_2			Potassium-transporting ATPase KdpC subunit								
1828	FGCHFFMF_01763	CDS	2127	kdpB_2	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit	P	K+ transport ATPase, ATPase subunit KdpB	KdpB			5MRW	CCCCFC	Inorganic ion transport and metabolism
1829	FGCHFFMF_01764	CDS	1629	kdpA_2		COG2060	Potassium-transporting ATPase potassium-binding subunit	P	K+-transporting ATPase, KdpA subunit	KdpA			5MRW	CCCCFC	Inorganic ion transport and metabolism
1830	FGCHFFMF_01765	CDS	225				hypothetical protein								
1831	FGCHFFMF_01766	CDS	1458				hypothetical protein								
1832	FGCHFFMF_01767	CDS	2070				hypothetical protein								
1833	FGCHFFMF_01768	CDS	600	recR		COG0353	Recombination protein RecR	L	Recombinational DNA repair protein RecR	RecR		26337406	2JGR	FCDCDC	Replication, recombination and repair
1834	FGCHFFMF_01769	CDS	312			COG0718	Nucleoid-associated protein	K	DNA-binding nucleoid-associated protein YbaB/EfbC	YbaB		19594923;22544270	1J8B	FCDCEC	Transcription
1835	FGCHFFMF_01770	CDS	1776	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB								
1836	FGCHFFMF_01771	CDS	1152	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase								
1837	FGCHFFMF_01772	CDS	516				hypothetical protein								
1838	FGCHFFMF_01773	CDS	717	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase								
1839	FGCHFFMF_01774	CDS	1377	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO	J	tRNA A37 methylthiotransferase MiaB	MiaB	tRNA modification	17407324;20472640;20584901	4JC0	FCCCFC	Translation, ribosomal structure and biogenesis
1840	FGCHFFMF_01775	CDS	1233				hypothetical protein								
1841	FGCHFFMF_01776	CDS	498				hypothetical protein								
1842	FGCHFFMF_01777	CDS	966				hypothetical protein								
1843	FGCHFFMF_01778	CDS	819	lolA_2			Outer-membrane lipoprotein carrier protein								
1844	FGCHFFMF_01779	CDS	1221	spoIIIE		COG1674	DNA translocase SpoIIIE	D	DNA segregation ATPase FtsK/SpoIIIE or related protein	FtsK			2IUT	FCFCDC	Cell cycle control, cell division, chromosome partitioning
1845	FGCHFFMF_01780	CDS	414	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase	M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	LpxD	Lipid A biosynthesis		6P83	ECFCAC	Cell wall/membrane/envelope biogenesis
1846	FGCHFFMF_01781	CDS	834	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase	LpxC	Lipid A biosynthesis		1P42	ECFCAC	Cell wall/membrane/envelope biogenesis
1847	FGCHFFMF_01782	CDS	462	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ								
1848	FGCHFFMF_01783	CDS	777	lpxA_2	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase								
1849	FGCHFFMF_01784	CDS	801	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI	S	Uncharacterized conserved protein, DUF1009 family				4GGM	CCCCCC	Function unknown
1850	FGCHFFMF_01785	CDS	2055				hypothetical protein								
1851	FGCHFFMF_01786	CDS	1899				hypothetical protein								
1852	FGCHFFMF_01787	CDS	447	aroQ	4.2.1.10		3-dehydroquinate dehydratase								
1853	FGCHFFMF_01788	CDS	3099				hypothetical protein								
1854	FGCHFFMF_01789	CDS	1014	ccpA_2		COG1609	Catabolite control protein A	K	DNA-binding transcriptional regulator, LacI/PurR family	PurR			1BDH	FCDCEC	Transcription
1855	FGCHFFMF_01790	CDS	2478				hypothetical protein								
1856	FGCHFFMF_01791	CDS	1206				hypothetical protein								
1857	FGCHFFMF_01792	CDS	1161	nuoH_2	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H	C	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	NuoH	NADH dehydrogenase		6HUM	BCFCFC	Energy production and conversion
1858	FGCHFFMF_01793	CDS	561	ndhI_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic								
1859	FGCHFFMF_01794	CDS	357	ndhC_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic								
1860	FGCHFFMF_01795	CDS	531				hypothetical protein								
1861	FGCHFFMF_01796	CDS	300		7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit 11	C	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	NuoK	NADH dehydrogenase		4HE8	BCFCFC	Energy production and conversion
1862	FGCHFFMF_01797	CDS	1938	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L	C	Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	NuoL	NADH dehydrogenase		3RKO	BCFCFC	Energy production and conversion
1863	FGCHFFMF_01798	CDS	1473	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	NuoM	NADH dehydrogenase		6HUM	BCFCFC	Energy production and conversion
1864	FGCHFFMF_01799	CDS	1488	ndhB_4	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic								
1865	FGCHFFMF_01800	CDS	3570	smc		COG1196	Chromosome partition protein Smc	D	Chromosome segregation ATPase Smc	Smc			5XG3	FCFCDC	Cell cycle control, cell division, chromosome partitioning
1866	FGCHFFMF_01801	CDS	912	ftsY		COG0552	Signal recognition particle receptor FtsY	U	Signal recognition particle GTPase FtsY	FtsY			4AK9	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
1867	FGCHFFMF_01802	CDS	1707	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ	L	ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation	RecJ			1IR6	FCDCDC	Replication, recombination and repair
1868	FGCHFFMF_01803	CDS	576	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D	J	16S rRNA G966 N2-methylase RsmD	RsmD	16S rRNA modification		2IFT	FCCCFC	Translation, ribosomal structure and biogenesis
1869	FGCHFFMF_01804	CDS	309				hypothetical protein								
1870	FGCHFFMF_01805	CDS	465	mhqR		COG1846	HTH-type transcriptional regulator MhqR	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS	FCDCEC	Transcription
1871	FGCHFFMF_01806	CDS	1203	entS_2			Enterobactin exporter EntS								
1872	FGCHFFMF_01807	CDS	1386	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Cls	Phospholipid biosynthesis		1BYR	DCCCFC	Lipid transport and metabolism
1873	FGCHFFMF_01808	CDS	552				hypothetical protein								
1874	FGCHFFMF_01809	CDS	741				hypothetical protein								
1875	FGCHFFMF_01810	CDS	951	nadA	2.5.1.72	COG0379	Quinolinate synthase A	H	Quinolinate synthase	NadA	NAD biosynthesis	24498065	4HHE	DCDCFC	Coenzyme transport and metabolism
1876	FGCHFFMF_01811	CDS	198				hypothetical protein								
1877	FGCHFFMF_01812	CDS	1299	rlmI_1	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	RlmK	23S rRNA modification		2B78	FCCCFC	Translation, ribosomal structure and biogenesis
1878	FGCHFFMF_01813	CDS	1206	ycf3_3			Photosystem I assembly protein Ycf3								
1879	FGCHFFMF_01814	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase	H	Aspartate oxidase	NadB	NAD biosynthesis		1KNP	DCDCFC	Coenzyme transport and metabolism
1880	FGCHFFMF_01815	CDS	651	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	YigB		24123841	4JB3	DCDCFC	Coenzyme transport and metabolism
1881	FGCHFFMF_01816	CDS	885	yedA			putative inner membrane transporter YedA								
1882	FGCHFFMF_01817	CDS	441				hypothetical protein								
1883	FGCHFFMF_01818	CDS	534				hypothetical protein								
1884	FGCHFFMF_01819	CDS	1275				hypothetical protein								
1885	FGCHFFMF_01820	CDS	972				hypothetical protein								
1886	FGCHFFMF_01821	CDS	600	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK	P	ABC-type phosphonate transport system, ATPase component PhnK	PhnK		19516334		CCCCFC	Inorganic ion transport and metabolism
1887	FGCHFFMF_01822	CDS	723	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL	PhnL				CCCCFC	Inorganic ion transport and metabolism
1888	FGCHFFMF_01823	CDS	1155	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM	PhnM				CCCCFC	Inorganic ion transport and metabolism
1889	FGCHFFMF_01824	CDS	573	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN	G	Ribose 1,5-bisphosphate kinase PhnN	PhnN				CCFCFC	Carbohydrate transport and metabolism
1890	FGCHFFMF_01825	CDS	765	phnP_2	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	P	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase	PhnP			6B9V	CCCCFC	Inorganic ion transport and metabolism
1891	FGCHFFMF_01826	CDS	456				hypothetical protein								
1892	FGCHFFMF_01827	CDS	1125	phnA	3.11.1.2		Phosphonoacetate hydrolase								
1893	FGCHFFMF_01828	CDS	396	zapA			Cell division protein ZapA								
1894	FGCHFFMF_01829	CDS	750				hypothetical protein								
1895	FGCHFFMF_01830	CDS	2388	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit								
1896	FGCHFFMF_01831	CDS	1800				hypothetical protein								
1897	FGCHFFMF_01832	CDS	1191			COG2385	putative protein	M	Peptidoglycan hydrolase (amidase) enhancer domain SpoIID	SpoIID				ECFCAC	Cell wall/membrane/envelope biogenesis
1898	FGCHFFMF_01833	CDS	1056	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase								
1899	FGCHFFMF_01834	CDS	1443	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]	E	Isocitrate/isopropylmalate dehydrogenase	LeuB	TCA cycle		1GC9	DCFCFC	Amino acid transport and metabolism
1900	FGCHFFMF_01834	CDS	1443	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]	C	Isocitrate/isopropylmalate dehydrogenase	LeuB	TCA cycle		1GC9	BCFCFC	Energy production and conversion
1901	FGCHFFMF_01835	CDS	159				hypothetical protein								
1902	FGCHFFMF_01836	CDS	816				hypothetical protein								
1903	FGCHFFMF_01837	CDS	684				hypothetical protein								
1904	FGCHFFMF_01838	CDS	792				hypothetical protein								
1905	FGCHFFMF_01839	CDS	945	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD								
1906	FGCHFFMF_01840	CDS	429	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase	H	Aspartate 1-decarboxylase	PanD	Pantothenate/CoA biosynthesis		1AW8	DCDCFC	Coenzyme transport and metabolism
1907	FGCHFFMF_01841	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase	H	Panthothenate synthetase	PanC	Pantothenate/CoA biosynthesis	17968677	1DIN	DCDCFC	Coenzyme transport and metabolism
1908	FGCHFFMF_01842	CDS	801	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase	H	Ketopantoate hydroxymethyltransferase	PanB	Pantothenate/CoA biosynthesis		3VAV	DCDCFC	Coenzyme transport and metabolism
1909	FGCHFFMF_01843	CDS	648	tmk_1	2.7.4.9		Thymidylate kinase								
1910	FGCHFFMF_01844	CDS	504	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	H	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	FolK	Folate biosynthesis		1CBK	DCDCFC	Coenzyme transport and metabolism
1911	FGCHFFMF_01845	CDS	1167	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R	DCFCFC	Amino acid transport and metabolism
1912	FGCHFFMF_01846	CDS	768	yisK		COG0179	putative protein YisK	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	YcgM			1GTT	BCCCFC	Secondary metabolites biosynthesis, transport and catabolism
1913	FGCHFFMF_01847	CDS	765	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase	E	4-hydroxy-tetrahydrodipicolinate reductase	DapB	Lysine biosynthesis	29684280	1ARZ	DCFCFC	Amino acid transport and metabolism
1914	FGCHFFMF_01848	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase	M	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	DapA	Lysine biosynthesis	27574185	2R91	ECFCAC	Cell wall/membrane/envelope biogenesis
1915	FGCHFFMF_01848	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase	E	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	DapA	Lysine biosynthesis	27574185	2R91	DCFCFC	Amino acid transport and metabolism
1916	FGCHFFMF_01849	CDS	837	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase	E	Diaminopimelate epimerase	DapF	Lysine biosynthesis		1BWZ	DCFCFC	Amino acid transport and metabolism
1917	FGCHFFMF_01850	CDS	1275	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase	E	Diaminopimelate decarboxylase	LysA	Lysine biosynthesis		1D7K	DCFCFC	Amino acid transport and metabolism
1918	FGCHFFMF_01851	CDS	657				hypothetical protein								
1919	FGCHFFMF_01852	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase	E	Argininosuccinate lyase	ArgH	Arginine biosynthesis		1AOS	DCFCFC	Amino acid transport and metabolism
1920	FGCHFFMF_01853	CDS	357	argG	6.3.4.5	COG0137	Argininosuccinate synthase	E	Argininosuccinate synthase	ArgG	Arginine biosynthesis		1J1Z	DCFCFC	Amino acid transport and metabolism
1921	FGCHFFMF_01854	CDS	1014	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase	E	Anthranilate phosphoribosyltransferase, glycosyltransferase domain	TrpD	Aromatic amino acid biosynthesis		1KGZ	DCFCFC	Amino acid transport and metabolism
1922	FGCHFFMF_01855	CDS	1392	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase								
1923	FGCHFFMF_01856	CDS	1614	metG	6.1.1.10		Methionine--tRNA ligase								
1924	FGCHFFMF_01857	CDS	957				hypothetical protein								
1925	FGCHFFMF_01858	CDS	645	tmk_2	2.7.4.9	COG0125	Thymidylate kinase	F	Thymidylate kinase	Tmk	Thymidylate biosynthesis		3LV8	DCECFC	Nucleotide transport and metabolism
1926	FGCHFFMF_01859	CDS	1668	dauA		COG0659	C4-dicarboxylic acid transporter DauA	P	Sulfate permease or related transporter, MFS superfamily	SUL1			3NY7	CCCCFC	Inorganic ion transport and metabolism
1927	FGCHFFMF_01860	CDS	1131	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC	D	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	SkfB		23282011	6Q2P	FCFCDC	Cell cycle control, cell division, chromosome partitioning
1928	FGCHFFMF_01860	CDS	1131	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC	H	Radical SAM superfamily maturase, SkfB/NifB/PqqE family	SkfB		23282011	6Q2P	DCDCFC	Coenzyme transport and metabolism
1929	FGCHFFMF_01861	CDS	525				hypothetical protein								
1930	FGCHFFMF_01862	CDS	852				hypothetical protein								
1931	FGCHFFMF_01863	CDS	792				hypothetical protein								
1932	FGCHFFMF_01864	CDS	807				hypothetical protein								
1933	FGCHFFMF_01865	CDS	1011	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD								
1934	FGCHFFMF_01866	CDS	1194	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase								
1935	FGCHFFMF_01867	CDS	435	proS	6.1.1.15	COG0442	Proline--tRNA ligase	J	Prolyl-tRNA synthetase	ProS	Aminoacyl-tRNA synthetases		5XIF	FCCCFC	Translation, ribosomal structure and biogenesis
1936	FGCHFFMF_01868	CDS	186				hypothetical protein								
1937	FGCHFFMF_01869	CDS	1407				hypothetical protein								
1938	FGCHFFMF_01870	CDS	1743	rnjA	3.1.-.-	COG0595	Ribonuclease J1	J	mRNA degradation ribonuclease J1/J2	RnjA			3T3N	FCCCFC	Translation, ribosomal structure and biogenesis
1939	FGCHFFMF_01871	CDS	420	yccU		COG1832	putative protein YccU	R	Predicted CoA-binding protein	YccU			1IUK	E0E0E0	General function prediction only
1940	FGCHFFMF_01872	CDS	708	rhlG_2	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase								
1941	FGCHFFMF_01873	CDS	1695				hypothetical protein								
1942	FGCHFFMF_01874	CDS	2265	acnA	4.2.1.3	COG1048	Aconitate hydratase A	C	Aconitase A	AcnA	Lysine biosynthesisTCA cycle		1ACO	BCFCFC	Energy production and conversion
1943	FGCHFFMF_01875	CDS	390				hypothetical protein								
1944	FGCHFFMF_01876	CDS	1038				hypothetical protein								
1945	FGCHFFMF_01877	CDS	1554				hypothetical protein								
1946	FGCHFFMF_01878	CDS	492				hypothetical protein								
1947	FGCHFFMF_01879	CDS	216				hypothetical protein								
1948	FGCHFFMF_01880	CDS	321				hypothetical protein								
1949	FGCHFFMF_01881	tRNA	77				tRNA-Glu(ctc)								
1950	FGCHFFMF_01882	CDS	717	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	I	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	IspD	Isoprenoid biosynthesis		1H3M	DCCCFC	Lipid transport and metabolism
1951	FGCHFFMF_01883	CDS	1356	radA	3.6.4.-	COG1066	DNA repair protein RadA	L	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	Sms		30877841	5LKM	FCDCDC	Replication, recombination and repair
1952	FGCHFFMF_01884	CDS	855				hypothetical protein								
1953	FGCHFFMF_01885	CDS	738	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl	M	ATPase subunit MlaF of the ABC-type intermembrane phospholipid transporter Mla	MlaF			6IC4	ECFCAC	Cell wall/membrane/envelope biogenesis
1954	FGCHFFMF_01886	CDS	798	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE	M	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	MlaE			6IC4	ECFCAC	Cell wall/membrane/envelope biogenesis
1955	FGCHFFMF_01887	CDS	1137	alr1	5.1.1.1	COG0787	Alanine racemase 1	M	Alanine racemase	Alr	Mureine biosynthesis		1BD0	ECFCAC	Cell wall/membrane/envelope biogenesis
1956	FGCHFFMF_01888	CDS	1374	dnaC	3.6.4.12	COG0305	Replicative DNA helicase	L	Replicative DNA helicase	DnaB			1B79	FCDCDC	Replication, recombination and repair
1957	FGCHFFMF_01889	CDS	504	rplI		COG0359	50S ribosomal protein L9	J	Ribosomal protein L9	RplI	Ribosome 50S subunit	27112601	1VS6	FCCCFC	Translation, ribosomal structure and biogenesis
1958	FGCHFFMF_01890	CDS	267				hypothetical protein								
