	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
10976	NODE_10977_length_8009_cov_15.895021	8009	24.5232	24.5232	25.2861	bin.093	58.0							Bacteria?					
11306	NODE_11307_length_7870_cov_16.102239	7870	25.3053	25.3053	32.1346	bin.093	58.0							Bacteria?					
11348	NODE_11349_length_7854_cov_13.611489	7854	20.4269	20.4269	29.5725	bin.093	57.0							Bacteria?					
12263	NODE_12264_length_7547_cov_16.946343	7547	25.9581	25.9581	31.2531	bin.093	54.0	bin.093	0.267	0.0	0.007	0.567	0.567	NCLDV	7543.0	0.0	28.6	0.0	|full
12269	NODE_12270_length_7546_cov_16.637565	7546	22.5373	22.5373	32.6347	bin.093	59.0							Bacteria?					
12335	NODE_12336_length_7522_cov_17.264363	7522	26.5776	26.5776	42.3669	bin.093	58.0							Bacteria?					
13011	NODE_13012_length_7304_cov_22.835288	7304	32.5598	32.5598	52.1536	bin.093	55.0							Bacteria?					
13284	NODE_13285_length_7224_cov_18.781838	7224	28.0396	28.0396	38.7876	bin.093	58.0							Bacteria?					
14471	NODE_14472_length_6906_cov_14.222887	6906	20.0804	20.0804	55.3504	bin.093	58.0							Bacteria?					
15400	NODE_15401_length_6686_cov_15.529784	6686	24.1646	24.1646	32.3127	bin.093	57.0							Bacteria?					
16672	NODE_16673_length_6394_cov_21.436189	6394	24.5397	24.5397	68.1856	bin.093	57.0							Bacteria?					
16969	NODE_16970_length_6341_cov_14.889755	6341	23.0917	23.0917	31.8201	bin.093	58.0							Bacteria?					
19306	NODE_19307_length_5923_cov_18.431493	5923	27.6574	27.6574	34.6702	bin.093	56.0							Bacteria?					
20565	NODE_20566_length_5730_cov_16.247577	5730	25.1715	25.1715	34.5502	bin.093	59.0							Bacteria?					
20682	NODE_20683_length_5712_cov_15.890225	5712	25.0286	25.0286	25.9502	bin.093	59.0							Bacteria?					
20906	NODE_20907_length_5677_cov_23.694237	5677	22.4053	22.4053	100.2	bin.093	55.0							Bacteria?					
21379	NODE_21380_length_5613_cov_15.732997	5613	23.1499	23.1499	29.5813	bin.093	57.0							Bacteria?					
21510	NODE_21511_length_5591_cov_14.180816	5591	21.023	21.023	36.5083	bin.093	58.0							Bacteria?					
21951	NODE_21952_length_5529_cov_17.048411	5529	26.1445	26.1445	20.9536	bin.093	58.0							Bacteria?					
21977	NODE_21978_length_5525_cov_18.011883	5525	26.8765	26.8765	35.5543	bin.093	60.0							Bacteria?					
22279	NODE_22280_length_5489_cov_15.750092	5489	24.1277	24.1277	36.9371	bin.093	58.0							Bacteria?					
22747	NODE_22748_length_5423_cov_17.546945	5423	24.5365	24.5365	46.5095	bin.093	60.0							Bacteria?					
23104	NODE_23105_length_5382_cov_15.112258	5382	23.771	23.771	22.8987	bin.093	58.0							Bacteria?					
23113	NODE_23114_length_5381_cov_16.446677	5381	26.0036	26.0036	30.6493	bin.093	57.0							Bacteria?					
23511	NODE_23512_length_5330_cov_14.883223	5330	22.4873	22.4873	27.7208	bin.093	57.0							Bacteria?					
23598	NODE_23599_length_5319_cov_17.029065	5319	25.3964	25.3964	27.3199	bin.093	58.0							Bacteria?					
25337	NODE_25338_length_5125_cov_16.512623	5125	25.5566	25.5566	27.6998	bin.093	57.0							Bacteria?					
25338	NODE_25339_length_5125_cov_15.572189	5125	23.2965	23.2965	24.9504	bin.093	59.0	bin.093	0.633	0.727	0.633	0.5	0.727	ssDNA	5123.0	0.0	66.7	0.0	|full
25579	NODE_25580_length_5100_cov_13.818831	5100	21.7451	21.7451	50.8988	bin.093	60.0							Bacteria?					
25880	NODE_25881_length_5068_cov_15.991023	5068	24.5464	24.5464	27.5453	bin.093	60.0							Bacteria?					
26186	NODE_26187_length_5038_cov_14.687337	5038	22.7242	22.7242	26.4594	bin.093	58.0							Bacteria?					
33	NODE_34_length_101782_cov_12.326836	101782	18.7516	18.7516	27.6237	bin.094	44.0							Bacteria?					
50	NODE_51_length_91918_cov_12.103197	91918	18.112	18.112	27.7585	bin.094	45.0							Bacteria?					
74	NODE_75_length_79882_cov_12.155912	79882	18.3127	18.3127	24.1104	bin.094	43.0							Bacteria?					
90	NODE_91_length_75911_cov_11.882356	75911	17.7916	17.7916	31.5624	bin.094	44.0							Bacteria?					
97	NODE_98_length_74456_cov_12.476822	74456	18.5504	18.5504	27.7464	bin.094	44.0							Bacteria?					
142	NODE_143_length_66454_cov_11.577102	66454	17.08	17.08	25.3951	bin.094	44.0							Bacteria?					
144	NODE_145_length_65174_cov_12.832123	65174	19.5698	19.5698	26.3981	bin.094	43.0	bin.094	0.9	0.08	0.593	0.973	0.973	NCLDV	20575.0	5.0	36.0	4.0	|0_partial
147	NODE_148_length_64773_cov_12.831438	64773	19.5685	19.5685	28.9872	bin.094	41.0							Bacteria?					
167	NODE_168_length_61959_cov_12.243781	61959	18.6098	18.6098	28.3213	bin.094	44.0							Bacteria?					
168	NODE_169_length_61945_cov_11.544111	61945	17.4347	17.4347	26.1114	bin.094	43.0							Bacteria?					
200	NODE_201_length_58092_cov_9.596120	58092	15.0476	15.0476	20.5433	bin.094	46.0	bin.094	0.887	0.007	0.487	0.173	0.887	dsDNAphage	32562.0	2.0	14.8	29.6	|0_partial
210	NODE_211_length_56730_cov_11.781085	56730	17.2563	17.2563	28.161	bin.094	44.0							Bacteria?					
221	NODE_222_length_55883_cov_11.441875	55883	16.906	16.906	27.0414	bin.094	43.0							Bacteria?					
227	NODE_228_length_55216_cov_12.037545	55216	17.8833	17.8833	28.4711	bin.094	46.0							Bacteria?					
241	NODE_242_length_53561_cov_12.260532	53561	18.634	18.634	26.367	bin.094	44.0							Bacteria?					
245	NODE_246_length_53343_cov_11.975229	53343	17.8245	17.8245	25.4335	bin.094	45.0							Bacteria?					
250	NODE_251_length_52675_cov_12.079704	52675	18.3	18.3	26.3838	bin.094	44.0							Bacteria?					
260	NODE_261_length_52003_cov_11.383364	52003	17.1525	17.1525	30.2068	bin.094	45.0							Bacteria?					
337	NODE_338_length_48261_cov_12.394536	48261	18.9817	18.9817	26.1162	bin.094	43.0							Bacteria?					
349	NODE_350_length_47654_cov_12.306834	47654	18.9236	18.9236	24.4887	bin.094	43.0							Bacteria?					
356	NODE_357_length_47447_cov_11.877173	47447	17.9494	17.9494	26.4772	bin.094	43.0							Bacteria?					
365	NODE_366_length_46915_cov_11.786897	46915	17.9915	17.9915	30.5143	bin.094	44.0							Bacteria?					
381	NODE_382_length_45950_cov_11.729557	45950	17.5341	17.5341	24.7899	bin.094	43.0							Bacteria?					
385	NODE_386_length_45852_cov_11.085420	45852	16.566	16.566	25.6688	bin.094	45.0							Bacteria?					
424	NODE_425_length_44019_cov_11.617255	44019	17.0703	17.0703	28.2644	bin.094	44.0							Bacteria?					
443	NODE_444_length_43351_cov_12.020117	43351	17.9028	17.9028	30.9059	bin.094	45.0							Bacteria?					
468	NODE_469_length_42464_cov_10.965668	42464	16.6723	16.6723	25.042	bin.094	45.0							Bacteria?					
521	NODE_522_length_40865_cov_12.849669	40865	17.7774	17.7774	47.431	bin.094	46.0							Bacteria?					
629	NODE_630_length_38053_cov_11.908758	38053	17.4202	17.4202	25.9169	bin.094	44.0							Bacteria?					
639	NODE_640_length_37738_cov_11.758910	37738	18.1204	18.1204	23.9128	bin.094	43.0							Bacteria?					
665	NODE_666_length_36845_cov_12.239223	36845	18.7284	18.7284	27.0948	bin.094	44.0							Bacteria?					
711	NODE_712_length_35848_cov_12.105300	35848	18.7493	18.7493	26.0642	bin.094	43.0							Bacteria?					
721	NODE_722_length_35580_cov_7.842083	35580	11.8831	11.8831	15.2151	bin.094	45.0							Bacteria?					
727	NODE_728_length_35454_cov_12.046724	35454	18.5154	18.5154	28.9798	bin.094	44.0							Bacteria?					
769	NODE_770_length_34525_cov_12.063301	34525	18.4034	18.4034	27.0905	bin.094	44.0							Bacteria?					
799	NODE_800_length_33844_cov_12.033709	33844	17.9787	17.9787	26.5711	bin.094	43.0							Bacteria?					
805	NODE_806_length_33793_cov_11.697137	33793	17.4792	17.4792	30.4284	bin.094	44.0							Bacteria?					
829	NODE_830_length_33143_cov_12.253234	33143	18.8765	18.8765	30.5794	bin.094	44.0							Bacteria?					
838	NODE_839_length_32935_cov_12.577281	32935	18.875	18.875	24.0926	bin.094	44.0							Bacteria?					
903	NODE_904_length_31269_cov_11.257673	31269	16.5434	16.5434	31.077	bin.094	44.0							Bacteria?					
993	NODE_994_length_29900_cov_12.438063	29900	19.1778	19.1778	26.6118	bin.094	44.0							Bacteria?					
1007	NODE_1008_length_29527_cov_11.808157	29527	17.2953	17.2953	28.9265	bin.094	44.0							Bacteria?					
1091	NODE_1092_length_28396_cov_11.694824	28396	16.8043	16.8043	21.3491	bin.094	45.0							Bacteria?					
1098	NODE_1099_length_28307_cov_11.287130	28307	16.8089	16.8089	28.0058	bin.094	44.0							Bacteria?					
1104	NODE_1105_length_28215_cov_12.377237	28215	18.3865	18.3865	29.9603	bin.094	43.0							Bacteria?					
1121	NODE_1122_length_27998_cov_12.566081	27998	18.9959	18.9959	25.7201	bin.094	45.0							Bacteria?					
1156	NODE_1157_length_27480_cov_12.121203	27480	17.9216	17.9216	31.5138	bin.094	44.0							Bacteria?					
1187	NODE_1188_length_27092_cov_11.683064	27092	18.1889	18.1889	22.907	bin.094	43.0							Bacteria?					
1214	NODE_1215_length_26616_cov_11.835624	26616	18.1561	18.1561	27.5488	bin.094	45.0							Bacteria?					
1288	NODE_1289_length_25708_cov_10.594200	25708	16.0331	16.0331	24.9077	bin.094	43.0							Bacteria?					
1303	NODE_1304_length_25563_cov_11.844833	25563	18.16	18.16	26.0719	bin.094	43.0							Bacteria?					
1327	NODE_1328_length_25393_cov_11.862262	25393	18.1552	18.1552	25.6502	bin.094	43.0							Bacteria?					
1339	NODE_1340_length_25276_cov_11.904524	25276	18.0581	18.0581	27.6557	bin.094	44.0							Bacteria?					
1367	NODE_1368_length_24906_cov_12.202044	24906	18.1351	18.1351	34.2488	bin.094	45.0							Bacteria?					
1380	NODE_1381_length_24804_cov_11.167886	24804	16.5877	16.5877	25.8162	bin.094	45.0							Bacteria?					
1425	NODE_1426_length_24313_cov_11.944183	24313	17.6851	17.6851	23.3038	bin.094	44.0							Bacteria?					
1431	NODE_1432_length_24276_cov_11.921597	24276	17.9995	17.9995	33.7045	bin.094	45.0							Bacteria?					
1449	NODE_1450_length_24105_cov_11.786528	24105	18.4193	18.4193	29.3759	bin.094	40.0							Bacteria?					
1469	NODE_1470_length_23916_cov_11.449394	23916	17.2751	17.2751	22.8127	bin.094	44.0							Bacteria?					
1527	NODE_1528_length_23369_cov_12.005791	23369	17.6266	17.6266	27.5835	bin.094	43.0							Bacteria?					
1594	NODE_1595_length_22991_cov_11.179499	22991	16.3861	16.3861	20.4914	bin.094	46.0							Bacteria?					
1661	NODE_1662_length_22508_cov_12.181624	22508	18.0293	18.0293	26.1204	bin.094	46.0							Bacteria?					
1683	NODE_1684_length_22383_cov_12.041025	22383	18.3767	18.3767	23.0364	bin.094	42.0							Bacteria?					
1684	NODE_1685_length_22372_cov_11.730519	22372	18.0226	18.0226	20.0783	bin.094	46.0							Bacteria?					
1770	NODE_1771_length_21766_cov_12.036065	21766	18.2263	18.2263	27.8146	bin.094	44.0							Bacteria?					
1784	NODE_1785_length_21683_cov_11.542861	21683	17.1488	17.1488	27.3674	bin.094	44.0							Bacteria?					
1848	NODE_1849_length_21321_cov_11.302878	21321	16.4217	16.4217	35.2592	bin.094	43.0							Bacteria?					
1894	NODE_1895_length_21014_cov_12.366859	21014	18.9174	18.9174	29.6899	bin.094	46.0							Bacteria?					
1973	NODE_1974_length_20602_cov_11.410279	20602	17.6088	17.6088	31.2675	bin.094	44.0							Bacteria?					
2000	NODE_2001_length_20469_cov_11.793328	20469	17.4724	17.4724	26.1521	bin.094	45.0							Bacteria?					
2068	NODE_2069_length_20062_cov_12.274954	20062	18.7583	18.7583	28.868	bin.094	46.0							Bacteria?					
2076	NODE_2077_length_20011_cov_11.468481	20011	17.3028	17.3028	18.0347	bin.094	45.0							Bacteria?					
2078	NODE_2079_length_20007_cov_11.390287	20007	16.6358	16.6358	21.0559	bin.094	45.0							Bacteria?					
2152	NODE_2153_length_19651_cov_12.084150	19651	18.5791	18.5791	28.1148	bin.094	44.0							Bacteria?					
2182	NODE_2183_length_19523_cov_11.340405	19523	17.3997	17.3997	28.9782	bin.094	44.0							Bacteria?					
2267	NODE_2268_length_19194_cov_12.544699	19194	19.0135	19.0135	27.9886	bin.094	47.0							Bacteria?					
2272	NODE_2273_length_19174_cov_11.745698	19174	17.8407	17.8407	28.4037	bin.094	45.0							Bacteria?					
2298	NODE_2299_length_19092_cov_11.100173	19092	16.1176	16.1176	23.879	bin.094	42.0							Bacteria?					
2317	NODE_2318_length_18963_cov_12.010472	18963	17.692	17.692	34.0959	bin.094	45.0							Bacteria?					
2351	NODE_2352_length_18793_cov_11.376454	18793	17.3237	17.3237	25.8014	bin.094	45.0							Bacteria?					
2422	NODE_2423_length_18552_cov_9.220738	18552	14.1193	14.1193	17.1242	bin.094	47.0							Bacteria?					
2544	NODE_2545_length_18032_cov_11.729432	18032	17.6471	17.6471	27.513	bin.094	42.0							Bacteria?					
2593	NODE_2594_length_17865_cov_11.508871	17865	17.4204	17.4204	23.0606	bin.094	44.0							Bacteria?					
2668	NODE_2669_length_17615_cov_12.118964	17615	18.7635	18.7635	26.3245	bin.094	44.0							Bacteria?					
2682	NODE_2683_length_17540_cov_11.770203	17540	17.1418	17.1418	26.5969	bin.094	44.0							Bacteria?					
2788	NODE_2789_length_17274_cov_12.442360	17274	18.5882	18.5882	27.119	bin.094	46.0							Bacteria?					
2910	NODE_2911_length_16870_cov_11.853464	16870	17.9087	17.9087	28.9038	bin.094	43.0							Bacteria?					
2933	NODE_2934_length_16798_cov_12.062534	16798	17.7605	17.7605	22.7489	bin.094	44.0							Bacteria?					
3032	NODE_3033_length_16495_cov_10.831569	16495	16.2187	16.2187	33.8913	bin.094	45.0							Bacteria?					
3229	NODE_3230_length_15891_cov_12.470889	15891	18.8018	18.8018	33.0484	bin.094	43.0							Bacteria?					
3241	NODE_3242_length_15858_cov_11.453711	15858	17.8773	17.8773	20.3456	bin.094	43.0							Bacteria?					
3342	NODE_3343_length_15598_cov_12.240172	15598	17.6532	17.6532	40.0255	bin.094	44.0							Bacteria?					
3377	NODE_3378_length_15508_cov_11.566945	15508	17.9768	17.9768	20.901	bin.094	45.0							Bacteria?					
3509	NODE_3510_length_15197_cov_11.395060	15197	16.5989	16.5989	30.6081	bin.094	43.0							Bacteria?					
3521	NODE_3522_length_15163_cov_11.897074	15163	18.175	18.175	32.6382	bin.094	45.0							Bacteria?					
3608	NODE_3609_length_14931_cov_10.211213	14931	15.4793	15.4793	25.216	bin.094	45.0							Bacteria?					
3766	NODE_3767_length_14549_cov_12.662964	14549	19.5064	19.5064	27.9777	bin.094	44.0							Bacteria?					
3911	NODE_3912_length_14264_cov_10.352312	14264	15.6018	15.6018	22.0936	bin.094	43.0							Bacteria?					
3975	NODE_3976_length_14162_cov_10.945701	14162	15.9592	15.9592	25.9973	bin.094	44.0							Bacteria?					
4216	NODE_4217_length_13731_cov_11.079117	13731	15.7593	15.7593	30.4149	bin.094	43.0							Bacteria?					
4303	NODE_4304_length_13579_cov_11.758947	13579	17.7928	17.7928	32.8252	bin.094	44.0							Bacteria?					
4596	NODE_4597_length_13031_cov_11.870916	13031	17.4582	17.4582	22.4789	bin.094	46.0							Bacteria?					
4738	NODE_4739_length_12819_cov_11.365246	12819	16.8695	16.8695	24.6346	bin.094	46.0							Bacteria?					
4796	NODE_4797_length_12734_cov_12.029498	12734	18.415	18.415	21.3791	bin.094	45.0							Bacteria?					
4845	NODE_4846_length_12665_cov_12.739572	12665	18.8892	18.8892	23.0971	bin.094	43.0							Bacteria?					
4858	NODE_4859_length_12645_cov_11.766561	12645	17.3464	17.3464	28.7423	bin.094	46.0							Bacteria?					
5076	NODE_5077_length_12358_cov_10.541088	12358	15.6741	15.6741	40.3901	bin.094	42.0							Bacteria?					
5142	NODE_5143_length_12278_cov_11.878508	12278	17.7486	17.7486	25.5895	bin.094	45.0							Bacteria?					
5184	NODE_5185_length_12238_cov_11.547648	12238	17.4734	17.4734	24.626	bin.094	42.0							Bacteria?					
5220	NODE_5221_length_12190_cov_11.014421	12190	16.7885	16.7885	20.3087	bin.094	46.0							Bacteria?					
5411	NODE_5412_length_11946_cov_9.555210	11946	14.4404	14.4404	29.6672	bin.094	45.0							Bacteria?					
5587	NODE_5588_length_11748_cov_12.793210	11748	18.5565	18.5565	26.0744	bin.094	46.0							Bacteria?					
5619	NODE_5620_length_11704_cov_12.376685	11704	18.3254	18.3254	25.4463	bin.094	44.0							Bacteria?					
5640	NODE_5641_length_11673_cov_11.899725	11673	17.3238	17.3238	19.5889	bin.094	42.0							Bacteria?					
5667	NODE_5668_length_11650_cov_12.416128	11650	19.2737	19.2737	23.7781	bin.094	45.0							Bacteria?					
5802	NODE_5803_length_11494_cov_11.742023	11494	16.9265	16.9265	31.6565	bin.094	43.0							Bacteria?					
5914	NODE_5915_length_11371_cov_11.534906	11371	17.0073	17.0073	19.4678	bin.094	44.0							Bacteria?					
6057	NODE_6058_length_11224_cov_10.997851	11224	15.7655	15.7655	23.6071	bin.094	43.0	bin.094	0.28	0.027	0.447	0.707	0.707	NCLDV	11222.0	0.0	33.3	0.0	|full
6058	NODE_6059_length_11224_cov_10.901065	11224	17.0815	17.0815	26.6133	bin.094	44.0							Bacteria?					
6833	NODE_6834_length_10512_cov_11.595678	10512	18.0332	18.0332	25.435	bin.094	46.0							Bacteria?					
8075	NODE_8076_length_9539_cov_11.112294	9539	16.239	16.239	19.2628	bin.094	43.0							Bacteria?					
9144	NODE_9145_length_8906_cov_11.468309	8906	16.5051	16.5051	38.8691	bin.094	43.0							Bacteria?					
9706	NODE_9707_length_8608_cov_10.434935	8608	15.3889	15.3889	20.4128	bin.094	46.0							Bacteria?					
9765	NODE_9766_length_8584_cov_12.857193	8584	18.1188	18.1188	25.0704	bin.094	48.0	bin.094	0.147	0.0	0.353	0.813	0.813	NCLDV	8407.0	0.0	14.3	0.0	|full
9819	NODE_9820_length_8559_cov_12.111595	8559	15.9466	15.9466	12.9404	bin.094	46.0							Bacteria?					
9875	NODE_9876_length_8525_cov_12.574262	8525	19.2586	19.2586	22.8655	bin.094	44.0							Bacteria?					
9884	NODE_9885_length_8522_cov_11.184363	8522	16.3734	16.3734	24.4127	bin.094	44.0							Bacteria?					
10148	NODE_10149_length_8386_cov_11.740607	8386	17.3118	17.3118	26.4734	bin.094	48.0							Bacteria?					
10573	NODE_10574_length_8192_cov_11.275532	8192	17.2244	17.2244	20.9487	bin.094	43.0							Bacteria?					
11034	NODE_11035_length_7986_cov_10.541420	7986	14.5523	14.5523	21.8869	bin.094	43.0							Bacteria?					
11505	NODE_11506_length_7810_cov_12.889104	7810	19.1966	19.1966	28.7248	bin.094	41.0							Bacteria?					
11645	NODE_11646_length_7764_cov_10.634583	7764	16.124	16.124	19.2437	bin.094	40.0							Bacteria?					
11826	NODE_11827_length_7702_cov_10.758337	7702	15.4347	15.4347	32.2133	bin.094	45.0							Bacteria?					
12197	NODE_12198_length_7566_cov_9.319132	7566	14.2975	14.2975	17.6683	bin.094	45.0							Bacteria?					
12363	NODE_12364_length_7513_cov_12.674041	7513	19.5476	19.5476	23.3842	bin.094	43.0							Bacteria?					
13666	NODE_13667_length_7116_cov_11.116272	7116	16.4426	16.4426	20.7038	bin.094	49.0							Bacteria?					
14714	NODE_14715_length_6849_cov_12.152487	6849	16.7737	16.7737	31.2436	bin.094	48.0							Bacteria?					
15382	NODE_15383_length_6690_cov_11.947249	6690	17.341	17.341	24.2264	bin.094	47.0							Bacteria?					
15761	NODE_15762_length_6596_cov_12.490751	6596	18.8486	18.8486	24.6261	bin.094	44.0							Bacteria?					
16108	NODE_16109_length_6523_cov_10.174088	6523	15.67	15.67	17.7534	bin.094	39.0							Bacteria?					
16157	NODE_16158_length_6512_cov_10.037943	6512	15.6617	15.6617	42.2851	bin.094	42.0							Bacteria?					
17372	NODE_17373_length_6263_cov_10.711179	6263	15.1963	15.1963	29.7388	bin.094	45.0							Bacteria?					
17641	NODE_17642_length_6214_cov_12.159441	6214	18.3765	18.3765	20.094	bin.094	44.0							Bacteria?					
18435	NODE_18436_length_6071_cov_10.945811	6071	15.4295	15.4295	36.1374	bin.094	45.0	bin.094	0.153	0.027	0.253	0.667	0.667	NCLDV	6068.0	0.0	20.0	0.0	|full
18459	NODE_18460_length_6068_cov_12.549975	6068	18.8459	18.8459	26.1911	bin.094	44.0							Bacteria?					
18472	NODE_18473_length_6066_cov_11.154051	6066	15.3291	15.3291	30.4579	bin.094	46.0							Bacteria?					
21101	NODE_21102_length_5651_cov_11.104896	5651	17.4107	17.4107	14.3547	bin.094	41.0							Bacteria?					
21214	NODE_21215_length_5635_cov_11.426523	5635	15.6684	15.6684	29.3361	bin.094	44.0							Bacteria?					
22139	NODE_22140_length_5505_cov_10.415229	5505	15.4138	15.4138	22.1161	bin.094	46.0							Bacteria?					
22297	NODE_22298_length_5486_cov_10.617013	5486	16.2468	16.2468	16.1237	bin.094	42.0							Bacteria?					
22781	NODE_22782_length_5420_cov_12.332339	5420	18.0966	18.0966	31.7278	bin.094	38.0							Bacteria?					
22847	NODE_22848_length_5412_cov_12.271047	5412	17.5557	17.5557	15.7869	bin.094	46.0							Bacteria?					
23695	NODE_23696_length_5308_cov_10.110413	5308	15.8476	15.8476	24.1158	bin.094	44.0	bin.094	0.5	0.053	0.613	0.733	0.733	NCLDV	5305.0	0.0	25.0	0.0	|full
23710	NODE_23711_length_5306_cov_11.299752	5306	16.3293	16.3293	23.1225	bin.094	44.0							Bacteria?					
25243	NODE_25244_length_5135_cov_12.021850	5135	15.854	15.854	26.4354	bin.094	46.0							Bacteria?					
25456	NODE_25457_length_5113_cov_10.349743	5113	16.106	16.106	17.7816	bin.094	40.0							Bacteria?					
26290	NODE_26291_length_5029_cov_11.087053	5029	17.1345	17.1345	19.5948	bin.094	43.0							Bacteria?					
253	NODE_254_length_52429_cov_4.275270	52429	6.79705	6.79705	8.42881	bin.095	45.0							Bacteria?					
371	NODE_372_length_46292_cov_4.382983	46292	6.96199	6.96199	6.99832	bin.095	45.0							Bacteria?					
389	NODE_390_length_45649_cov_4.878537	45649	7.64834	7.64834	7.53575	bin.095	44.0							Bacteria?					
510	NODE_511_length_41142_cov_4.854090	41142	7.63532	7.63532	8.48957	bin.095	44.0							Bacteria?					
552	NODE_553_length_40137_cov_4.775435	40137	7.5474	7.5474	8.6661	bin.095	44.0							Bacteria?					
565	NODE_566_length_39600_cov_5.025869	39600	7.94973	7.94973	10.3103	bin.095	44.0							Bacteria?					
631	NODE_632_length_38033_cov_4.962531	38033	7.79167	7.79167	10.0524	bin.095	45.0							Bacteria?					
698	NODE_699_length_36051_cov_4.485221	36051	7.09022	7.09022	8.92856	bin.095	46.0							Bacteria?					
739	NODE_740_length_35125_cov_4.933533	35125	7.78076	7.78076	8.80044	bin.095	45.0							Bacteria?					
755	NODE_756_length_34774_cov_4.107780	34774	6.50087	6.50087	7.4447	bin.095	45.0							Bacteria?					
775	NODE_776_length_34402_cov_4.455877	34402	7.0433	7.0433	8.54396	bin.095	44.0							Bacteria?					
806	NODE_807_length_33777_cov_3.917947	33777	6.2266	6.2266	7.12958	bin.095	44.0							Bacteria?					
810	NODE_811_length_33696_cov_4.854047	33696	7.58883	7.58883	8.28102	bin.095	44.0							Bacteria?					
880	NODE_881_length_31724_cov_4.545139	31724	7.17347	7.17347	7.87739	bin.095	45.0							Bacteria?					
911	NODE_912_length_31165_cov_4.890132	31165	7.65346	7.65346	10.2587	bin.095	44.0							Bacteria?					
953	NODE_954_length_30398_cov_4.193718	30398	6.66801	6.66801	7.63559	bin.095	45.0							Bacteria?					
973	NODE_974_length_30146_cov_3.970523	30146	6.2702	6.2702	6.13291	bin.095	46.0							Bacteria?					
999	NODE_1000_length_29799_cov_4.344069	29799	6.84762	6.84762	7.16801	bin.095	45.0							Bacteria?					
1056	NODE_1057_length_28927_cov_4.125104	28927	6.3844	6.3844	9.04466	bin.095	45.0							Bacteria?					
1079	NODE_1080_length_28679_cov_4.673211	28679	7.3507	7.3507	9.67156	bin.095	45.0							Bacteria?					
1127	NODE_1128_length_27960_cov_4.367963	27960	6.88853	6.88853	7.78781	bin.095	44.0							Bacteria?					
1157	NODE_1158_length_27474_cov_5.042161	27474	7.93083	7.93083	8.35778	bin.095	44.0							Bacteria?					
1164	NODE_1165_length_27405_cov_4.731664	27405	7.36569	7.36569	7.42583	bin.095	46.0							Bacteria?					
1247	NODE_1248_length_26242_cov_4.508497	26242	7.12329	7.12329	7.85127	bin.095	45.0							Bacteria?					
1349	NODE_1350_length_25137_cov_4.745076	25137	7.49274	7.49274	7.60344	bin.095	44.0							Bacteria?					
1437	NODE_1438_length_24237_cov_4.005583	24237	6.36073	6.36073	6.30164	bin.095	45.0							Bacteria?					
1498	NODE_1499_length_23595_cov_3.842396	23595	6.02913	6.02913	7.45984	bin.095	45.0							Bacteria?					
1523	NODE_1524_length_23406_cov_4.948482	23406	7.77163	7.77163	9.35345	bin.095	43.0							Bacteria?					
1543	NODE_1544_length_23283_cov_4.492595	23283	7.10924	7.10924	8.66013	bin.095	44.0							Bacteria?					
1588	NODE_1589_length_23026_cov_4.892255	23026	7.75114	7.75114	8.43516	bin.095	44.0							Bacteria?					
1593	NODE_1594_length_22994_cov_4.161428	22994	6.6459	6.6459	7.50711	bin.095	45.0							Bacteria?					
1620	NODE_1621_length_22782_cov_4.153078	22782	6.59279	6.59279	7.14307	bin.095	45.0							Bacteria?					
1655	NODE_1656_length_22538_cov_4.570609	22538	7.26099	7.26099	9.20638	bin.095	45.0							Bacteria?					
1688	NODE_1689_length_22363_cov_4.667877	22363	7.36046	7.36046	9.31303	bin.095	42.0							Bacteria?					
1738	NODE_1739_length_21943_cov_4.178774	21943	6.59152	6.59152	7.26434	bin.095	46.0							Bacteria?					
1778	NODE_1779_length_21722_cov_4.837033	21722	7.60458	7.60458	10.9094	bin.095	44.0							Bacteria?					
1843	NODE_1844_length_21357_cov_4.308610	21357	6.81945	6.81945	7.34058	bin.095	46.0							Bacteria?					
1845	NODE_1846_length_21345_cov_4.121888	21345	6.5305	6.5305	7.65467	bin.095	44.0							Bacteria?					
1853	NODE_1854_length_21285_cov_4.654027	21285	7.22598	7.22598	8.15925	bin.095	47.0							Bacteria?					
2021	NODE_2022_length_20325_cov_4.696892	20325	7.29869	7.29869	9.41301	bin.095	45.0							Bacteria?					
2051	NODE_2052_length_20197_cov_4.718846	20197	7.45074	7.45074	7.42443	bin.095	46.0							Bacteria?					
2067	NODE_2068_length_20087_cov_4.006040	20087	6.15679	6.15679	5.93043	bin.095	46.0							Bacteria?					
2070	NODE_2071_length_20054_cov_4.074004	20054	6.4161	6.4161	6.57724	bin.095	45.0							Bacteria?					
2154	NODE_2155_length_19633_cov_4.446777	19633	7.03742	7.03742	7.82323	bin.095	44.0							Bacteria?					
2181	NODE_2182_length_19524_cov_4.303354	19524	6.81775	6.81775	8.89883	bin.095	44.0							Bacteria?					
2217	NODE_2218_length_19404_cov_4.297948	19404	6.65669	6.65669	7.60171	bin.095	44.0	bin.095	0.727	0.0	0.14	0.047	0.727	dsDNAphage	18921.0	2.0	21.1	26.3	|full
