	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
20607	NODE_20608_length_6294_cov_3.971790	6294	6.09229	6.09229	10.0563	bin.102	59.0							Bacteria?					
20609	NODE_20610_length_6294_cov_3.061869	6294	4.98079	4.98079	5.11349	bin.102	62.0							Bacteria?					
20631	NODE_20632_length_6290_cov_3.726704	6290	5.907	5.907	7.8892	bin.102	63.0							Bacteria?					
20632	NODE_20633_length_6290_cov_3.598557	6290	5.8057	5.8057	8.49322	bin.102	60.0							Bacteria?					
20704	NODE_20705_length_6274_cov_4.061264	6274	6.11137	6.11137	9.15418	bin.102	62.0							Bacteria?					
20731	NODE_20732_length_6268_cov_3.998551	6268	6.29634	6.29634	7.57524	bin.102	63.0							Bacteria?					
20781	NODE_20782_length_6258_cov_3.927616	6258	6.19548	6.19548	9.44433	bin.102	64.0							Bacteria?					
20852	NODE_20853_length_6244_cov_4.184359	6244	6.64178	6.64178	7.35643	bin.102	62.0							Bacteria?					
20868	NODE_20869_length_6240_cov_4.136621	6240	6.27931	6.27931	7.5386	bin.102	61.0							Bacteria?					
20869	NODE_20870_length_6240_cov_3.997898	6240	6.30788	6.30788	7.26828	bin.102	62.0							Bacteria?					
20921	NODE_20922_length_6232_cov_2.836166	6232	4.33706	4.33706	3.41002	bin.102	62.0							Bacteria?					
21082	NODE_21083_length_6201_cov_3.547022	6201	5.56354	5.56354	5.44715	bin.102	61.0							Bacteria?					
21179	NODE_21180_length_6181_cov_2.556481	6181	4.32582	4.32582	3.38654	bin.102	61.0							Bacteria?					
21184	NODE_21185_length_6180_cov_3.207184	6180	5.50663	5.50663	7.31458	bin.102	62.0							Bacteria?					
21191	NODE_21192_length_6179_cov_4.317276	6179	6.58716	6.58716	7.41778	bin.102	60.0							Bacteria?					
21222	NODE_21223_length_6174_cov_3.205262	6174	5.27357	5.27357	4.80268	bin.102	59.0							Bacteria?					
21229	NODE_21230_length_6172_cov_3.619748	6172	5.88177	5.88177	7.4999	bin.102	62.0							Bacteria?					
21290	NODE_21291_length_6164_cov_4.137993	6164	6.45261	6.45261	7.94834	bin.102	60.0							Bacteria?					
21299	NODE_21300_length_6162_cov_2.844113	6162	4.33649	4.33649	4.29887	bin.102	64.0							Bacteria?					
21319	NODE_21320_length_6158_cov_3.446010	6158	5.6473	5.6473	6.74615	bin.102	61.0							Bacteria?					
21408	NODE_21409_length_6139_cov_3.095989	6139	5.03223	5.03223	4.05788	bin.102	62.0							Bacteria?					
21419	NODE_21420_length_6136_cov_4.091432	6136	6.64784	6.64784	9.89963	bin.102	62.0							Bacteria?					
21428	NODE_21429_length_6134_cov_3.143116	6134	5.19452	5.19452	5.37316	bin.102	60.0							Bacteria?					
21466	NODE_21467_length_6127_cov_4.199769	6127	6.51966	6.51966	6.92257	bin.102	63.0							Bacteria?					
21483	NODE_21484_length_6124_cov_3.554128	6124	5.54235	5.54235	6.43076	bin.102	63.0							Bacteria?					
21496	NODE_21497_length_6122_cov_3.229273	6122	5.10616	5.10616	6.91649	bin.102	62.0							Bacteria?					
21513	NODE_21514_length_6118_cov_4.161471	6118	6.42426	6.42426	7.58641	bin.102	65.0							Bacteria?					
21536	NODE_21537_length_6116_cov_4.175879	6116	6.45324	6.45324	5.51489	bin.102	62.0							Bacteria?					
21581	NODE_21582_length_6107_cov_3.610542	6107	5.57395	5.57395	4.41041	bin.102	61.0							Bacteria?					
21589	NODE_21590_length_6105_cov_6.086446	6105	8.49605	8.49605	11.6119	bin.102	64.0							Bacteria?					
21615	NODE_21616_length_6101_cov_2.810949	6101	4.52932	4.52932	5.30164	bin.102	61.0							Bacteria?					
21680	NODE_21681_length_6088_cov_3.760650	6088	5.91967	5.91967	4.35116	bin.102	62.0							Bacteria?					
21721	NODE_21722_length_6080_cov_3.955021	6080	5.9226	5.9226	5.87007	bin.102	62.0							Bacteria?					
21746	NODE_21747_length_6075_cov_5.196844	6075	7.21283	7.21283	11.9458	bin.102	62.0							Bacteria?					
21764	NODE_21765_length_6071_cov_4.133644	6071	6.45296	6.45296	9.14878	bin.102	63.0							Bacteria?					
21798	NODE_21799_length_6067_cov_4.383400	6067	6.84621	6.84621	10.5972	bin.102	61.0	bin.102	0.04	0.0	0.067	0.68	0.68	NCLDV	6064.0	0.0	33.3	0.0	|full
21856	NODE_21857_length_6058_cov_4.593537	6058	7.4086	7.4086	12.9023	bin.102	61.0							Bacteria?					
21871	NODE_21872_length_6056_cov_3.197634	6056	5.27125	5.27125	5.95719	bin.102	62.0							Bacteria?					
21897	NODE_21898_length_6051_cov_3.383422	6051	5.66582	5.66582	5.25006	bin.102	61.0							Bacteria?					
21917	NODE_21918_length_6047_cov_3.081609	6047	4.79617	4.79617	6.61425	bin.102	64.0							Bacteria?					
21950	NODE_21951_length_6041_cov_3.059639	6041	4.94042	4.94042	4.87119	bin.102	64.0							Bacteria?					
21992	NODE_21993_length_6031_cov_4.322959	6031	7.05101	7.05101	8.74373	bin.102	64.0							Bacteria?					
22003	NODE_22004_length_6029_cov_4.315199	6029	6.68005	6.68005	6.49666	bin.102	63.0							Bacteria?					
22037	NODE_22038_length_6022_cov_3.961455	6022	6.10269	6.10269	8.6791	bin.102	61.0							Bacteria?					
22050	NODE_22051_length_6021_cov_3.480892	6021	5.86016	5.86016	5.56637	bin.102	62.0							Bacteria?					
22119	NODE_22120_length_6007_cov_3.120128	6007	4.98429	4.98429	5.54991	bin.102	63.0							Bacteria?					
22149	NODE_22150_length_6002_cov_3.631747	6002	6.02239	6.02239	4.69204	bin.102	59.0							Bacteria?					
22242	NODE_22243_length_5986_cov_3.410218	5986	5.48269	5.48269	5.70404	bin.102	62.0							Bacteria?					
22460	NODE_22461_length_5941_cov_3.124023	5941	4.95113	4.95113	6.98301	bin.102	60.0							Bacteria?					
22559	NODE_22560_length_5923_cov_2.799932	5923	4.58514	4.58514	4.79092	bin.102	60.0							Bacteria?					
22569	NODE_22570_length_5920_cov_5.159761	5920	7.40433	7.40433	9.44107	bin.102	61.0							Bacteria?					
22657	NODE_22658_length_5906_cov_3.083746	5906	5.19997	5.19997	5.5236	bin.102	63.0							Bacteria?					
22700	NODE_22701_length_5900_cov_4.278700	5900	6.66417	6.66417	8.81745	bin.102	61.0	bin.102	0.127	0.007	0.04	0.673	0.673	NCLDV	5752.0	0.0	40.0	0.0	|full
22743	NODE_22744_length_5891_cov_3.118060	5891	5.08518	5.08518	7.00324	bin.102	61.0							Bacteria?					
22775	NODE_22776_length_5885_cov_3.127616	5885	4.95449	4.95449	8.96301	bin.102	62.0							Bacteria?					
22814	NODE_22815_length_5878_cov_3.512794	5878	5.63949	5.63949	5.62787	bin.102	61.0							Bacteria?					
22877	NODE_22878_length_5865_cov_3.632358	5865	5.7825	5.7825	5.55778	bin.102	61.0							Bacteria?					
22940	NODE_22941_length_5855_cov_2.855862	5855	4.5071	4.5071	4.38601	bin.102	65.0							Bacteria?					
23019	NODE_23020_length_5842_cov_3.228443	5842	5.4559	5.4559	4.89998	bin.102	61.0							Bacteria?					
23054	NODE_23055_length_5837_cov_3.295745	5837	5.40144	5.40144	6.60581	bin.102	61.0							Bacteria?					
23096	NODE_23097_length_5831_cov_3.280644	5831	5.23095	5.23095	3.95129	bin.102	60.0							Bacteria?					
23100	NODE_23101_length_5830_cov_4.294545	5830	6.3875	6.3875	5.68444	bin.102	61.0							Bacteria?					
23103	NODE_23104_length_5830_cov_3.000866	5830	4.96391	4.96391	6.16506	bin.102	62.0							Bacteria?					
23276	NODE_23277_length_5797_cov_3.611982	5797	5.67558	5.67558	7.57014	bin.102	61.0							Bacteria?					
23290	NODE_23291_length_5795_cov_3.312369	5795	5.49601	5.49601	4.70257	bin.102	61.0							Bacteria?					
23320	NODE_23321_length_5790_cov_3.224237	5790	5.11933	5.11933	4.83961	bin.102	64.0							Bacteria?					
23370	NODE_23371_length_5783_cov_3.162011	5783	4.72963	4.72963	4.76303	bin.102	62.0							Bacteria?					
23437	NODE_23438_length_5770_cov_3.483815	5770	5.1395	5.1395	5.49441	bin.102	62.0							Bacteria?					
23467	NODE_23468_length_5765_cov_3.814711	5765	5.98308	5.98308	7.83481	bin.102	62.0							Bacteria?					
23487	NODE_23488_length_5762_cov_3.846680	5762	6.232	6.232	5.38133	bin.102	64.0							Bacteria?					
23497	NODE_23498_length_5760_cov_3.747590	5760	6.03155	6.03155	6.98479	bin.102	62.0							Bacteria?					
23539	NODE_23540_length_5752_cov_5.022643	5752	7.06855	7.06855	8.06623	bin.102	61.0							Bacteria?					
23549	NODE_23550_length_5751_cov_3.495787	5751	5.54026	5.54026	8.90442	bin.102	65.0							Bacteria?					
23577	NODE_23578_length_5746_cov_4.688104	5746	7.38474	7.38474	9.05843	bin.102	63.0							Bacteria?					
23579	NODE_23580_length_5746_cov_3.631875	5746	5.70854	5.70854	5.91763	bin.102	63.0							Bacteria?					
23627	NODE_23628_length_5739_cov_3.454258	5739	5.35445	5.35445	4.44203	bin.102	61.0							Bacteria?					
23650	NODE_23651_length_5736_cov_3.699877	5736	6.0367	6.0367	8.62386	bin.102	61.0							Bacteria?					
23662	NODE_23663_length_5734_cov_3.621060	5734	5.97278	5.97278	5.46846	bin.102	61.0							Bacteria?					
23704	NODE_23705_length_5726_cov_4.183566	5726	6.45983	6.45983	7.24836	bin.102	63.0							Bacteria?					
23745	NODE_23746_length_5718_cov_4.125905	5718	6.67295	6.67295	6.52515	bin.102	62.0							Bacteria?					
23823	NODE_23824_length_5704_cov_2.996283	5704	4.53079	4.53079	2.99924	bin.102	61.0							Bacteria?					
23863	NODE_23864_length_5696_cov_3.768303	5696	5.90462	5.90462	6.62337	bin.102	64.0							Bacteria?					
23927	NODE_23928_length_5685_cov_4.811723	5685	6.89033	6.89033	8.87136	bin.102	64.0	bin.102	0.013	0.0	0.013	0.58	0.58	NCLDV	5683.0	0.0	20.0	0.0	|full
23986	NODE_23987_length_5677_cov_3.688011	5677	5.66564	5.66564	5.88813	bin.102	65.0							Bacteria?					
23995	NODE_23996_length_5675_cov_3.862100	5675	6.40127	6.40127	5.55202	bin.102	62.0							Bacteria?					
24085	NODE_24086_length_5661_cov_4.157688	5661	6.50572	6.50572	7.60181	bin.102	62.0							Bacteria?					
24134	NODE_24135_length_5650_cov_4.025380	5650	6.26982	6.26982	8.39056	bin.102	64.0							Bacteria?					
24136	NODE_24137_length_5650_cov_3.757283	5650	6.14364	6.14364	6.23502	bin.102	61.0							Bacteria?					
24207	NODE_24208_length_5639_cov_2.981196	5639	4.69248	4.69248	3.48997	bin.102	59.0							Bacteria?					
24229	NODE_24230_length_5635_cov_3.304659	5635	5.38997	5.38997	5.50141	bin.102	62.0							Bacteria?					
24273	NODE_24274_length_5629_cov_2.676893	5629	3.88994	3.88994	2.87527	bin.102	65.0							Bacteria?					
24378	NODE_24379_length_5612_cov_4.702357	5612	7.67466	7.67466	9.72471	bin.102	65.0							Bacteria?					
24397	NODE_24398_length_5608_cov_3.780659	5608	6.03573	6.03573	7.20497	bin.102	61.0							Bacteria?					
24499	NODE_24500_length_5594_cov_6.506951	5594	8.71271	8.71271	23.6626	bin.102	62.0	bin.102	0.593	0.133	0.127	0.147	0.593	dsDNAphage	5591.0	0.0	80.0	20.0	|full
24501	NODE_24502_length_5594_cov_3.145694	5594	5.13868	5.13868	5.98592	bin.102	60.0							Bacteria?					
24531	NODE_24532_length_5590_cov_3.443541	5590	5.04743	5.04743	6.86623	bin.102	61.0							Bacteria?					
24667	NODE_24668_length_5568_cov_3.330310	5568	5.50129	5.50129	5.79595	bin.102	62.0							Bacteria?					
24678	NODE_24679_length_5566_cov_3.424424	5566	5.25203	5.25203	6.18072	bin.102	61.0							Bacteria?					
24707	NODE_24708_length_5560_cov_4.108265	5560	6.22255	6.22255	10.488	bin.102	63.0							Bacteria?					
24708	NODE_24709_length_5560_cov_3.980018	5560	6.16821	6.16821	7.21057	bin.102	64.0							Bacteria?					
24719	NODE_24720_length_5559_cov_3.482376	5559	6.01738	6.01738	6.40838	bin.102	60.0							Bacteria?					
24721	NODE_24722_length_5559_cov_3.101017	5559	4.77279	4.77279	7.4105	bin.102	63.0							Bacteria?					
24807	NODE_24808_length_5545_cov_4.380146	5545	6.52419	6.52419	8.18347	bin.102	64.0							Bacteria?					
24902	NODE_24903_length_5531_cov_4.368335	5531	6.94666	6.94666	4.06979	bin.102	64.0							Bacteria?					
24903	NODE_24904_length_5531_cov_4.069394	5531	6.4672	6.4672	6.71256	bin.102	62.0							Bacteria?					
24904	NODE_24905_length_5531_cov_3.794375	5531	5.84613	5.84613	7.00088	bin.102	63.0							Bacteria?					
25039	NODE_25040_length_5513_cov_2.872298	5513	4.54373	4.54373	4.21125	bin.102	62.0							Bacteria?					
25047	NODE_25048_length_5512_cov_2.958219	5512	4.69209	4.69209	3.91657	bin.102	62.0	bin.102	0.233	0.0	0.173	0.5	0.5	NCLDV	5504.0	0.0	25.0	0.0	|full
25107	NODE_25108_length_5502_cov_4.015605	5502	6.73543	6.73543	6.37492	bin.102	61.0							Bacteria?					
25114	NODE_25115_length_5501_cov_3.380463	5501	5.50794	5.50794	5.21706	bin.102	63.0							Bacteria?					
25138	NODE_25139_length_5497_cov_3.690555	5497	5.83168	5.83168	7.02533	bin.102	62.0							Bacteria?					
25214	NODE_25215_length_5484_cov_3.535826	5484	5.76997	5.76997	5.90344	bin.102	62.0							Bacteria?					
25263	NODE_25264_length_5477_cov_3.667466	5477	5.67242	5.67242	7.64957	bin.102	62.0							Bacteria?					
25349	NODE_25350_length_5463_cov_3.350962	5463	5.492	5.492	4.67964	bin.102	62.0							Bacteria?					
25364	NODE_25365_length_5461_cov_4.383093	5461	5.92337	5.92337	7.93269	bin.102	62.0							Bacteria?					
25412	NODE_25413_length_5455_cov_3.904815	5455	5.37455	5.37455	5.42625	bin.102	63.0							Bacteria?					
25430	NODE_25431_length_5452_cov_5.508616	5452	8.57658	8.57658	16.1069	bin.102	62.0							Bacteria?					
25529	NODE_25530_length_5438_cov_4.682333	5438	7.23203	7.23203	5.4913	bin.102	60.0							Bacteria?					
25541	NODE_25542_length_5436_cov_3.131574	5436	5.0891	5.0891	3.83604	bin.102	60.0							Bacteria?					
25598	NODE_25599_length_5429_cov_3.878675	5429	5.6433	5.6433	7.14236	bin.102	62.0							Bacteria?					
25613	NODE_25614_length_5426_cov_4.117110	5426	6.54018	6.54018	8.5961	bin.102	61.0	bin.102	0.007	0.0	0.02	0.773	0.773	NCLDV	5424.0	0.0	25.0	0.0	|full
25639	NODE_25640_length_5422_cov_3.497112	5422	5.49867	5.49867	4.93492	bin.102	64.0							Bacteria?					
25708	NODE_25709_length_5412_cov_4.637110	5412	7.04067	7.04067	11.7661	bin.102	61.0	bin.102	0.52	0.687	0.753	0.7	0.753	lavidaviridae	4185.0	0.0	50.0	0.0	|full
25711	NODE_25712_length_5412_cov_4.140190	5412	5.62239	5.62239	6.68293	bin.102	62.0							Bacteria?					
25739	NODE_25740_length_5408_cov_3.690267	5408	5.53138	5.53138	4.19966	bin.102	64.0							Bacteria?					
25841	NODE_25842_length_5393_cov_3.024354	5393	5.01392	5.01392	6.03514	bin.102	60.0							Bacteria?					
25881	NODE_25882_length_5387_cov_2.959490	5387	4.68283	4.68283	3.73989	bin.102	65.0							Bacteria?					
25957	NODE_25958_length_5377_cov_3.222285	5377	5.23455	5.23455	3.57448	bin.102	62.0							Bacteria?					
26065	NODE_26066_length_5365_cov_4.502260	5365	6.47613	6.47613	12.0372	bin.102	63.0							Bacteria?					
26101	NODE_26102_length_5360_cov_3.748539	5360	5.99942	5.99942	8.21983	bin.102	63.0							Bacteria?					
26128	NODE_26129_length_5356_cov_5.382758	5356	7.74933	7.74933	13.1961	bin.102	63.0							Bacteria?					
26202	NODE_26203_length_5345_cov_3.905293	5345	6.36862	6.36862	7.38585	bin.102	63.0							Bacteria?					
26234	NODE_26235_length_5341_cov_4.012675	5341	6.47486	6.47486	5.10595	bin.102	62.0							Bacteria?					
26246	NODE_26247_length_5340_cov_4.113529	5340	6.45934	6.45934	6.67471	bin.102	63.0							Bacteria?					
26313	NODE_26314_length_5332_cov_4.203904	5332	5.6208	5.6208	8.23214	bin.102	64.0							Bacteria?					
26314	NODE_26315_length_5332_cov_4.200114	5332	6.58993	6.58993	5.93463	bin.102	63.0							Bacteria?					
26323	NODE_26324_length_5331_cov_4.687642	5331	6.66454	6.66454	6.53687	bin.102	61.0							Bacteria?					
26343	NODE_26344_length_5329_cov_3.445961	5329	5.50956	5.50956	4.70883	bin.102	62.0							Bacteria?					
26358	NODE_26359_length_5327_cov_2.773900	5327	4.36276	4.36276	5.54306	bin.102	62.0							Bacteria?					
26381	NODE_26382_length_5324_cov_3.229645	5324	5.1782	5.1782	4.97426	bin.102	62.0							Bacteria?					
26397	NODE_26398_length_5322_cov_4.822290	5322	6.84145	6.84145	7.70918	bin.102	62.0							Bacteria?					
26421	NODE_26422_length_5318_cov_3.928748	5318	6.17531	6.17531	6.02929	bin.102	62.0							Bacteria?					
26435	NODE_26436_length_5316_cov_4.325033	5316	6.66725	6.66725	7.70851	bin.102	62.0							Bacteria?					
26513	NODE_26514_length_5306_cov_3.567130	5306	5.66117	5.66117	8.70712	bin.102	63.0							Bacteria?					
26558	NODE_26559_length_5300_cov_4.314395	5300	6.22117	6.22117	8.32373	bin.102	62.0							Bacteria?					
26599	NODE_26600_length_5294_cov_5.034549	5294	7.71617	7.71617	8.29201	bin.102	63.0							Bacteria?					
26645	NODE_26646_length_5289_cov_3.500382	5289	5.63164	5.63164	6.01772	bin.102	61.0							Bacteria?					
26704	NODE_26705_length_5280_cov_4.646124	5280	7.05634	7.05634	9.1301	bin.102	62.0							Bacteria?					
26732	NODE_26733_length_5276_cov_2.966290	5276	4.68182	4.68182	5.37406	bin.102	59.0							Bacteria?					
26770	NODE_26771_length_5270_cov_6.349952	5270	9.51152	9.51152	13.9402	bin.102	66.0							Bacteria?					
26779	NODE_26780_length_5270_cov_3.579099	5270	5.5959	5.5959	5.68804	bin.102	61.0							Bacteria?					
26794	NODE_26795_length_5268_cov_4.006330	5268	6.02989	6.02989	8.87726	bin.102	63.0							Bacteria?					
26798	NODE_26799_length_5267_cov_4.014774	5267	6.2523	6.2523	7.00537	bin.102	63.0							Bacteria?					
26821	NODE_26822_length_5265_cov_3.336276	5265	5.37713	5.37713	6.04445	bin.102	60.0							Bacteria?					
26961	NODE_26962_length_5248_cov_3.846909	5248	5.37073	5.37073	11.0053	bin.102	63.0							Bacteria?					
26963	NODE_26964_length_5248_cov_3.495475	5248	5.17693	5.17693	6.61295	bin.102	62.0							Bacteria?					
26968	NODE_26969_length_5247_cov_3.650039	5247	5.79007	5.79007	6.64358	bin.102	65.0							Bacteria?					
26974	NODE_26975_length_5246_cov_3.664419	5246	5.87088	5.87088	7.03639	bin.102	64.0							Bacteria?					
27008	NODE_27009_length_5242_cov_4.986505	5242	6.71563	6.71563	9.91399	bin.102	64.0							Bacteria?					
27021	NODE_27022_length_5240_cov_3.774928	5240	5.93792	5.93792	7.84991	bin.102	61.0							Bacteria?					
27042	NODE_27043_length_5236_cov_3.978962	5236	6.25816	6.25816	5.73174	bin.102	62.0							Bacteria?					
27043	NODE_27044_length_5236_cov_3.373673	5236	5.09929	5.09929	7.49836	bin.102	63.0							Bacteria?					
27123	NODE_27124_length_5226_cov_3.373042	5226	5.0459	5.0459	6.76533	bin.102	61.0							Bacteria?					
27138	NODE_27139_length_5225_cov_3.115474	5225	5.56631	5.56631	5.97953	bin.102	61.0							Bacteria?					
27172	NODE_27173_length_5221_cov_3.576655	5221	5.57602	5.57602	5.95004	bin.102	62.0							Bacteria?					
27313	NODE_27314_length_5204_cov_2.889493	5204	4.57084	4.57084	4.7897	bin.102	62.0	bin.102	0.507	0.267	0.6	0.24	0.6	lavidaviridae	4863.0	0.0	28.6	0.0	|full
27343	NODE_27344_length_5200_cov_3.817687	5200	6.07149	6.07149	6.94577	bin.102	62.0							Bacteria?					
27348	NODE_27349_length_5200_cov_2.936249	5200	4.55624	4.55624	4.454	bin.102	61.0							Bacteria?					
27370	NODE_27371_length_5197_cov_3.257293	5197	5.1914	5.1914	7.62489	bin.102	62.0							Bacteria?					
27371	NODE_27372_length_5197_cov_3.221509	5197	5.0852	5.0852	5.13093	bin.102	62.0							Bacteria?					
27396	NODE_27397_length_5194_cov_4.166569	5194	6.52498	6.52498	5.16598	bin.102	62.0							Bacteria?					
27405	NODE_27406_length_5192_cov_3.103173	5192	5.09183	5.09183	4.62457	bin.102	62.0							Bacteria?					
27460	NODE_27461_length_5184_cov_3.046598	5184	4.93107	4.93107	5.38547	bin.102	62.0							Bacteria?					
27557	NODE_27558_length_5170_cov_4.532747	5170	6.98865	6.98865	6.11677	bin.102	61.0							Bacteria?					
27558	NODE_27559_length_5170_cov_4.358358	5170	5.40956	5.40956	7.83383	bin.102	61.0							Bacteria?					
27581	NODE_27582_length_5168_cov_3.751222	5168	6.06377	6.06377	5.76188	bin.102	63.0							Bacteria?					
27618	NODE_27619_length_5163_cov_3.414839	5163	4.9601	4.9601	4.41707	bin.102	59.0							Bacteria?					
27644	NODE_27645_length_5159_cov_3.814459	5159	6.0539	6.0539	6.30695	bin.102	62.0							Bacteria?					
27690	NODE_27691_length_5154_cov_3.739165	5154	5.69924	5.69924	5.72877	bin.102	61.0							Bacteria?					
27753	NODE_27754_length_5146_cov_2.933215	5146	4.80084	4.80084	4.64104	bin.102	61.0							Bacteria?					
27759	NODE_27760_length_5145_cov_3.828880	5145	6.25826	6.25826	4.62774	bin.102	62.0							Bacteria?					
27769	NODE_27770_length_5144_cov_3.151700	5144	5.0815	5.0815	4.51594	bin.102	61.0							Bacteria?					
27837	NODE_27838_length_5136_cov_4.095060	5136	6.65864	6.65864	5.80287	bin.102	63.0							Bacteria?					
27874	NODE_27875_length_5131_cov_3.895193	5131	5.99578	5.99578	6.96603	bin.102	63.0							Bacteria?					
27893	NODE_27894_length_5128_cov_3.027597	5128	5.03375	5.03375	4.5828	bin.102	60.0							Bacteria?					
28011	NODE_28012_length_5113_cov_5.637208	5113	7.7435	7.7435	12.4955	bin.102	63.0							Bacteria?					
28076	NODE_28077_length_5107_cov_3.459422	5107	5.1047	5.1047	5.6575	bin.102	60.0							Bacteria?					
28190	NODE_28191_length_5094_cov_3.109942	5094	5.31897	5.31897	3.90525	bin.102	60.0							Bacteria?					
28231	NODE_28232_length_5090_cov_2.478054	5090	3.98725	3.98725	4.5864	bin.102	63.0							Bacteria?					
28299	NODE_28300_length_5083_cov_4.366746	5083	7.20191	7.20191	10.0947	bin.102	63.0							Bacteria?					
28308	NODE_28309_length_5082_cov_3.849612	5082	5.92539	5.92539	7.86259	bin.102	60.0							Bacteria?					
28337	NODE_28338_length_5079_cov_3.054737	5079	4.75938	4.75938	5.23549	bin.102	61.0							Bacteria?					
28358	NODE_28359_length_5076_cov_4.010755	5076	6.03857	6.03857	5.5629	bin.102	65.0							Bacteria?					
28603	NODE_28604_length_5050_cov_3.388589	5050	5.5149	5.5149	4.40002	bin.102	62.0							Bacteria?					
28644	NODE_28645_length_5046_cov_2.872370	5046	4.90278	4.90278	4.1822	bin.102	62.0							Bacteria?					
28650	NODE_28651_length_5045_cov_3.531463	5045	5.33013	5.33013	5.92673	bin.102	63.0							Bacteria?					
28654	NODE_28655_length_5044_cov_4.823211	5044	7.56007	7.56007	8.52251	bin.102	64.0							Bacteria?					
28673	NODE_28674_length_5041_cov_4.582832	5041	7.22756	7.22756	9.10552	bin.102	64.0							Bacteria?					
28688	NODE_28689_length_5039_cov_4.659109	5039	7.53835	7.53835	7.36682	bin.102	62.0							Bacteria?					
28715	NODE_28716_length_5036_cov_4.128689	5036	6.80761	6.80761	9.02897	bin.102	62.0							Bacteria?					
28719	NODE_28720_length_5036_cov_3.267416	5036	5.21183	5.21183	8.44451	bin.102	61.0							Bacteria?					
28740	NODE_28741_length_5034_cov_2.938341	5034	4.51413	4.51413	4.97315	bin.102	62.0							Bacteria?					
28831	NODE_28832_length_5022_cov_3.096638	5022	4.41236	4.41236	4.76715	bin.102	63.0							Bacteria?					
28880	NODE_28881_length_5016_cov_4.614997	5016	7.19379	7.19379	7.69511	bin.102	62.0							Bacteria?					
28895	NODE_28896_length_5015_cov_3.023185	5015	4.66413	4.66413	3.28852	bin.102	61.0							Bacteria?					
28911	NODE_28912_length_5013_cov_3.997983	5013	6.19597	6.19597	6.66313	bin.102	63.0							Bacteria?					
28935	NODE_28936_length_5011_cov_3.171509	5011	4.98601	4.98601	3.58702	bin.102	63.0							Bacteria?					
28942	NODE_28943_length_5010_cov_3.839152	5010	5.62901	5.62901	7.08533	bin.102	65.0							Bacteria?					
29013	NODE_29014_length_5001_cov_2.164780	5001	3.49227	3.49227	2.30607	bin.102	61.0							Bacteria?					
4623	NODE_4624_length_17693_cov_3.922213	17693	5.89506	5.89506	5.72735	bin.103	47.0							Bacteria?					
4748	NODE_4749_length_17388_cov_3.542203	17388	5.56538	5.56538	6.80637	bin.103	46.0							Bacteria?					
5055	NODE_5056_length_16736_cov_4.161501	16736	6.48595	6.48595	6.99579	bin.103	43.0							Bacteria?					
6371	NODE_6372_length_14280_cov_3.846327	14280	5.90991	5.90991	6.06906	bin.103	43.0							Bacteria?					
6464	NODE_6465_length_14137_cov_3.548644	14137	5.43762	5.43762	8.8529	bin.103	45.0							Bacteria?					
6540	NODE_6541_length_14040_cov_3.735288	14040	5.88618	5.88618	7.23811	bin.103	43.0							Bacteria?					
6782	NODE_6783_length_13679_cov_3.924031	13679	5.76598	5.76598	7.45966	bin.103	43.0							Bacteria?					
6800	NODE_6801_length_13662_cov_3.624091	13662	5.62996	5.62996	4.65274	bin.103	45.0							Bacteria?					
6876	NODE_6877_length_13575_cov_3.880769	13575	6.1241	6.1241	6.75846	bin.103	46.0							Bacteria?					
7228	NODE_7229_length_13107_cov_3.927367	13107	6.09632	6.09632	6.69265	bin.103	42.0							Bacteria?					
7355	NODE_7356_length_12938_cov_3.846464	12938	5.81397	5.81397	5.1671	bin.103	44.0							Bacteria?					
7452	NODE_7453_length_12832_cov_3.751585	12832	5.67071	5.67071	7.12968	bin.103	46.0							Bacteria?					
8388	NODE_8389_length_11819_cov_3.828205	11819	5.49533	5.49533	6.52816	bin.103	44.0							Bacteria?					
8610	NODE_8611_length_11583_cov_3.614157	11583	5.66019	5.66019	7.09354	bin.103	45.0							Bacteria?					
9286	NODE_9287_length_11010_cov_3.966682	11010	6.17219	6.17219	7.01705	bin.103	43.0							Bacteria?					
9516	NODE_9517_length_10838_cov_3.970324	10838	6.08084	6.08084	6.77665	bin.103	44.0							Bacteria?					
9849	NODE_9850_length_10590_cov_3.255434	10590	5.11389	5.11389	4.92029	bin.103	46.0							Bacteria?					
10233	NODE_10234_length_10295_cov_3.579102	10295	5.49335	5.49335	5.9498	bin.103	45.0							Bacteria?					
10268	NODE_10269_length_10272_cov_4.171479	10272	6.5652	6.5652	5.6471	bin.103	43.0							Bacteria?					
10306	NODE_10307_length_10245_cov_3.625711	10245	5.7264	5.7264	5.51873	bin.103	48.0							Bacteria?					
10317	NODE_10318_length_10237_cov_4.129739	10237	6.00178	6.00178	5.97008	bin.103	46.0							Bacteria?					
10478	NODE_10479_length_10135_cov_3.536409	10135	5.49204	5.49204	4.43583	bin.103	45.0	bin.103	0.04	0.0	0.007	0.58	0.58	NCLDV	9437.0	0.0	18.2	9.1	|full
