	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2648	NODE_2648_length_28451_cov_10.128258	28451.0	15.1912	15.1912	19.9392	bin.138	63.0							Bacteria?					
2656	NODE_2656_length_28423_cov_8.646151	28423.0	11.9611	11.9611	21.156	bin.138	64.0							Bacteria?					
2679	NODE_2679_length_28278_cov_10.924317	28278.0	16.1142	16.1142	17.873	bin.138	60.0							Bacteria?					
2722	NODE_2722_length_28037_cov_9.499428	28037.0	14.9691	14.9691	20.4759	bin.138	59.0							Bacteria?					
2745	NODE_2745_length_27908_cov_12.016946	27908.0	18.3384	18.3384	26.9539	bin.138	60.0							Bacteria?					
2795	NODE_2795_length_27641_cov_9.634090	27641.0	15.1308	15.1308	22.0568	bin.138	61.0							Bacteria?					
2821	NODE_2821_length_27449_cov_8.729284	27449.0	11.0899	11.0899	21.2387	bin.138	62.0							Bacteria?					
2842	NODE_2842_length_27301_cov_9.602547	27301.0	15.0572	15.0572	22.4293	bin.138	60.0							Bacteria?					
2851	NODE_2851_length_27233_cov_9.632313	27233.0	15.0252	15.0252	24.3253	bin.138	62.0							Bacteria?					
2885	NODE_2885_length_27033_cov_11.088368	27033.0	17.0923	17.0923	22.5054	bin.138	62.0							Bacteria?					
2888	NODE_2888_length_26986_cov_10.385726	26986.0	16.1409	16.1409	21.8664	bin.138	63.0							Bacteria?					
2895	NODE_2895_length_26931_cov_10.162450	26931.0	15.8962	15.8962	23.9725	bin.138	62.0							Bacteria?					
2968	NODE_2968_length_26440_cov_10.307751	26440.0	15.9267	15.9267	24.5183	bin.138	62.0							Bacteria?					
2992	NODE_2992_length_26345_cov_11.117725	26345.0	16.8408	16.8408	23.0787	bin.138	60.0							Bacteria?					
2994	NODE_2994_length_26319_cov_10.694220	26319.0	16.352	16.352	22.7305	bin.138	60.0							Bacteria?					
3000	NODE_3000_length_26293_cov_10.872475	26293.0	16.5946	16.5946	20.7272	bin.138	61.0							Bacteria?					
3072	NODE_3072_length_25908_cov_10.984025	25908.0	16.0414	16.0414	33.7761	bin.138	63.0							Bacteria?					
3088	NODE_3088_length_25815_cov_10.255047	25815.0	16.0651	16.0651	26.3684	bin.138	62.0							Bacteria?					
3090	NODE_3090_length_25810_cov_10.571734	25810.0	16.3784	16.3784	21.4728	bin.138	60.0							Bacteria?					
3170	NODE_3170_length_25384_cov_10.817482	25384.0	16.7153	16.7153	20.4662	bin.138	62.0							Bacteria?					
3171	NODE_3171_length_25382_cov_10.582856	25382.0	16.4425	16.4425	21.6269	bin.138	64.0							Bacteria?					
3178	NODE_3178_length_25362_cov_10.842534	25362.0	16.5541	16.5541	22.0823	bin.138	62.0							Bacteria?					
3219	NODE_3219_length_25165_cov_9.082636	25165.0	14.2231	14.2231	14.588	bin.138	63.0							Bacteria?					
3266	NODE_3266_length_24943_cov_10.275916	24943.0	15.5472	15.5472	17.2337	bin.138	62.0							Bacteria?					
3286	NODE_3286_length_24821_cov_9.893281	24821.0	15.3189	15.3189	17.6655	bin.138	60.0							Bacteria?					
3299	NODE_3299_length_24778_cov_8.668730	24778.0	13.5238	13.5238	33.4142	bin.138	64.0							Bacteria?					
3309	NODE_3309_length_24729_cov_9.525533	24729.0	14.8635	14.8635	18.4902	bin.138	60.0							Bacteria?					
3345	NODE_3345_length_24591_cov_9.776329	24591.0	15.2952	15.2952	21.4731	bin.138	60.0							Bacteria?					
3425	NODE_3425_length_24230_cov_10.521200	24230.0	15.9902	15.9902	20.9508	bin.138	61.0							Bacteria?					
3429	NODE_3429_length_24223_cov_10.525199	24223.0	15.8129	15.8129	24.0933	bin.138	61.0							Bacteria?					
3549	NODE_3549_length_23621_cov_10.415599	23621.0	16.1509	16.1509	22.6721	bin.138	61.0							Bacteria?					
3563	NODE_3563_length_23540_cov_10.549840	23540.0	16.3917	16.3917	21.9071	bin.138	60.0							Bacteria?					
3585	NODE_3585_length_23424_cov_11.706320	23424.0	17.5135	17.5135	24.3151	bin.138	61.0							Bacteria?					
3587	NODE_3587_length_23419_cov_9.909091	23419.0	14.9555	14.9555	19.895	bin.138	62.0							Bacteria?					
3600	NODE_3600_length_23364_cov_12.058647	23364.0	17.996	17.996	29.7811	bin.138	59.0							Bacteria?					
3657	NODE_3657_length_23074_cov_9.720361	23074.0	15.1881	15.1881	20.3339	bin.138	62.0							Bacteria?					
3658	NODE_3658_length_23071_cov_10.405109	23071.0	16.3258	16.3258	20.3064	bin.138	62.0							Bacteria?					
3672	NODE_3672_length_23001_cov_10.505317	23001.0	16.1484	16.1484	23.1249	bin.138	60.0							Bacteria?					
3691	NODE_3691_length_22906_cov_8.969717	22906.0	13.9383	13.9383	26.317	bin.138	60.0							Bacteria?					
3704	NODE_3704_length_22871_cov_10.619828	22871.0	16.6042	16.6042	18.8783	bin.138	60.0							Bacteria?					
3727	NODE_3727_length_22757_cov_10.257995	22757.0	15.7948	15.7948	20.3033	bin.138	62.0							Bacteria?					
3757	NODE_3757_length_22654_cov_9.347936	22654.0	14.4982	14.4982	23.542	bin.138	61.0							Bacteria?					
3765	NODE_3765_length_22587_cov_10.086987	22587.0	15.4883	15.4883	21.985	bin.138	62.0							Bacteria?					
3772	NODE_3772_length_22558_cov_11.552415	22558.0	16.7313	16.7313	27.6571	bin.138	57.0							Bacteria?					
3784	NODE_3784_length_22513_cov_10.781993	22513.0	16.6223	16.6223	27.064	bin.138	61.0							Bacteria?					
3796	NODE_3796_length_22453_cov_9.760380	22453.0	15.1842	15.1842	23.8413	bin.138	62.0							Bacteria?					
3833	NODE_3833_length_22309_cov_10.612294	22309.0	16.5179	16.5179	23.6157	bin.138	62.0							Bacteria?					
3837	NODE_3837_length_22292_cov_10.176732	22292.0	15.7916	15.7916	21.9675	bin.138	61.0							Bacteria?					
3891	NODE_3891_length_22122_cov_10.064123	22122.0	15.6176	15.6176	24.7464	bin.138	62.0							Bacteria?					
3915	NODE_3915_length_22059_cov_10.536539	22059.0	16.4766	16.4766	22.1894	bin.138	60.0							Bacteria?					
3924	NODE_3924_length_21994_cov_10.135467	21994.0	15.6886	15.6886	26.5851	bin.138	62.0							Bacteria?					
3959	NODE_3959_length_21834_cov_10.136783	21834.0	15.7441	15.7441	24.5909	bin.138	63.0							Bacteria?					
3967	NODE_3967_length_21808_cov_10.705282	21808.0	16.6659	16.6659	19.3923	bin.138	61.0							Bacteria?					
3991	NODE_3991_length_21730_cov_7.346990	21730.0	11.4422	11.4422	29.1175	bin.138	61.0							Bacteria?					
4031	NODE_4031_length_21586_cov_11.100274	21586.0	15.7676	15.7676	27.2838	bin.138	58.0							Bacteria?					
4092	NODE_4092_length_21384_cov_10.062403	21384.0	15.9603	15.9603	22.489	bin.138	65.0							Bacteria?					
4120	NODE_4120_length_21291_cov_10.339753	21291.0	15.8055	15.8055	22.4347	bin.138	61.0							Bacteria?					
4130	NODE_4130_length_21245_cov_10.315809	21245.0	15.8115	15.8115	23.0401	bin.138	57.0							Bacteria?					
4149	NODE_4149_length_21186_cov_11.406796	21186.0	17.3945	17.3945	21.4876	bin.138	61.0							Bacteria?					
4178	NODE_4178_length_21094_cov_10.578354	21094.0	15.6318	15.6318	23.1376	bin.138	61.0							Bacteria?					
4249	NODE_4249_length_20890_cov_11.224526	20890.0	17.2008	17.2008	20.0202	bin.138	61.0							Bacteria?					
4352	NODE_4352_length_20526_cov_10.339993	20526.0	15.8152	15.8152	26.5918	bin.138	61.0							Bacteria?					
4375	NODE_4375_length_20446_cov_11.132215	20446.0	17.3347	17.3347	17.7457	bin.138	62.0							Bacteria?					
4386	NODE_4386_length_20431_cov_10.616362	20431.0	15.956	15.956	24.8554	bin.138	60.0							Bacteria?					
4443	NODE_4443_length_20247_cov_9.978011	20247.0	15.5124	15.5124	18.9364	bin.138	62.0							Bacteria?					
4466	NODE_4466_length_20184_cov_10.927965	20184.0	16.8227	16.8227	22.3869	bin.138	55.0							Bacteria?					
4470	NODE_4470_length_20171_cov_10.720770	20171.0	15.8226	15.8226	21.9457	bin.138	59.0							Bacteria?					
4472	NODE_4472_length_20165_cov_10.692392	20165.0	16.8001	16.8001	22.5397	bin.138	62.0							Bacteria?					
4476	NODE_4476_length_20148_cov_10.536455	20148.0	16.5372	16.5372	19.8848	bin.138	61.0							Bacteria?					
4501	NODE_4501_length_20061_cov_9.146856	20061.0	14.1837	14.1837	25.8197	bin.138	61.0							Bacteria?					
4516	NODE_4516_length_20029_cov_10.320617	20029.0	16.0837	16.0837	21.2719	bin.138	61.0							Bacteria?					
4558	NODE_4558_length_19922_cov_12.465697	19922.0	19.5693	19.5693	23.9034	bin.138	59.0	bin.138	0.82	0.0	0.0	0.06	0.82	dsDNAphage	19608.0	1.0	16.0	12.0	|full
4638	NODE_4638_length_19672_cov_9.922618	19672.0	15.5122	15.5122	18.3412	bin.138	63.0							Bacteria?					
4645	NODE_4645_length_19652_cov_9.646017	19652.0	15.1145	15.1145	24.7262	bin.138	63.0							Bacteria?					
4698	NODE_4698_length_19498_cov_11.433935	19498.0	16.4115	16.4115	30.3625	bin.138	62.0							Bacteria?					
4707	NODE_4707_length_19479_cov_10.943575	19479.0	15.2171	15.2171	26.7885	bin.138	60.0							Bacteria?					
4719	NODE_4719_length_19451_cov_11.369715	19451.0	17.2789	17.2789	21.3792	bin.138	61.0							Bacteria?					
4754	NODE_4754_length_19345_cov_8.561586	19345.0	11.927	11.927	28.0772	bin.138	63.0							Bacteria?					
4768	NODE_4768_length_19308_cov_10.966187	19308.0	16.2632	16.2632	15.9275	bin.138	61.0							Bacteria?					
4805	NODE_4805_length_19241_cov_10.635568	19241.0	16.0793	16.0793	29.9882	bin.138	61.0							Bacteria?					
4850	NODE_4850_length_19092_cov_9.804486	19092.0	15.4861	15.4861	19.7819	bin.138	62.0							Bacteria?					
4853	NODE_4853_length_19088_cov_12.193348	19088.0	17.7036	17.7036	24.718	bin.138	58.0							Bacteria?					
4881	NODE_4881_length_18999_cov_10.174989	18999.0	15.3758	15.3758	13.764	bin.138	64.0							Bacteria?					
4940	NODE_4940_length_18824_cov_10.155203	18824.0	14.7875	14.7875	36.498	bin.138	60.0							Bacteria?					
4997	NODE_4997_length_18665_cov_10.896454	18665.0	15.4856	15.4856	21.6898	bin.138	62.0							Bacteria?					
5003	NODE_5003_length_18648_cov_9.452912	18648.0	14.7148	14.7148	25.3584	bin.138	61.0							Bacteria?					
5013	NODE_5013_length_18611_cov_9.464540	18611.0	13.7625	13.7625	20.2822	bin.138	64.0							Bacteria?					
5082	NODE_5082_length_18420_cov_11.075796	18420.0	17.109	17.109	21.7419	bin.138	57.0							Bacteria?					
5103	NODE_5103_length_18370_cov_11.125198	18370.0	17.2581	17.2581	20.2927	bin.138	58.0							Bacteria?					
5113	NODE_5113_length_18351_cov_10.065752	18351.0	15.4146	15.4146	20.7463	bin.138	60.0							Bacteria?					
5135	NODE_5135_length_18289_cov_10.803554	18289.0	15.9077	15.9077	22.383	bin.138	61.0							Bacteria?					
5139	NODE_5139_length_18283_cov_9.814461	18283.0	15.3383	15.3383	19.9939	bin.138	61.0							Bacteria?					
5184	NODE_5184_length_18127_cov_9.464863	18127.0	14.4815	14.4815	24.6133	bin.138	58.0							Bacteria?					
5187	NODE_5187_length_18113_cov_9.760549	18113.0	15.2625	15.2625	19.5906	bin.138	61.0							Bacteria?					
5189	NODE_5189_length_18111_cov_9.516892	18111.0	14.8343	14.8343	20.4003	bin.138	61.0							Bacteria?					
5208	NODE_5208_length_18053_cov_8.639571	18053.0	13.6211	13.6211	19.2407	bin.138	59.0							Bacteria?					
5317	NODE_5317_length_17812_cov_10.343414	17812.0	16.0752	16.0752	21.6388	bin.138	61.0							Bacteria?					
5339	NODE_5339_length_17777_cov_8.422300	17777.0	11.5014	11.5014	21.3554	bin.138	63.0							Bacteria?					
5341	NODE_5341_length_17772_cov_11.111080	17772.0	16.7697	16.7697	23.5635	bin.138	64.0							Bacteria?					
5350	NODE_5350_length_17753_cov_10.141089	17753.0	15.3757	15.3757	18.3457	bin.138	60.0							Bacteria?					
5375	NODE_5375_length_17705_cov_10.261983	17705.0	15.7531	15.7531	21.4993	bin.138	60.0							Bacteria?					
5399	NODE_5399_length_17661_cov_9.627002	17661.0	15.1229	15.1229	20.2724	bin.138	63.0							Bacteria?					
5437	NODE_5437_length_17594_cov_10.548777	17594.0	16.2803	16.2803	30.1394	bin.138	59.0							Bacteria?					
5439	NODE_5439_length_17591_cov_9.779881	17591.0	15.314	15.314	23.8147	bin.138	63.0							Bacteria?					
5445	NODE_5445_length_17586_cov_10.095089	17586.0	15.4446	15.4446	21.879	bin.138	58.0							Bacteria?					
5459	NODE_5459_length_17555_cov_10.486057	17555.0	15.7387	15.7387	19.1939	bin.138	61.0							Bacteria?					
5470	NODE_5470_length_17524_cov_9.618066	17524.0	14.8122	14.8122	17.1453	bin.138	61.0							Bacteria?					
5516	NODE_5516_length_17427_cov_10.387060	17427.0	16.0546	16.0546	17.2608	bin.138	61.0							Bacteria?					
5575	NODE_5575_length_17307_cov_8.737827	17307.0	13.0359	13.0359	25.7619	bin.138	64.0							Bacteria?					
5670	NODE_5670_length_17090_cov_10.397711	17090.0	16.3154	16.3154	24.6707	bin.138	63.0							Bacteria?					
5686	NODE_5686_length_17064_cov_8.242166	17064.0	12.0895	12.0895	22.5372	bin.138	64.0							Bacteria?					
5693	NODE_5693_length_17054_cov_10.247485	17054.0	15.85	15.85	26.0163	bin.138	62.0							Bacteria?					
5715	NODE_5715_length_17014_cov_10.844389	17014.0	16.6353	16.6353	28.414	bin.138	60.0							Bacteria?					
5716	NODE_5716_length_17008_cov_10.689848	17008.0	16.4755	16.4755	22.9337	bin.138	61.0							Bacteria?					
5726	NODE_5726_length_16991_cov_9.684577	16991.0	14.9533	14.9533	18.9572	bin.138	59.0							Bacteria?					
5735	NODE_5735_length_16961_cov_10.249970	16961.0	15.3594	15.3594	22.2353	bin.138	62.0							Bacteria?					
5742	NODE_5742_length_16949_cov_10.537883	16949.0	16.0205	16.0205	24.6272	bin.138	61.0							Bacteria?					
5754	NODE_5754_length_16927_cov_10.629030	16927.0	16.0967	16.0967	25.3079	bin.138	61.0							Bacteria?					
5762	NODE_5762_length_16917_cov_11.009667	16917.0	17.2864	17.2864	17.768	bin.138	60.0							Bacteria?					
5783	NODE_5783_length_16881_cov_9.131344	16881.0	14.2925	14.2925	14.6	bin.138	62.0							Bacteria?					
5874	NODE_5874_length_16692_cov_9.863437	16692.0	15.1273	15.1273	25.5111	bin.138	62.0							Bacteria?					
5921	NODE_5921_length_16615_cov_10.723973	16615.0	16.2268	16.2268	18.1685	bin.138	62.0							Bacteria?					
5922	NODE_5922_length_16613_cov_9.569755	16613.0	15.0201	15.0201	20.3277	bin.138	61.0							Bacteria?					
6019	NODE_6019_length_16434_cov_11.044264	16434.0	16.3823	16.3823	28.1571	bin.138	61.0							Bacteria?					
6059	NODE_6059_length_16362_cov_10.508432	16362.0	16.2337	16.2337	22.8832	bin.138	62.0							Bacteria?					
6061	NODE_6061_length_16359_cov_9.954674	16359.0	14.8454	14.8454	16.6365	bin.138	58.0							Bacteria?					
6071	NODE_6071_length_16348_cov_8.485853	16348.0	12.6045	12.6045	22.3048	bin.138	62.0							Bacteria?					
6080	NODE_6080_length_16331_cov_10.891620	16331.0	16.9357	16.9357	23.0703	bin.138	58.0							Bacteria?					
6103	NODE_6103_length_16286_cov_11.036473	16286.0	16.781	16.781	18.362	bin.138	61.0							Bacteria?					
6120	NODE_6120_length_16262_cov_11.576047	16262.0	18.1267	18.1267	20.4132	bin.138	58.0							Bacteria?					
6194	NODE_6194_length_16128_cov_9.973558	16128.0	15.5138	15.5138	17.1374	bin.138	58.0							Bacteria?					
6207	NODE_6207_length_16113_cov_11.073982	16113.0	16.4472	16.4472	21.4126	bin.138	63.0							Bacteria?					
6228	NODE_6228_length_16091_cov_8.634822	16091.0	11.8175	11.8175	27.7919	bin.138	63.0							Bacteria?					
6254	NODE_6254_length_16030_cov_9.987167	16030.0	15.4409	15.4409	21.9308	bin.138	62.0							Bacteria?					
6306	NODE_6306_length_15930_cov_10.245921	15930.0	15.8684	15.8684	20.3462	bin.138	60.0							Bacteria?					
6335	NODE_6335_length_15885_cov_9.070752	15885.0	13.8464	13.8464	22.6646	bin.138	59.0							Bacteria?					
6374	NODE_6374_length_15837_cov_10.393423	15837.0	16.2364	16.2364	21.2599	bin.138	62.0							Bacteria?					
6413	NODE_6413_length_15779_cov_10.347876	15779.0	16.4593	16.4593	28.9161	bin.138	61.0							Bacteria?					
6440	NODE_6440_length_15725_cov_10.824633	15725.0	16.5723	16.5723	22.6837	bin.138	57.0							Bacteria?					
6470	NODE_6470_length_15682_cov_9.964357	15682.0	15.6871	15.6871	22.3195	bin.138	63.0							Bacteria?					
6487	NODE_6487_length_15662_cov_10.182995	15662.0	15.7396	15.7396	18.6714	bin.138	60.0							Bacteria?					
6494	NODE_6494_length_15643_cov_10.985117	15643.0	17.4286	17.4286	29.0557	bin.138	59.0							Bacteria?					
6501	NODE_6501_length_15638_cov_10.318296	15638.0	16.208	16.208	20.7895	bin.138	63.0							Bacteria?					
6574	NODE_6574_length_15498_cov_10.653241	15498.0	15.956	15.956	23.2264	bin.138	62.0							Bacteria?					
6579	NODE_6579_length_15494_cov_10.138221	15494.0	15.3424	15.3424	19.4622	bin.138	61.0							Bacteria?					
6606	NODE_6606_length_15442_cov_11.023721	15442.0	17.3589	17.3589	23.9741	bin.138	60.0							Bacteria?					
6724	NODE_6724_length_15267_cov_9.115304	15267.0	12.1657	12.1657	24.6265	bin.138	64.0							Bacteria?					
6771	NODE_6771_length_15198_cov_9.596976	15198.0	15.0411	15.0411	26.3807	bin.138	61.0							Bacteria?					
6829	NODE_6829_length_15105_cov_11.699668	15105.0	17.4658	17.4658	25.895	bin.138	63.0							Bacteria?					
6844	NODE_6844_length_15073_cov_9.731988	15073.0	15.1426	15.1426	22.1826	bin.138	62.0							Bacteria?					
6847	NODE_6847_length_15069_cov_9.952644	15069.0	15.3864	15.3864	17.1734	bin.138	63.0							Bacteria?					
6874	NODE_6874_length_15030_cov_9.237796	15030.0	12.7966	12.7966	32.0098	bin.138	64.0							Bacteria?					
6936	NODE_6936_length_14935_cov_10.326882	14935.0	15.9295	15.9295	21.1141	bin.138	63.0							Bacteria?					
7011	NODE_7011_length_14820_cov_10.298882	14820.0	16.0566	16.0566	23.6222	bin.138	62.0							Bacteria?					
7015	NODE_7015_length_14816_cov_11.836596	14816.0	18.48	18.48	28.0802	bin.138	60.0							Bacteria?					
7038	NODE_7038_length_14783_cov_11.508419	14783.0	16.5687	16.5687	21.2407	bin.138	59.0							Bacteria?					
7054	NODE_7054_length_14755_cov_10.396803	14755.0	15.8245	15.8245	22.2616	bin.138	61.0							Bacteria?					
7067	NODE_7067_length_14734_cov_10.833027	14734.0	16.5906	16.5906	21.4343	bin.138	61.0							Bacteria?					
7080	NODE_7080_length_14713_cov_9.795879	14713.0	15.4906	15.4906	17.6816	bin.138	62.0							Bacteria?					
7153	NODE_7153_length_14609_cov_9.266387	14609.0	12.3892	12.3892	35.1096	bin.138	63.0							Bacteria?					
7188	NODE_7188_length_14559_cov_11.022614	14559.0	12.0626	12.0626	32.7014	bin.138	62.0							Bacteria?					
7195	NODE_7195_length_14555_cov_12.345034	14555.0	17.3754	17.3754	42.5002	bin.138	61.0							Bacteria?					
7201	NODE_7201_length_14547_cov_9.977781	14547.0	14.8254	14.8254	22.0447	bin.138	61.0							Bacteria?					
7209	NODE_7209_length_14540_cov_10.296307	14540.0	16.0015	16.0015	17.5388	bin.138	62.0							Bacteria?					
7210	NODE_7210_length_14539_cov_8.897956	14539.0	11.567	11.567	22.1545	bin.138	60.0							Bacteria?					
7225	NODE_7225_length_14523_cov_8.771219	14523.0	12.0975	12.0975	21.46	bin.138	62.0							Bacteria?					
7275	NODE_7275_length_14458_cov_10.592238	14458.0	16.4057	16.4057	23.6223	bin.138	62.0							Bacteria?					
7341	NODE_7341_length_14378_cov_10.009425	14378.0	15.6819	15.6819	23.8031	bin.138	63.0							Bacteria?					
7347	NODE_7347_length_14371_cov_10.484144	14371.0	16.2939	16.2939	23.9368	bin.138	62.0							Bacteria?					
7362	NODE_7362_length_14346_cov_10.090477	14346.0	15.5366	15.5366	24.3991	bin.138	60.0							Bacteria?					
7430	NODE_7430_length_14255_cov_9.275915	14255.0	14.4086	14.4086	18.8753	bin.138	63.0							Bacteria?					
7486	NODE_7486_length_14181_cov_11.032493	14181.0	16.8489	16.8489	22.2125	bin.138	62.0							Bacteria?					
7571	NODE_7571_length_14072_cov_8.640865	14072.0	13.1187	13.1187	15.4211	bin.138	60.0							Bacteria?					
7586	NODE_7586_length_14053_cov_9.140163	14053.0	12.1887	12.1887	26.435	bin.138	65.0							Bacteria?					
7603	NODE_7603_length_14031_cov_10.094734	14031.0	15.6288	15.6288	19.6726	bin.138	64.0							Bacteria?					
7673	NODE_7673_length_13947_cov_11.461921	13947.0	17.1922	17.1922	22.743	bin.138	62.0							Bacteria?					
7700	NODE_7700_length_13913_cov_10.467239	13913.0	16.308	16.308	26.1646	bin.138	61.0							Bacteria?					
7729	NODE_7729_length_13873_cov_10.677160	13873.0	16.5217	16.5217	25.4718	bin.138	61.0							Bacteria?					
7761	NODE_7761_length_13838_cov_11.273308	13838.0	17.205	17.205	23.2804	bin.138	61.0							Bacteria?					
7789	NODE_7789_length_13803_cov_10.956576	13803.0	17.1959	17.1959	23.1291	bin.138	60.0							Bacteria?					
7813	NODE_7813_length_13769_cov_11.670045	13769.0	18.0452	18.0452	26.0128	bin.138	61.0							Bacteria?					
7814	NODE_7814_length_13768_cov_9.429592	13768.0	14.3938	14.3938	16.577	bin.138	65.0							Bacteria?					
7822	NODE_7822_length_13761_cov_10.678243	13761.0	15.6219	15.6219	25.2501	bin.138	59.0							Bacteria?					
7858	NODE_7858_length_13723_cov_9.685616	13723.0	14.6621	14.6621	19.772	bin.138	61.0							Bacteria?					
7875	NODE_7875_length_13704_cov_11.292036	13704.0	15.7539	15.7539	25.9804	bin.138	62.0							Bacteria?					
7879	NODE_7879_length_13703_cov_9.860126	13703.0	15.4646	15.4646	23.4298	bin.138	63.0							Bacteria?					
7900	NODE_7900_length_13677_cov_8.188592	13677.0	10.8717	10.8717	21.1828	bin.138	64.0							Bacteria?					
7910	NODE_7910_length_13663_cov_11.736405	13663.0	17.3375	17.3375	24.2521	bin.138	62.0							Bacteria?					
7996	NODE_7996_length_13567_cov_9.775533	13567.0	15.509	15.509	18.0827	bin.138	62.0							Bacteria?					
8024	NODE_8024_length_13532_cov_12.046598	13532.0	18.7745	18.7745	59.9919	bin.138	56.0	bin.138	0.967	0.067	0.027	0.247	0.967	dsDNAphage	12698.0	0.0	24.0	0.0	|full
8036	NODE_8036_length_13517_cov_11.222478	13517.0	16.8506	16.8506	22.9391	bin.138	61.0							Bacteria?					
8083	NODE_8083_length_13467_cov_10.317477	13467.0	15.433	15.433	23.0748	bin.138	60.0							Bacteria?					
8090	NODE_8090_length_13463_cov_10.949433	13463.0	16.992	16.992	21.9032	bin.138	64.0							Bacteria?					
8094	NODE_8094_length_13452_cov_10.156080	13452.0	15.7435	15.7435	16.9577	bin.138	61.0							Bacteria?					
8141	NODE_8141_length_13408_cov_8.928106	13408.0	11.3967	11.3967	22.3721	bin.138	62.0							Bacteria?					
8190	NODE_8190_length_13346_cov_8.719434	13346.0	11.5289	11.5289	21.5915	bin.138	64.0							Bacteria?					
8208	NODE_8208_length_13321_cov_10.991784	13321.0	16.2773	16.2773	31.2729	bin.138	61.0							Bacteria?					
8216	NODE_8216_length_13314_cov_11.309526	13314.0	17.7936	17.7936	22.7301	bin.138	59.0							Bacteria?					
8217	NODE_8217_length_13314_cov_10.582397	13314.0	16.1087	16.1087	18.9402	bin.138	62.0							Bacteria?					
8268	NODE_8268_length_13265_cov_9.198637	13265.0	14.3177	14.3177	21.1706	bin.138	62.0							Bacteria?					
8273	NODE_8273_length_13259_cov_10.203726	13259.0	16.1098	16.1098	26.1417	bin.138	63.0							Bacteria?					
8353	NODE_8353_length_13177_cov_10.469060	13177.0	16.1201	16.1201	22.8935	bin.138	60.0							Bacteria?					
8390	NODE_8390_length_13147_cov_10.512450	13147.0	15.6779	15.6779	26.6629	bin.138	61.0							Bacteria?					
8425	NODE_8425_length_13100_cov_8.090686	13100.0	10.904	10.904	26.9012	bin.138	62.0							Bacteria?					
8427	NODE_8427_length_13098_cov_10.826957	13098.0	16.6836	16.6836	20.1391	bin.138	62.0							Bacteria?					
8510	NODE_8510_length_13013_cov_11.701266	13013.0	17.5769	17.5769	28.3322	bin.138	61.0							Bacteria?					
8557	NODE_8557_length_12965_cov_12.275833	12965.0	17.3557	17.3557	28.693	bin.138	58.0	bin.138	1.0	0.16	0.04	0.413	1.0	dsDNAphage	12962.0	0.0	37.0	0.0	|full
8563	NODE_8563_length_12958_cov_8.977060	12958.0	12.9723	12.9723	26.6011	bin.138	64.0							Bacteria?					
8568	NODE_8568_length_12952_cov_10.105761	12952.0	15.7441	15.7441	17.3375	bin.138	61.0							Bacteria?					
8611	NODE_8611_length_12906_cov_11.088709	12906.0	17.1736	17.1736	23.7471	bin.138	64.0							Bacteria?					
8633	NODE_8633_length_12880_cov_8.712125	12880.0	12.2279	12.2279	20.4833	bin.138	62.0							Bacteria?					
8643	NODE_8643_length_12867_cov_11.412270	12867.0	17.5877	17.5877	25.4802	bin.138	62.0							Bacteria?					
8699	NODE_8699_length_12808_cov_9.955226	12808.0	15.0948	15.0948	23.9055	bin.138	61.0							Bacteria?					
8717	NODE_8717_length_12797_cov_11.046225	12797.0	16.9155	16.9155	21.28	bin.138	63.0							Bacteria?					
8797	NODE_8797_length_12717_cov_7.975912	12717.0	11.105	11.105	30.2097	bin.138	66.0							Bacteria?					
8815	NODE_8815_length_12702_cov_10.636515	12702.0	15.6278	15.6278	22.7078	bin.138	59.0							Bacteria?					
8816	NODE_8816_length_12702_cov_9.513165	12702.0	15.0464	15.0464	18.6793	bin.138	62.0							Bacteria?					
8817	NODE_8817_length_12699_cov_9.383898	12699.0	13.9362	13.9362	27.248	bin.138	64.0							Bacteria?					
8818	NODE_8818_length_12696_cov_10.267067	12696.0	15.4164	15.4164	25.842	bin.138	62.0							Bacteria?					
8822	NODE_8822_length_12694_cov_12.976264	12694.0	18.4914	18.4914	26.5279	bin.138	61.0							Bacteria?					
8849	NODE_8849_length_12665_cov_11.528469	12665.0	17.0885	17.0885	20.6832	bin.138	59.0							Bacteria?					
8879	NODE_8879_length_12620_cov_8.899085	12620.0	14.1833	14.1833	17.0591	bin.138	66.0							Bacteria?					
8894	NODE_8894_length_12606_cov_10.199904	12606.0	16.0329	16.0329	20.0739	bin.138	64.0							Bacteria?					
8902	NODE_8902_length_12600_cov_10.092627	12600.0	16.0365	16.0365	21.8133	bin.138	58.0							Bacteria?					
8931	NODE_8931_length_12564_cov_8.484931	12564.0	12.3724	12.3724	18.9821	bin.138	62.0							Bacteria?					
8936	NODE_8936_length_12558_cov_11.873230	12558.0	16.7289	16.7289	19.1559	bin.138	60.0							Bacteria?					
8948	NODE_8948_length_12549_cov_10.130303	12549.0	15.6705	15.6705	18.0708	bin.138	62.0							Bacteria?					
8972	NODE_8972_length_12525_cov_10.446111	12525.0	16.1487	16.1487	24.5778	bin.138	60.0							Bacteria?					
8979	NODE_8979_length_12518_cov_10.228035	12518.0	15.2018	15.2018	21.5419	bin.138	61.0							Bacteria?					
