	seqname	contigLen	totalAvgDepth	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
3909	NODE_3910_length_14066_cov_8.641210	14066	13.0427	13.0427	19.466	bin.052	55.0							Bacteria?					
3914	NODE_3915_length_14055_cov_9.502000	14055	14.4859	14.4859	19.5334	bin.052	58.0							Bacteria?					
3944	NODE_3945_length_14000_cov_11.551452	14000	17.9793	17.9793	26.4878	bin.052	58.0							Bacteria?					
3966	NODE_3967_length_13952_cov_9.481975	13952	13.9148	13.9148	26.1494	bin.052	56.0							Bacteria?					
3986	NODE_3987_length_13919_cov_9.243076	13919	13.9365	13.9365	20.8911	bin.052	58.0							Bacteria?					
4005	NODE_4006_length_13873_cov_12.309596	13873	18.456	18.456	29.8432	bin.052	54.0							Bacteria?					
4035	NODE_4036_length_13806_cov_13.050760	13806	17.4942	17.4942	24.7925	bin.052	55.0							Bacteria?					
4083	NODE_4084_length_13714_cov_11.568270	13714	17.8863	17.8863	24.2761	bin.052	56.0							Bacteria?					
4097	NODE_4098_length_13690_cov_10.004254	13690	14.9018	14.9018	26.0996	bin.052	59.0							Bacteria?					
4108	NODE_4109_length_13659_cov_9.015216	13659	12.8701	12.8701	23.4137	bin.052	59.0							Bacteria?					
4131	NODE_4132_length_13624_cov_8.938168	13624	13.0832	13.0832	24.8568	bin.052	57.0							Bacteria?					
4152	NODE_4153_length_13587_cov_8.864839	13587	13.491	13.491	17.8399	bin.052	58.0							Bacteria?					
4178	NODE_4179_length_13534_cov_9.590474	13534	14.8036	14.8036	20.927	bin.052	57.0							Bacteria?					
4233	NODE_4234_length_13405_cov_10.470112	13405	15.2768	15.2768	16.182	bin.052	57.0							Bacteria?					
4237	NODE_4238_length_13395_cov_9.242804	13395	14.037	14.037	22.6008	bin.052	56.0							Bacteria?					
4238	NODE_4239_length_13394_cov_9.453482	13394	14.1783	14.1783	15.8448	bin.052	61.0							Bacteria?					
4255	NODE_4256_length_13359_cov_9.026233	13359	13.9156	13.9156	18.1174	bin.052	59.0							Bacteria?					
4261	NODE_4262_length_13347_cov_11.117514	13347	15.8235	15.8235	17.8784	bin.052	56.0							Bacteria?					
4262	NODE_4263_length_13347_cov_9.645952	13347	14.8481	14.8481	16.643	bin.052	59.0							Bacteria?					
4278	NODE_4279_length_13325_cov_9.136021	13325	14.0216	14.0216	16.2514	bin.052	59.0							Bacteria?					
4301	NODE_4302_length_13274_cov_10.371738	13274	16.1638	16.1638	15.5539	bin.052	60.0							Bacteria?					
4302	NODE_4303_length_13273_cov_13.362612	13273	19.8314	19.8314	19.3637	bin.052	58.0							Bacteria?					
4311	NODE_4312_length_13260_cov_12.511019	13260	17.6212	17.6212	27.1031	bin.052	57.0							Bacteria?					
4325	NODE_4326_length_13241_cov_8.931063	13241	13.7921	13.7921	20.6254	bin.052	56.0							Bacteria?					
4403	NODE_4404_length_13107_cov_9.433190	13107	14.5213	14.5213	19.7845	bin.052	58.0							Bacteria?					
4426	NODE_4427_length_13068_cov_8.364943	13068	12.7503	12.7503	18.2347	bin.052	59.0							Bacteria?					
4427	NODE_4428_length_13061_cov_16.896586	13061	18.4955	18.4955	59.1459	bin.052	55.0							Bacteria?					
4482	NODE_4483_length_12965_cov_9.792332	12965	15.048	15.048	20.0679	bin.052	57.0							Bacteria?					
4490	NODE_4491_length_12953_cov_14.424407	12953	22.3276	22.3276	130.046	bin.052	56.0							Bacteria?					
4512	NODE_4513_length_12918_cov_9.177019	12918	13.5703	13.5703	13.531	bin.052	55.0							Bacteria?					
4535	NODE_4536_length_12878_cov_10.012790	12878	15.1056	15.1056	18.8667	bin.052	58.0							Bacteria?					
4561	NODE_4562_length_12840_cov_8.508095	12840	13.3195	13.3195	15.2048	bin.052	58.0							Bacteria?					
4578	NODE_4579_length_12799_cov_9.860248	12799	15.2092	15.2092	21.1774	bin.052	59.0							Bacteria?					
4613	NODE_4614_length_12755_cov_8.461260	12755	13.1699	13.1699	17.6709	bin.052	55.0							Bacteria?					
4658	NODE_4659_length_12681_cov_8.733170	12681	13.2029	13.2029	17.5122	bin.052	58.0							Bacteria?					
4672	NODE_4673_length_12655_cov_9.035873	12655	11.8912	11.8912	14.2655	bin.052	60.0							Bacteria?					
4748	NODE_4749_length_12547_cov_8.406980	12547	12.7745	12.7745	20.6629	bin.052	58.0							Bacteria?					
4750	NODE_4751_length_12544_cov_11.808151	12544	18.4022	18.4022	23.8318	bin.052	58.0							Bacteria?					
4764	NODE_4765_length_12523_cov_8.480269	12523	13.1132	13.1132	11.9097	bin.052	53.0							Bacteria?					
4765	NODE_4766_length_12522_cov_9.668084	12522	14.7442	14.7442	17.0313	bin.052	58.0							Bacteria?					
4781	NODE_4782_length_12488_cov_11.372798	12488	16.625	16.625	23.9114	bin.052	55.0							Bacteria?					
4840	NODE_4841_length_12400_cov_9.650466	12400	14.7528	14.7528	19.3345	bin.052	56.0							Bacteria?					
4864	NODE_4865_length_12371_cov_10.284427	12371	15.6724	15.6724	17.4566	bin.052	59.0							Bacteria?					
4870	NODE_4871_length_12356_cov_9.008617	12356	12.7223	12.7223	15.1119	bin.052	58.0							Bacteria?					
4898	NODE_4899_length_12305_cov_8.058857	12305	11.4341	11.4341	21.0224	bin.052	56.0							Bacteria?					
4921	NODE_4922_length_12267_cov_11.956109	12267	18.3985	18.3985	22.1358	bin.052	55.0							Bacteria?					
4935	NODE_4936_length_12247_cov_10.062172	12247	15.4599	15.4599	16.2926	bin.052	59.0							Bacteria?					
4947	NODE_4948_length_12231_cov_9.678302	12231	14.9959	14.9959	20.4809	bin.052	59.0							Bacteria?					
4951	NODE_4952_length_12227_cov_9.694463	12227	14.9047	14.9047	17.4403	bin.052	57.0							Bacteria?					
4964	NODE_4965_length_12206_cov_8.049790	12206	12.3752	12.3752	17.7551	bin.052	59.0	bin.052	0.3	0.013	0.593	0.26	0.593	lavidaviridae	12205.0	0.0	33.3	0.0	|full
5005	NODE_5006_length_12148_cov_8.979740	12148	13.6877	13.6877	14.1495	bin.052	57.0							Bacteria?					
5007	NODE_5008_length_12147_cov_8.816490	12147	13.5781	13.5781	15.6066	bin.052	58.0							Bacteria?					
5043	NODE_5044_length_12098_cov_12.728058	12098	18.9366	18.9366	23.9559	bin.052	54.0							Bacteria?					
5046	NODE_5047_length_12095_cov_9.774668	12095	14.0037	14.0037	19.7182	bin.052	58.0							Bacteria?					
5066	NODE_5067_length_12058_cov_8.947596	12058	13.4436	13.4436	13.0292	bin.052	56.0							Bacteria?					
5080	NODE_5081_length_12026_cov_9.860830	12026	14.5042	14.5042	22.7363	bin.052	58.0							Bacteria?					
5095	NODE_5096_length_12004_cov_9.050632	12004	14.0758	14.0758	15.2572	bin.052	51.0							Bacteria?					
5135	NODE_5136_length_11938_cov_9.373138	11938	14.5516	14.5516	21.0149	bin.052	57.0							Bacteria?					
5154	NODE_5155_length_11915_cov_10.338954	11915	15.4011	15.4011	24.8207	bin.052	58.0							Bacteria?					
5205	NODE_5206_length_11860_cov_9.544515	11860	14.834	14.834	19.4826	bin.052	60.0							Bacteria?					
5292	NODE_5293_length_11724_cov_9.868883	11724	15.2818	15.2818	16.2695	bin.052	57.0							Bacteria?					
5315	NODE_5316_length_11687_cov_12.088979	11687	18.4218	18.4218	22.0168	bin.052	55.0							Bacteria?					
5334	NODE_5335_length_11663_cov_11.658856	11663	17.0805	17.0805	21.7582	bin.052	56.0							Bacteria?					
5365	NODE_5366_length_11612_cov_12.173748	11612	18.0011	18.0011	19.5212	bin.052	57.0							Bacteria?					
5370	NODE_5371_length_11601_cov_11.695392	11601	17.4196	17.4196	18.044	bin.052	56.0							Bacteria?					
5383	NODE_5384_length_11586_cov_9.226173	11586	14.1793	14.1793	16.7116	bin.052	56.0							Bacteria?					
5396	NODE_5397_length_11563_cov_9.378259	11563	14.4821	14.4821	17.1073	bin.052	58.0							Bacteria?					
5417	NODE_5418_length_11525_cov_9.241848	11525	14.0779	14.0779	16.5972	bin.052	59.0							Bacteria?					
5477	NODE_5478_length_11448_cov_8.719214	11448	13.214	13.214	16.1471	bin.052	57.0							Bacteria?					
5501	NODE_5502_length_11422_cov_12.042667	11422	17.0916	17.0916	135.466	bin.052	59.0							Bacteria?					
5504	NODE_5505_length_11421_cov_9.281453	11421	14.2515	14.2515	22.1244	bin.052	55.0							Bacteria?					
5518	NODE_5519_length_11400_cov_8.571529	11400	12.7916	12.7916	14.2287	bin.052	56.0							Bacteria?					
5521	NODE_5522_length_11396_cov_9.977427	11396	15.2837	15.2837	18.3021	bin.052	55.0							Bacteria?					
5526	NODE_5527_length_11391_cov_9.557604	11391	14.4404	14.4404	19.749	bin.052	55.0							Bacteria?					
5556	NODE_5557_length_11365_cov_8.997259	11365	13.821	13.821	25.263	bin.052	57.0							Bacteria?					
5571	NODE_5572_length_11345_cov_9.455713	11345	14.0903	14.0903	19.559	bin.052	57.0							Bacteria?					
5582	NODE_5583_length_11331_cov_10.644821	11331	16.5339	16.5339	21.6574	bin.052	60.0							Bacteria?					
5627	NODE_5628_length_11284_cov_8.431116	11284	12.9188	12.9188	15.6008	bin.052	60.0							Bacteria?					
5648	NODE_5649_length_11259_cov_11.951178	11259	17.8631	17.8631	36.3084	bin.052	56.0							Bacteria?					
5664	NODE_5665_length_11240_cov_10.972195	11240	17.0892	17.0892	18.5035	bin.052	59.0							Bacteria?					
5704	NODE_5705_length_11185_cov_9.324349	11185	14.2963	14.2963	17.5134	bin.052	59.0							Bacteria?					
5708	NODE_5709_length_11184_cov_10.118968	11184	15.7405	15.7405	17.5062	bin.052	57.0							Bacteria?					
5728	NODE_5729_length_11157_cov_9.666997	11157	14.2683	14.2683	22.889	bin.052	58.0							Bacteria?					
5732	NODE_5733_length_11148_cov_9.751645	11148	14.6492	14.6492	16.7612	bin.052	60.0							Bacteria?					
5734	NODE_5735_length_11145_cov_9.085212	11145	13.9636	13.9636	20.594	bin.052	60.0							Bacteria?					
5796	NODE_5797_length_11074_cov_11.906162	11074	15.4773	15.4773	32.0462	bin.052	55.0							Bacteria?					
5818	NODE_5819_length_11045_cov_9.698362	11045	14.5735	14.5735	17.8118	bin.052	56.0							Bacteria?					
5830	NODE_5831_length_11025_cov_11.708295	11025	17.2367	17.2367	19.864	bin.052	56.0							Bacteria?					
5844	NODE_5845_length_11009_cov_10.236261	11009	15.9723	15.9723	17.0329	bin.052	53.0							Bacteria?					
5845	NODE_5846_length_11009_cov_9.163867	11009	14.2096	14.2096	21.5107	bin.052	59.0							Bacteria?					
5950	NODE_5951_length_10898_cov_9.835562	10898	11.7964	11.7964	42.9345	bin.052	55.0							Bacteria?					
5975	NODE_5976_length_10861_cov_8.871645	10861	13.7017	13.7017	21.0623	bin.052	57.0							Bacteria?					
5982	NODE_5983_length_10857_cov_9.425847	10857	14.2398	14.2398	15.4962	bin.052	59.0							Bacteria?					
5983	NODE_5984_length_10857_cov_8.968524	10857	13.8692	13.8692	16.1722	bin.052	54.0							Bacteria?					
6030	NODE_6031_length_10783_cov_9.590697	10783	14.4478	14.4478	18.3669	bin.052	59.0							Bacteria?					
6040	NODE_6041_length_10772_cov_8.228515	10772	12.1742	12.1742	27.0213	bin.052	58.0							Bacteria?					
6055	NODE_6056_length_10756_cov_9.650780	10756	14.7451	14.7451	16.9687	bin.052	58.0							Bacteria?					
6072	NODE_6073_length_10739_cov_9.741015	10739	14.8644	14.8644	15.9409	bin.052	56.0							Bacteria?					
6105	NODE_6106_length_10702_cov_8.253593	10702	12.5506	12.5506	21.7155	bin.052	55.0							Bacteria?					
6138	NODE_6139_length_10660_cov_7.392645	10660	11.036	11.036	186.437	bin.052	54.0							Bacteria?					
6155	NODE_6156_length_10643_cov_8.877408	10643	12.8334	12.8334	20.6719	bin.052	60.0							Bacteria?					
6174	NODE_6175_length_10631_cov_9.312216	10631	14.4055	14.4055	20.9613	bin.052	56.0							Bacteria?					
6222	NODE_6223_length_10588_cov_10.350707	10588	15.5391	15.5391	21.2786	bin.052	58.0							Bacteria?					
6225	NODE_6226_length_10586_cov_9.303010	10586	14.312	14.312	20.2956	bin.052	59.0							Bacteria?					
6256	NODE_6257_length_10553_cov_9.551057	10553	14.3882	14.3882	18.3352	bin.052	56.0							Bacteria?					
6273	NODE_6274_length_10540_cov_8.963853	10540	13.7681	13.7681	17.7027	bin.052	61.0							Bacteria?					
6326	NODE_6327_length_10500_cov_10.163715	10500	15.6834	15.6834	19.5508	bin.052	57.0							Bacteria?					
6344	NODE_6345_length_10485_cov_8.451870	10485	13.173	13.173	16.0463	bin.052	59.0							Bacteria?					
6350	NODE_6351_length_10482_cov_10.007864	10482	15.2132	15.2132	13.893	bin.052	55.0							Bacteria?					
6460	NODE_6461_length_10385_cov_7.644143	10385	11.9621	11.9621	10.0707	bin.052	60.0							Bacteria?					
6495	NODE_6496_length_10348_cov_9.771787	10348	14.5755	14.5755	15.8163	bin.052	59.0							Bacteria?					
6581	NODE_6582_length_10285_cov_10.231476	10285	14.252	14.252	21.4443	bin.052	55.0							Bacteria?					
6591	NODE_6592_length_10276_cov_10.584874	10276	15.9842	15.9842	15.1481	bin.052	57.0							Bacteria?					
6594	NODE_6595_length_10268_cov_13.108783	10268	15.8193	15.8193	36.6047	bin.052	53.0							Bacteria?					
6636	NODE_6637_length_10217_cov_10.319228	10217	15.3892	15.3892	17.3029	bin.052	57.0							Bacteria?					
6645	NODE_6646_length_10209_cov_8.852767	10209	13.5954	13.5954	13.7489	bin.052	57.0							Bacteria?					
6740	NODE_6741_length_10127_cov_9.913225	10127	15.2926	15.2926	15.0565	bin.052	54.0							Bacteria?					
6745	NODE_6746_length_10121_cov_9.426088	10121	14.3391	14.3391	20.8801	bin.052	58.0							Bacteria?					
6761	NODE_6762_length_10105_cov_9.087164	10105	13.7848	13.7848	20.0419	bin.052	57.0							Bacteria?					
6852	NODE_6853_length_10018_cov_8.896919	10018	13.4727	13.4727	17.0502	bin.052	57.0							Bacteria?					
6884	NODE_6885_length_9985_cov_9.440584	9985	14.2909	14.2909	24.9722	bin.052	59.0							Bacteria?					
6906	NODE_6907_length_9961_cov_8.881183	9961	13.7255	13.7255	21.1416	bin.052	58.0							Bacteria?					
6908	NODE_6909_length_9960_cov_9.965270	9960	13.8759	13.8759	20.5972	bin.052	58.0							Bacteria?					
6966	NODE_6967_length_9919_cov_8.681671	9919	12.9775	12.9775	25.8553	bin.052	56.0							Bacteria?					
6987	NODE_6988_length_9900_cov_9.314373	9900	14.2893	14.2893	20.2299	bin.052	60.0							Bacteria?					
7008	NODE_7009_length_9880_cov_8.623919	9880	13.3195	13.3195	16.6838	bin.052	59.0							Bacteria?					
7028	NODE_7029_length_9862_cov_8.754767	9862	12.7774	12.7774	18.186	bin.052	58.0							Bacteria?					
7051	NODE_7052_length_9835_cov_8.131697	9835	12.6611	12.6611	16.0568	bin.052	58.0							Bacteria?					
7083	NODE_7084_length_9809_cov_8.968628	9809	13.7859	13.7859	17.1362	bin.052	57.0							Bacteria?					
7087	NODE_7088_length_9807_cov_9.474979	9807	14.5508	14.5508	21.1427	bin.052	56.0							Bacteria?					
7140	NODE_7141_length_9763_cov_13.199217	9763	16.63	16.63	30.961	bin.052	54.0							Bacteria?					
7157	NODE_7158_length_9753_cov_10.255723	9753	14.74	14.74	23.9674	bin.052	56.0							Bacteria?					
7172	NODE_7173_length_9746_cov_10.524301	9746	15.2924	15.2924	22.0452	bin.052	56.0							Bacteria?					
7205	NODE_7206_length_9719_cov_9.122724	9719	13.8748	13.8748	22.4813	bin.052	59.0							Bacteria?					
7225	NODE_7226_length_9703_cov_9.172056	9703	13.7591	13.7591	17.25	bin.052	56.0							Bacteria?					
7231	NODE_7232_length_9697_cov_8.220390	9697	12.7285	12.7285	18.6566	bin.052	58.0							Bacteria?					
7259	NODE_7260_length_9673_cov_9.151695	9673	14.0096	14.0096	18.2758	bin.052	57.0							Bacteria?					
7285	NODE_7286_length_9654_cov_9.064069	9654	13.0024	13.0024	23.8523	bin.052	58.0							Bacteria?					
7318	NODE_7319_length_9628_cov_9.375640	9628	14.0921	14.0921	13.8203	bin.052	54.0							Bacteria?					
7405	NODE_7406_length_9567_cov_9.529962	9567	14.7919	14.7919	29.8274	bin.052	55.0							Bacteria?					
7407	NODE_7408_length_9564_cov_9.625828	9564	14.7305	14.7305	24.5746	bin.052	56.0							Bacteria?					
7410	NODE_7411_length_9562_cov_9.761965	9562	14.8641	14.8641	21.3981	bin.052	57.0							Bacteria?					
7442	NODE_7443_length_9536_cov_8.490560	9536	13.0498	13.0498	19.3353	bin.052	57.0							Bacteria?					
7575	NODE_7576_length_9438_cov_8.672493	9438	13.4908	13.4908	17.5641	bin.052	57.0							Bacteria?					
7611	NODE_7612_length_9413_cov_9.149498	9413	13.8071	13.8071	18.1094	bin.052	59.0							Bacteria?					
7635	NODE_7636_length_9397_cov_9.642368	9397	14.2112	14.2112	26.343	bin.052	54.0							Bacteria?					
7642	NODE_7643_length_9391_cov_8.998179	9391	13.5083	13.5083	20.4681	bin.052	56.0							Bacteria?					
7654	NODE_7655_length_9382_cov_9.204139	9382	14.0239	14.0239	16.5859	bin.052	54.0							Bacteria?					
7717	NODE_7718_length_9341_cov_9.280961	9341	14.011	14.011	18.0223	bin.052	58.0							Bacteria?					
7732	NODE_7733_length_9327_cov_9.586281	9327	14.7487	14.7487	24.6472	bin.052	60.0							Bacteria?					
7770	NODE_7771_length_9294_cov_8.528520	9294	13.076	13.076	15.622	bin.052	56.0							Bacteria?					
7796	NODE_7797_length_9275_cov_9.210846	9275	14.0534	14.0534	25.0965	bin.052	60.0							Bacteria?					
7897	NODE_7898_length_9205_cov_7.472787	9205	11.8388	11.8388	21.3646	bin.052	58.0							Bacteria?					
7916	NODE_7917_length_9190_cov_8.868418	9190	13.6205	13.6205	25.4849	bin.052	57.0							Bacteria?					
7924	NODE_7925_length_9184_cov_9.863074	9184	15.0508	15.0508	25.7223	bin.052	57.0							Bacteria?					
7951	NODE_7952_length_9167_cov_7.905180	9167	11.6764	11.6764	19.7674	bin.052	56.0							Bacteria?					
7982	NODE_7983_length_9143_cov_10.267386	9143	15.2389	15.2389	26.0767	bin.052	59.0							Bacteria?					
8014	NODE_8015_length_9120_cov_9.676227	9120	14.7096	14.7096	15.0667	bin.052	58.0							Bacteria?					
8061	NODE_8062_length_9082_cov_8.912817	9082	13.1945	13.1945	20.3758	bin.052	56.0							Bacteria?					
8066	NODE_8067_length_9077_cov_10.155398	9077	15.037	15.037	22.0604	bin.052	55.0							Bacteria?					
8080	NODE_8081_length_9069_cov_9.875083	9069	15.3201	15.3201	17.2253	bin.052	56.0							Bacteria?					
8099	NODE_8100_length_9060_cov_9.785786	9060	14.9676	14.9676	22.8195	bin.052	60.0	bin.052	0.04	0.0	0.08	0.647	0.647	NCLDV	8670.0	0.0	37.5	0.0	|full
8134	NODE_8135_length_9038_cov_9.223199	9038	14.2969	14.2969	13.8077	bin.052	59.0							Bacteria?					
8169	NODE_8170_length_9014_cov_9.979462	9014	13.9317	13.9317	21.2433	bin.052	56.0							Bacteria?					
8198	NODE_8199_length_8996_cov_9.244939	8996	14.0484	14.0484	19.1419	bin.052	59.0							Bacteria?					
8283	NODE_8284_length_8939_cov_7.399145	8939	9.74275	9.74275	133.856	bin.052	56.0							Bacteria?					
8296	NODE_8297_length_8923_cov_9.446098	8923	14.0659	14.0659	16.8139	bin.052	54.0							Bacteria?					
8338	NODE_8339_length_8896_cov_10.073069	8896	15.2472	15.2472	24.283	bin.052	57.0							Bacteria?					
8383	NODE_8384_length_8876_cov_9.299513	8876	14.2522	14.2522	17.9084	bin.052	57.0							Bacteria?					
8427	NODE_8428_length_8852_cov_12.687507	8852	18.8226	18.8226	25.4149	bin.052	54.0	bin.052	0.54	0.033	0.26	0.52	0.54	dsDNAphage	7859.0	0.0	60.0	0.0	|full
8479	NODE_8480_length_8825_cov_8.757127	8825	12.7999	12.7999	23.2924	bin.052	58.0							Bacteria?					
8547	NODE_8548_length_8791_cov_9.914835	8791	14.9557	14.9557	16.3583	bin.052	56.0							Bacteria?					
8688	NODE_8689_length_8704_cov_8.751879	8704	12.8847	12.8847	20.1652	bin.052	59.0							Bacteria?					
8704	NODE_8705_length_8696_cov_9.199514	8696	13.4849	13.4849	22.202	bin.052	57.0							Bacteria?					
8710	NODE_8711_length_8692_cov_8.440431	8692	12.1398	12.1398	34.5787	bin.052	59.0							Bacteria?					
8725	NODE_8726_length_8682_cov_9.862525	8682	14.4677	14.4677	16.8065	bin.052	58.0							Bacteria?					
8747	NODE_8748_length_8669_cov_9.902484	8669	15.1749	15.1749	23.6999	bin.052	60.0							Bacteria?					
8762	NODE_8763_length_8660_cov_8.510169	8660	12.5952	12.5952	15.8232	bin.052	58.0							Bacteria?					
8792	NODE_8793_length_8638_cov_9.417919	8638	13.6102	13.6102	20.1859	bin.052	58.0							Bacteria?					
8863	NODE_8864_length_8598_cov_8.113075	8598	12.3142	12.3142	20.7156	bin.052	59.0							Bacteria?					
8898	NODE_8899_length_8576_cov_9.904941	8576	14.8062	14.8062	29.2215	bin.052	59.0							Bacteria?					
8902	NODE_8903_length_8575_cov_10.094953	8575	14.9891	14.9891	20.4075	bin.052	59.0							Bacteria?					
8915	NODE_8916_length_8568_cov_9.292141	8568	14.0763	14.0763	12.5928	bin.052	53.0							Bacteria?					
8944	NODE_8945_length_8555_cov_8.318588	8555	12.48	12.48	15.6885	bin.052	56.0							Bacteria?					
8987	NODE_8988_length_8532_cov_8.830247	8532	13.7314	13.7314	26.9041	bin.052	58.0							Bacteria?					
8998	NODE_8999_length_8528_cov_8.335654	8528	11.999	11.999	22.8335	bin.052	59.0							Bacteria?					
9045	NODE_9046_length_8499_cov_9.575438	8499	14.2378	14.2378	19.287	bin.052	60.0							Bacteria?					
9064	NODE_9065_length_8489_cov_9.490040	8489	13.9176	13.9176	13.5545	bin.052	53.0							Bacteria?					
9072	NODE_9073_length_8483_cov_11.880280	8483	17.8028	17.8028	19.7046	bin.052	57.0							Bacteria?					
9090	NODE_9091_length_8470_cov_9.591087	8470	14.6669	14.6669	17.9787	bin.052	57.0							Bacteria?					
9140	NODE_9141_length_8446_cov_10.147777	8446	15.6645	15.6645	24.1712	bin.052	52.0							Bacteria?					
9201	NODE_9202_length_8410_cov_10.070975	8410	15.0231	15.0231	25.9586	bin.052	56.0							Bacteria?					
9202	NODE_9203_length_8410_cov_9.031957	8410	13.8877	13.8877	16.1607	bin.052	56.0							Bacteria?					
9203	NODE_9204_length_8409_cov_7.557817	8409	12.0626	12.0626	18.9899	bin.052	60.0							Bacteria?					
9232	NODE_9233_length_8393_cov_8.233269	8393	12.5451	12.5451	9.93722	bin.052	54.0							Bacteria?					
9367	NODE_9368_length_8324_cov_7.991051	8324	12.3997	12.3997	12.5134	bin.052	59.0							Bacteria?					
9385	NODE_9386_length_8315_cov_12.638983	8315	18.9535	18.9535	62.1591	bin.052	51.0							Bacteria?					
9430	NODE_9431_length_8296_cov_9.547021	8296	14.584	14.584	29.1318	bin.052	58.0							Bacteria?					
9639	NODE_9640_length_8182_cov_11.050449	8182	13.7194	13.7194	34.3513	bin.052	52.0							Bacteria?					
9792	NODE_9793_length_8113_cov_8.078183	8113	11.1177	11.1177	26.0477	bin.052	58.0							Bacteria?					
9859	NODE_9860_length_8077_cov_9.120294	8077	13.8969	13.8969	20.4686	bin.052	60.0							Bacteria?					
9873	NODE_9874_length_8070_cov_8.160075	8070	11.9302	11.9302	25.6027	bin.052	58.0	bin.052	0.753	0.04	0.207	0.56	0.753	dsDNAphage	8067.0	1.0	25.0	0.0	|full
9970	NODE_9971_length_8033_cov_9.918902	8033	14.3624	14.3624	16.137	bin.052	55.0							Bacteria?					
9995	NODE_9996_length_8026_cov_9.916949	8026	15.3254	15.3254	13.403	bin.052	55.0							Bacteria?					
10014	NODE_10015_length_8018_cov_11.453347	8018	13.6694	13.6694	80.2073	bin.052	55.0							Bacteria?					
10057	NODE_10058_length_7995_cov_9.873300	7995	15.2215	15.2215	16.4767	bin.052	57.0							Bacteria?					
10125	NODE_10126_length_7965_cov_9.434513	7965	14.2892	14.2892	27.0085	bin.052	56.0							Bacteria?					
10182	NODE_10183_length_7936_cov_9.050374	7936	13.2074	13.2074	27.1598	bin.052	57.0							Bacteria?					
10219	NODE_10220_length_7917_cov_13.038158	7917	18.0136	18.0136	26.6016	bin.052	57.0							Bacteria?					
10251	NODE_10252_length_7904_cov_8.374315	7904	11.7953	11.7953	15.089	bin.052	59.0							Bacteria?					
10411	NODE_10412_length_7829_cov_7.724466	7829	12.0266	12.0266	19.0017	bin.052	60.0							Bacteria?					
10416	NODE_10417_length_7828_cov_9.154766	7828	14.0146	14.0146	14.2684	bin.052	60.0							Bacteria?					
10477	NODE_10478_length_7801_cov_8.936354	7801	13.3801	13.3801	17.0015	bin.052	55.0							Bacteria?					
10481	NODE_10482_length_7799_cov_9.757361	7799	15.2209	15.2209	19.7931	bin.052	56.0							Bacteria?					
10588	NODE_10589_length_7750_cov_10.438856	7750	15.1857	15.1857	18.6077	bin.052	56.0							Bacteria?					
10666	NODE_10667_length_7713_cov_7.989162	7713	12.1201	12.1201	73.1344	bin.052	55.0							Bacteria?					
10668	NODE_10669_length_7712_cov_9.161943	7712	14.2956	14.2956	16.7322	bin.052	58.0							Bacteria?					
10690	NODE_10691_length_7700_cov_9.709614	7700	14.7393	14.7393	19.0764	bin.052	58.0							Bacteria?					
10707	NODE_10708_length_7693_cov_8.112464	7693	12.5947	12.5947	15.477	bin.052	56.0							Bacteria?					
10721	NODE_10722_length_7687_cov_8.768344	7687	13.376	13.376	25.5917	bin.052	57.0							Bacteria?					
10767	NODE_10768_length_7671_cov_8.811187	7671	13.206	13.206	21.8577	bin.052	59.0							Bacteria?					
10773	NODE_10774_length_7669_cov_8.651038	7669	12.9109	12.9109	22.254	bin.052	59.0	bin.052	0.76	0.0	0.193	0.14	0.76	dsDNAphage	7665.0	1.0	42.9	28.6	|full
10846	NODE_10847_length_7630_cov_8.856766	7630	12.2381	12.2381	16.5901	bin.052	61.0							Bacteria?					
10850	NODE_10851_length_7629_cov_9.562186	7629	14.6268	14.6268	16.9344	bin.052	57.0							Bacteria?					
10881	NODE_10882_length_7610_cov_9.991132	7610	15.4355	15.4355	30.3813	bin.052	59.0							Bacteria?					
10985	NODE_10986_length_7568_cov_9.858512	7568	15.4075	15.4075	17.8137	bin.052	54.0							Bacteria?					
11030	NODE_11031_length_7545_cov_10.487850	7545	16.1082	16.1082	28.4365	bin.052	59.0							Bacteria?					
11087	NODE_11088_length_7522_cov_11.015669	7522	16.8159	16.8159	18.7303	bin.052	59.0							Bacteria?					
11278	NODE_11279_length_7448_cov_9.583931	7448	14.5121	14.5121	17.6211	bin.052	60.0							Bacteria?					
11408	NODE_11409_length_7395_cov_10.067984	7395	15.636	15.636	17.2627	bin.052	58.0							Bacteria?					
11428	NODE_11429_length_7386_cov_10.231756	7386	15.5824	15.5824	23.5881	bin.052	60.0							Bacteria?					
11625	NODE_11626_length_7315_cov_7.319559	7315	11.1111	11.1111	17.6047	bin.052	58.0							Bacteria?					
11715	NODE_11716_length_7281_cov_7.721976	7281	11.6883	11.6883	13.8416	bin.052	58.0							Bacteria?					
11755	NODE_11756_length_7264_cov_8.395478	7264	12.9241	12.9241	18.5894	bin.052	59.0							Bacteria?					
11875	NODE_11876_length_7223_cov_10.166992	7223	15.6965	15.6965	17.9597	bin.052	60.0							Bacteria?					
