	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2959	NODE_2960_length_6473_cov_6.397164	6473	9.74949	9.74949	8.59982	bin.015	56							Bacteria?					
2962	NODE_2963_length_6471_cov_6.579333	6471	9.74672	9.74672	9.42073	bin.015	55							Bacteria?					
2971	NODE_2972_length_6461_cov_3.916328	6461	6.074	6.074	4.68604	bin.015	58							Bacteria?					
3010	NODE_3011_length_6418_cov_6.439415	6418	9.52361	9.52361	10.0626	bin.015	55							Bacteria?					
3022	NODE_3023_length_6410_cov_6.238238	6410	9.02316	9.02316	12.6854	bin.015	56							Bacteria?					
3025	NODE_3026_length_6407_cov_7.333911	6407	11.0738	11.0738	14.6298	bin.015	51							Bacteria?					
3047	NODE_3048_length_6378_cov_5.967262	6378	8.49904	8.49904	13.5031	bin.015	55							Bacteria?					
3073	NODE_3074_length_6350_cov_6.484353	6350	9.65081	9.65081	9.24994	bin.015	55							Bacteria?					
3076	NODE_3077_length_6344_cov_5.850692	6344	8.55053	8.55053	12.5507	bin.015	55							Bacteria?					
3081	NODE_3082_length_6341_cov_5.475024	6341	8.14602	8.14602	11.87	bin.015	55	bin.015	0.767	0.0	0.16	0.62	0.767	dsDNAphage	5588.0	1.0	40.0	20.0	|full
3104	NODE_3105_length_6318_cov_6.382245	6318	9.38862	9.38862	10.2028	bin.015	51							Bacteria?					
3108	NODE_3109_length_6316_cov_4.815205	6316	7.16656	7.16656	13.4013	bin.015	54							Bacteria?					
3242	NODE_3243_length_6175_cov_6.000327	6175	7.56266	7.56266	17.2076	bin.015	55							Bacteria?					
3245	NODE_3246_length_6173_cov_5.038738	6173	7.57347	7.57347	6.52266	bin.015	55							Bacteria?					
3248	NODE_3249_length_6168_cov_5.823000	6168	8.51845	8.51845	13.1131	bin.015	55							Bacteria?					
3344	NODE_3345_length_6092_cov_6.115786	6092	8.94143	8.94143	16.3948	bin.015	53							Bacteria?					
3346	NODE_3347_length_6091_cov_6.404241	6091	9.59131	9.59131	12.6011	bin.015	58							Bacteria?					
3394	NODE_3395_length_6053_cov_5.195899	6053	7.95409	7.95409	8.83594	bin.015	59							Bacteria?					
3437	NODE_3438_length_6021_cov_6.661582	6021	9.91347	9.91347	8.71484	bin.015	54							Bacteria?					
3522	NODE_3523_length_5944_cov_4.115130	5944	5.91025	5.91025	7.03002	bin.015	55	bin.015	0.213	0.007	0.567	0.26	0.567	lavidaviridae	5810.0	0.0	25.0	0.0	|full
3619	NODE_3620_length_5859_cov_5.005169	5859	7.08548	7.08548	8.80318	bin.015	56							Bacteria?					
3652	NODE_3653_length_5839_cov_5.660788	5839	8.55194	8.55194	16.444	bin.015	53							Bacteria?					
3683	NODE_3684_length_5824_cov_3.862888	5824	5.82517	5.82517	14.3725	bin.015	55							Bacteria?					
3732	NODE_3733_length_5787_cov_5.664341	5787	8.13429	8.13429	11.3278	bin.015	53	bin.015	0.373	0.213	0.713	0.527	0.713	lavidaviridae	5784.0	0.0	25.0	0.0	|full
3739	NODE_3740_length_5785_cov_7.014834	5785	10.4453	10.4453	9.57749	bin.015	53							Bacteria?					
3784	NODE_3785_length_5747_cov_6.234188	5747	9.10952	9.10952	10.066	bin.015	53							Bacteria?					
3786	NODE_3787_length_5746_cov_4.157969	5746	6.39439	6.39439	5.9182	bin.015	55							Bacteria?					
3806	NODE_3807_length_5724_cov_5.649497	5724	8.21887	8.21887	7.46736	bin.015	56							Bacteria?					
3850	NODE_3851_length_5696_cov_6.258288	5696	8.90516	8.90516	18.3325	bin.015	55							Bacteria?					
3863	NODE_3864_length_5687_cov_4.394531	5687	5.88333	5.88333	9.79015	bin.015	52	bin.015	0.193	0.153	0.607	0.747	0.747	NCLDV	5311.0	0.0	50.0	0.0	|full
3880	NODE_3881_length_5676_cov_6.245152	5676	9.28429	9.28429	11.3728	bin.015	55							Bacteria?					
3919	NODE_3920_length_5648_cov_5.947255	5648	8.84613	8.84613	9.39919	bin.015	57							Bacteria?					
3940	NODE_3941_length_5631_cov_5.880918	5631	8.82959	8.82959	9.85294	bin.015	58							Bacteria?					
4085	NODE_4086_length_5537_cov_3.980664	5537	6.12753	6.12753	7.31701	bin.015	54							Bacteria?					
4102	NODE_4103_length_5526_cov_4.195211	5526	6.38932	6.38932	6.22035	bin.015	54							Bacteria?					
4137	NODE_4138_length_5507_cov_4.378944	5507	6.4426	6.4426	6.03394	bin.015	56							Bacteria?					
4140	NODE_4141_length_5506_cov_6.093194	5506	9.17961	9.17961	11.0189	bin.015	56							Bacteria?					
4164	NODE_4165_length_5497_cov_3.852628	5497	5.71498	5.71498	7.80783	bin.015	53							Bacteria?					
4235	NODE_4236_length_5448_cov_6.625626	5448	10.0604	10.0604	14.0445	bin.015	57							Bacteria?					
4288	NODE_4289_length_5413_cov_6.317842	5413	9.4828	9.4828	13.0015	bin.015	57	bin.015	0.073	0.0	0.073	0.587	0.587	NCLDV	5410.0	0.0	25.0	0.0	|full
4527	NODE_4528_length_5271_cov_6.101610	5271	9.17672	9.17672	12.0996	bin.015	56							Bacteria?					
4547	NODE_4548_length_5262_cov_6.082005	5262	9.06905	9.06905	12.9656	bin.015	55	bin.015	0.96	0.813	0.967	0.367	0.967	lavidaviridae	5061.0	0.0	100.0	0.0	|full
4622	NODE_4623_length_5217_cov_4.354126	5217	6.64752	6.64752	4.85043	bin.015	55	bin.015	0.267	0.0	0.84	0.893	0.893	NCLDV	5216.0	0.0	20.0	0.0	|full
4641	NODE_4642_length_5208_cov_5.400349	5208	8.06663	8.06663	8.2606	bin.015	57							Bacteria?					
4752	NODE_4753_length_5148_cov_4.029845	5148	5.84874	5.84874	5.14861	bin.015	53							Bacteria?					
4784	NODE_4785_length_5129_cov_6.466496	5129	9.82587	9.82587	13.3906	bin.015	53							Bacteria?					
4884	NODE_4885_length_5070_cov_5.887537	5070	9.06098	9.06098	7.52615	bin.015	56							Bacteria?					
4893	NODE_4894_length_5065_cov_6.071457	5065	9.08871	9.08871	10.6202	bin.015	53							Bacteria?					
4928	NODE_4929_length_5052_cov_6.273964	5052	8.69053	8.69053	8.24518	bin.015	54							Bacteria?					
4973	NODE_4974_length_5029_cov_4.413752	5029	6.72289	6.72289	7.46215	bin.015	54							Bacteria?					
702	NODE_703_length_13169_cov_3.967668	13169	5.91105	5.91105	7.28377	bin.016	47							Bacteria?					
1003	NODE_1004_length_11039_cov_3.374454	11039	5.09505	5.09505	5.73747	bin.016	47							Bacteria?					
1102	NODE_1103_length_10621_cov_3.601079	10621	5.49394	5.49394	5.69127	bin.016	47							Bacteria?					
1457	NODE_1458_length_9290_cov_3.831186	9290	5.67724	5.67724	6.36228	bin.016	48							Bacteria?					
1478	NODE_1479_length_9224_cov_3.763333	9224	5.68041	5.68041	6.61824	bin.016	47							Bacteria?					
1600	NODE_1601_length_8852_cov_3.741162	8852	5.61802	5.61802	9.54067	bin.016	49	bin.016	0.14	0.0	0.093	0.7	0.7	NCLDV	8852.0	0.0	20.0	10.0	|full
1663	NODE_1664_length_8673_cov_3.851010	8673	5.7996	5.7996	6.44692	bin.016	48							Bacteria?					
1713	NODE_1714_length_8544_cov_3.946166	8544	5.89755	5.89755	6.254	bin.016	48							Bacteria?					
1830	NODE_1831_length_8294_cov_3.464498	8294	5.14256	5.14256	5.17211	bin.016	49							Bacteria?					
1861	NODE_1862_length_8225_cov_3.654590	8225	5.42712	5.42712	5.97023	bin.016	49							Bacteria?					
1905	NODE_1906_length_8104_cov_3.434464	8104	5.15954	5.15954	4.20983	bin.016	50							Bacteria?					
2143	NODE_2144_length_7615_cov_3.521164	7615	5.37482	5.37482	4.84874	bin.016	49							Bacteria?					
2199	NODE_2200_length_7505_cov_3.246040	7505	4.82583	4.82583	4.05389	bin.016	48							Bacteria?					
2228	NODE_2229_length_7456_cov_3.712742	7456	5.66986	5.66986	5.49586	bin.016	47							Bacteria?					
2476	NODE_2477_length_7079_cov_3.354784	7079	5.05095	5.05095	5.58711	bin.016	49							Bacteria?					
2833	NODE_2834_length_6609_cov_3.205981	6609	4.86174	4.86174	3.92371	bin.016	49							Bacteria?					
2883	NODE_2884_length_6546_cov_3.715144	6546	5.67761	5.67761	6.72833	bin.016	46							Bacteria?					
3046	NODE_3047_length_6380_cov_3.546719	6380	5.33146	5.33146	4.89457	bin.016	50							Bacteria?					
3072	NODE_3073_length_6351_cov_4.191233	6351	6.4638	6.4638	4.64997	bin.016	49							Bacteria?					
3180	NODE_3181_length_6239_cov_4.032988	6239	6.04434	6.04434	8.7923	bin.016	45	bin.016	0.273	0.02	0.7	0.453	0.7	lavidaviridae	5654.0	0.0	25.0	12.5	|full
3181	NODE_3182_length_6239_cov_3.723157	6239	5.75513	5.75513	5.72557	bin.016	47							Bacteria?					
3286	NODE_3287_length_6136_cov_3.766650	6136	5.76829	5.76829	5.52066	bin.016	47							Bacteria?					
3384	NODE_3385_length_6061_cov_3.729271	6061	5.66757	5.66757	5.86298	bin.016	50							Bacteria?					
3435	NODE_3436_length_6024_cov_3.902161	6024	5.78328	5.78328	4.5096	bin.016	44							Bacteria?					
3540	NODE_3541_length_5933_cov_4.018203	5933	5.89175	5.89175	7.03526	bin.016	48							Bacteria?					
3610	NODE_3611_length_5870_cov_3.543422	5870	5.26643	5.26643	8.20815	bin.016	46	bin.016	0.207	0.007	0.1	0.713	0.713	NCLDV	5564.0	0.0	28.6	14.3	|full
3634	NODE_3635_length_5852_cov_3.114715	5852	4.63206	4.63206	4.22175	bin.016	47							Bacteria?					
3672	NODE_3673_length_5829_cov_3.595255	5829	5.50414	5.50414	5.131	bin.016	49	bin.016	0.333	0.007	0.64	0.973	0.973	NCLDV	5827.0	0.0	25.0	0.0	|full
3721	NODE_3722_length_5793_cov_3.655455	5793	5.39819	5.39819	5.39031	bin.016	47							Bacteria?					
3835	NODE_3836_length_5707_cov_4.470630	5707	6.80781	6.80781	9.5527	bin.016	51	bin.016	0.52	0.573	0.86	0.487	0.86	lavidaviridae	5706.0	0.0	50.0	0.0	|full
3911	NODE_3912_length_5654_cov_3.670655	5654	5.37373	5.37373	5.55452	bin.016	50							Bacteria?					
4012	NODE_4013_length_5582_cov_3.755745	5582	5.59131	5.59131	7.252	bin.016	48	bin.016	0.147	0.013	0.813	0.58	0.813	lavidaviridae	5578.0	0.0	16.7	0.0	|full
4035	NODE_4036_length_5569_cov_3.728691	5569	5.74147	5.74147	5.55341	bin.016	46							Bacteria?					
4057	NODE_4058_length_5556_cov_3.735139	5556	5.8054	5.8054	6.32025	bin.016	48							Bacteria?					
4284	NODE_4285_length_5416_cov_4.032457	5416	6.1204	6.1204	6.90098	bin.016	49	bin.016	0.447	0.02	0.053	0.647	0.647	NCLDV	5416.0	0.0	22.2	11.1	|full
4360	NODE_4361_length_5372_cov_3.810419	5372	5.79893	5.79893	6.21397	bin.016	47							Bacteria?					
4361	NODE_4362_length_5372_cov_3.567801	5372	5.53313	5.53313	4.84083	bin.016	48							Bacteria?					
4496	NODE_4497_length_5292_cov_3.813252	5292	5.845	5.845	5.11562	bin.016	49							Bacteria?					
4762	NODE_4763_length_5143_cov_3.374017	5143	5.06048	5.06048	4.97588	bin.016	47							Bacteria?					
4795	NODE_4796_length_5120_cov_3.337414	5120	4.99356	4.99356	4.73409	bin.016	50							Bacteria?					
1553	NODE_1554_length_8993_cov_2.914634	8993	4.27197	4.27197	4.21112	bin.017	65							Bacteria?					
2106	NODE_2107_length_7705_cov_3.036863	7705	4.79365	4.79365	4.38899	bin.017	65							Bacteria?					
2128	NODE_2129_length_7653_cov_2.955383	7653	4.68799	4.68799	4.65267	bin.017	66							Bacteria?					
2336	NODE_2337_length_7268_cov_3.452932	7268	5.20174	5.20174	4.08145	bin.017	66							Bacteria?					
2353	NODE_2354_length_7245_cov_2.698053	7245	4.14884	4.14884	2.68837	bin.017	66							Bacteria?					
2497	NODE_2498_length_7044_cov_3.010016	7044	4.71932	4.71932	4.29228	bin.017	65							Bacteria?					
2504	NODE_2505_length_7041_cov_3.107214	7041	4.61312	4.61312	4.08389	bin.017	65							Bacteria?					
2994	NODE_2995_length_6439_cov_3.320332	6439	5.25712	5.25712	7.83298	bin.017	66							Bacteria?					
3400	NODE_3401_length_6050_cov_3.393661	6050	5.1617	5.1617	4.1542	bin.017	67							Bacteria?					
3500	NODE_3501_length_5957_cov_2.667401	5957	4.05838	4.05838	4.23656	bin.017	65							Bacteria?					
3564	NODE_3565_length_5914_cov_3.110258	5914	4.19448	4.19448	4.4598	bin.017	62							Bacteria?					
3586	NODE_3587_length_5896_cov_3.266735	5896	5.00418	5.00418	5.00188	bin.017	65							Bacteria?					
3898	NODE_3899_length_5664_cov_2.533785	5664	4.07563	4.07563	4.43925	bin.017	65							Bacteria?					
3998	NODE_3999_length_5591_cov_3.274747	5591	4.91601	4.91601	5.1256	bin.017	67							Bacteria?					
4006	NODE_4007_length_5588_cov_3.173143	5588	4.82071	4.82071	6.00394	bin.017	65							Bacteria?					
4024	NODE_4025_length_5575_cov_3.125181	5575	4.75355	4.75355	4.17647	bin.017	65							Bacteria?					
4088	NODE_4089_length_5536_cov_3.412698	5536	5.34033	5.34033	3.87563	bin.017	65							Bacteria?					
4116	NODE_4117_length_5519_cov_3.042094	5519	4.83889	4.83889	4.02405	bin.017	65							Bacteria?					
4225	NODE_4226_length_5455_cov_3.005370	5455	4.4607	4.4607	3.18173	bin.017	66							Bacteria?					
4386	NODE_4387_length_5360_cov_2.836946	5360	4.2215	4.2215	3.15153	bin.017	66							Bacteria?					
4612	NODE_4613_length_5223_cov_3.047020	5223	4.30771	4.30771	4.14056	bin.017	68							Bacteria?					
4627	NODE_4628_length_5216_cov_3.241620	5216	4.56475	4.56475	3.84943	bin.017	64							Bacteria?					
4732	NODE_4733_length_5157_cov_3.357115	5157	4.96006	4.96006	6.32731	bin.017	66							Bacteria?					
4802	NODE_4803_length_5118_cov_2.741655	5118	4.09078	4.09078	3.36496	bin.017	67							Bacteria?					
4813	NODE_4814_length_5112_cov_3.185288	5112	4.74607	4.74607	5.00262	bin.017	65							Bacteria?					
4817	NODE_4818_length_5109_cov_2.693114	5109	3.93023	3.93023	3.82125	bin.017	62							Bacteria?					
4995	NODE_4996_length_5019_cov_3.460516	5019	4.99363	4.99363	5.7866	bin.017	65							Bacteria?					
0	NODE_1_length_449271_cov_24.657383	449271	37.0457	37.0457	55.6196	bin.018	64							Bacteria?					
1	NODE_2_length_254944_cov_25.321069	254944	37.8649	37.8649	60.5528	bin.018	63							Bacteria?					
2	NODE_3_length_236649_cov_25.871594	236649	38.776	38.776	57.6068	bin.018	61							Bacteria?					
4	NODE_5_length_200153_cov_25.151941	200153	37.8701	37.8701	55.0755	bin.018	63							Bacteria?					
5	NODE_6_length_178303_cov_25.418389	178303	37.7633	37.7633	67.5758	bin.018	61							Bacteria?					
6	NODE_7_length_173100_cov_25.325488	173100	37.4881	37.4881	58.3766	bin.018	59							Bacteria?					
7	NODE_8_length_162070_cov_24.621868	162070	37.0047	37.0047	56.4513	bin.018	62							Bacteria?					
11	NODE_12_length_142611_cov_25.152523	142611	37.818	37.818	55.1308	bin.018	64							Bacteria?					
12	NODE_13_length_136240_cov_24.133304	136240	36.1489	36.1489	55.7464	bin.018	63							Bacteria?					
15	NODE_16_length_131973_cov_26.086812	131973	38.0825	38.0825	73.9848	bin.018	62	bin.018	0.833	0.0	0.08	0.013	0.833	dsDNAphage	52767.0	4.0	24.0	22.0	|0_partial
16	NODE_17_length_130147_cov_24.030870	130147	35.8812	35.8812	62.4261	bin.018	64							Bacteria?					
17	NODE_18_length_129936_cov_23.912951	129936	35.8547	35.8547	52.4948	bin.018	65							Bacteria?					
18	NODE_19_length_129701_cov_23.877027	129701	35.623	35.623	52.8661	bin.018	64							Bacteria?					
21	NODE_22_length_111724_cov_25.434722	111724	37.908	37.908	67.336	bin.018	64							Bacteria?					
22	NODE_23_length_103331_cov_25.386895	103331	38.2418	38.2418	57.4872	bin.018	64							Bacteria?					
23	NODE_24_length_96570_cov_24.840657	96570	37.2872	37.2872	59.8098	bin.018	63							Bacteria?					
24	NODE_25_length_95750_cov_24.767177	95750	36.5212	36.5212	62.0942	bin.018	64							Bacteria?					
25	NODE_26_length_92338_cov_26.247370	92338	39.2849	39.2849	62.8422	bin.018	60							Bacteria?					
26	NODE_27_length_86139_cov_24.283793	86139	36.1883	36.1883	57.1662	bin.018	63							Bacteria?					
29	NODE_30_length_73118_cov_24.952739	73118	37.2888	37.2888	55.7429	bin.018	61							Bacteria?					
30	NODE_31_length_71868_cov_25.402504	71868	37.7615	37.7615	65.5578	bin.018	64							Bacteria?					
33	NODE_34_length_69853_cov_24.171710	69853	36.1176	36.1176	51.2887	bin.018	63							Bacteria?					
37	NODE_38_length_66009_cov_26.046153	66009	39.0968	39.0968	63.3496	bin.018	63							Bacteria?					
40	NODE_41_length_64117_cov_25.072383	64117	37.6149	37.6149	55.7527	bin.018	64							Bacteria?					
42	NODE_43_length_61168_cov_25.869242	61168	38.2874	38.2874	65.9107	bin.018	60							Bacteria?					
47	NODE_48_length_56660_cov_23.803516	56660	35.8241	35.8241	55.467	bin.018	64							Bacteria?					
49	NODE_50_length_53987_cov_25.798264	53987	38.8113	38.8113	53.9593	bin.018	59							Bacteria?					
50	NODE_51_length_53890_cov_23.746559	53890	35.5599	35.5599	54.5979	bin.018	65							Bacteria?					
57	NODE_58_length_50412_cov_24.348531	50412	36.5149	36.5149	63.3179	bin.018	65							Bacteria?					
65	NODE_66_length_46496_cov_24.762947	46496	37.1333	37.1333	61.9933	bin.018	64							Bacteria?					
67	NODE_68_length_45877_cov_23.948060	45877	35.9341	35.9341	55.5914	bin.018	66							Bacteria?					
79	NODE_80_length_42282_cov_24.811874	42282	37.2615	37.2615	51.5598	bin.018	63							Bacteria?					
80	NODE_81_length_42236_cov_24.019748	42236	36.2188	36.2188	59.6042	bin.018	63							Bacteria?					
93	NODE_94_length_37126_cov_26.129050	37126	39.2068	39.2068	58.4769	bin.018	64							Bacteria?					
107	NODE_108_length_35116_cov_24.579390	35116	36.785	36.785	55.5884	bin.018	64							Bacteria?					
109	NODE_110_length_34750_cov_27.449114	34750	39.4885	39.4885	65.0087	bin.018	59							Bacteria?					
110	NODE_111_length_34562_cov_24.269887	34562	36.4371	36.4371	59.1109	bin.018	64							Bacteria?					
115	NODE_116_length_33948_cov_25.259228	33948	37.983	37.983	52.3415	bin.018	64							Bacteria?					
120	NODE_121_length_32602_cov_26.794943	32602	39.0916	39.0916	67.644	bin.018	62							Bacteria?					
133	NODE_134_length_30975_cov_24.755983	30975	37.1845	37.1845	66.2686	bin.018	63							Bacteria?					
166	NODE_167_length_27476_cov_25.552022	27476	38.5544	38.5544	56.6168	bin.018	63							Bacteria?					
167	NODE_168_length_27301_cov_23.655069	27301	35.6242	35.6242	72.4748	bin.018	64							Bacteria?					
185	NODE_186_length_25456_cov_26.680367	25456	40.1274	40.1274	59.6391	bin.018	60							Bacteria?					
231	NODE_232_length_22198_cov_26.686899	22198	39.8189	39.8189	66.1467	bin.018	62							Bacteria?					
244	NODE_245_length_21469_cov_26.329644	21469	39.2152	39.2152	53.288	bin.018	64							Bacteria?					
293	NODE_294_length_19773_cov_26.770413	19773	35.0049	35.0049	75.6348	bin.018	63							Bacteria?					
297	NODE_298_length_19541_cov_27.152674	19541	37.723	37.723	93.9403	bin.018	62							Bacteria?					
322	NODE_323_length_18947_cov_23.424148	18947	35.1687	35.1687	50.579	bin.018	64							Bacteria?					
361	NODE_362_length_17937_cov_24.119506	17937	36.3257	36.3257	56.8571	bin.018	65							Bacteria?					
371	NODE_372_length_17744_cov_25.250438	17744	37.5388	37.5388	52.884	bin.018	65							Bacteria?					
455	NODE_456_length_16183_cov_25.006014	16183	37.1311	37.1311	56.8591	bin.018	60							Bacteria?					
594	NODE_595_length_14474_cov_27.243568	14474	40.4175	40.4175	48.4667	bin.018	58							Bacteria?					
809	NODE_810_length_12300_cov_24.958350	12300	37.7548	37.7548	59.6476	bin.018	62							Bacteria?					
2679	NODE_2680_length_6805_cov_22.687852	6805	33.8194	33.8194	33.4549	bin.018	65							Bacteria?					
2752	NODE_2753_length_6710_cov_23.528174	6710	35.0348	35.0348	71.8831	bin.018	63							Bacteria?					
2977	NODE_2978_length_6453_cov_27.531729	6453	36.8455	36.8455	89.2411	bin.018	58							Bacteria?					
3381	NODE_3382_length_6064_cov_26.422200	6064	39.8006	39.8006	77.1018	bin.018	59							Bacteria?					
3409	NODE_3410_length_6044_cov_23.968609	6044	35.8894	35.8894	65.8434	bin.018	66							Bacteria?					
4264	NODE_4265_length_5429_cov_24.525307	5429	36.7198	36.7198	43.1043	bin.018	66							Bacteria?					
4709	NODE_4710_length_5170_cov_25.007234	5170	37.2721	37.2721	75.5755	bin.018	63							Bacteria?					
4892	NODE_4893_length_5065_cov_29.509980	5065	37.068	37.068	138.786	bin.018	56							Bacteria?					
39	NODE_40_length_64622_cov_10.059674	64622	14.4018	14.4018	18.6537	bin.020	60							Bacteria?					
90	NODE_91_length_37633_cov_11.632232	37633	16.7576	16.7576	22.6387	bin.020	57							Bacteria?					
141	NODE_142_length_30288_cov_10.512586	30288	15.2433	15.2433	29.4931	bin.020	57							Bacteria?					
173	NODE_174_length_26517_cov_9.213438	26517	13.9249	13.9249	19.8653	bin.020	65	bin.020	0.96	0.0	0.207	0.033	0.96	dsDNAphage	25964.0	4.0	27.8	16.7	|full
194	NODE_195_length_24634_cov_10.816469	24634	15.7651	15.7651	22.7499	bin.020	52							Bacteria?					
210	NODE_211_length_23269_cov_10.284785	23269	15.0468	15.0468	19.4343	bin.020	58							Bacteria?					
215	NODE_216_length_23175_cov_10.630017	23175	15.4843	15.4843	23.1325	bin.020	59							Bacteria?					
299	NODE_300_length_19539_cov_10.209146	19539	15.2281	15.2281	23.9904	bin.020	60							Bacteria?					
434	NODE_435_length_16439_cov_9.802124	16439	14.0302	14.0302	18.3215	bin.020	61							Bacteria?					
476	NODE_477_length_15957_cov_11.613634	15957	16.284	16.284	21.3534	bin.020	58							Bacteria?					
571	NODE_572_length_14678_cov_9.019627	14678	13.5792	13.5792	15.35	bin.020	57							Bacteria?					
575	NODE_576_length_14638_cov_10.020572	14638	14.9145	14.9145	18.8815	bin.020	59							Bacteria?					
739	NODE_740_length_12849_cov_12.097468	12849	16.0106	16.0106	22.7739	bin.020	59							Bacteria?					
746	NODE_747_length_12762_cov_10.461793	12762	14.9624	14.9624	19.545	bin.020	61							Bacteria?					
754	NODE_755_length_12710_cov_9.925563	12710	13.3002	13.3002	17.6568	bin.020	61							Bacteria?					
798	NODE_799_length_12376_cov_11.261424	12376	14.7976	14.7976	25.3298	bin.020	61							Bacteria?					
805	NODE_806_length_12326_cov_11.527422	12326	15.3205	15.3205	21.5658	bin.020	60							Bacteria?					
813	NODE_814_length_12292_cov_12.211081	12292	16.5805	16.5805	23.2524	bin.020	58							Bacteria?					
821	NODE_822_length_12200_cov_10.415150	12200	15.3033	15.3033	20.9041	bin.020	56							Bacteria?					
932	NODE_933_length_11422_cov_11.338436	11422	16.343	16.343	19.5413	bin.020	57	bin.020	0.12	0.007	0.147	0.567	0.567	NCLDV	11420.0	0.0	8.3	0.0	|full
1018	NODE_1019_length_10972_cov_11.045800	10972	15.317	15.317	17.3871	bin.020	57							Bacteria?					
1057	NODE_1058_length_10825_cov_11.698050	10825	14.9042	14.9042	28.6091	bin.020	62							Bacteria?					
1116	NODE_1117_length_10556_cov_11.712027	10556	15.4214	15.4214	25.3428	bin.020	61							Bacteria?					
1121	NODE_1122_length_10532_cov_9.308008	10532	13.8218	13.8218	13.8659	bin.020	55							Bacteria?					
1149	NODE_1150_length_10355_cov_10.073301	10355	14.5136	14.5136	22.9723	bin.020	62							Bacteria?					
1251	NODE_1252_length_9973_cov_13.103347	9973	15.1303	15.1303	28.4374	bin.020	60							Bacteria?					
1275	NODE_1276_length_9851_cov_10.815027	9851	14.7975	14.7975	20.8343	bin.020	58							Bacteria?					
1293	NODE_1294_length_9800_cov_11.364700	9800	16.1647	16.1647	21.4927	bin.020	59							Bacteria?					
1303	NODE_1304_length_9763_cov_11.839926	9763	16.2893	16.2893	25.478	bin.020	59							Bacteria?					
1333	NODE_1334_length_9658_cov_9.788191	9658	14.3517	14.3517	17.4015	bin.020	59	bin.020	0.073	0.0	0.087	0.62	0.62	NCLDV	9658.0	0.0	12.5	0.0	|full
1349	NODE_1350_length_9606_cov_11.668202	9606	16.5363	16.5363	19.1297	bin.020	57							Bacteria?					
1369	NODE_1370_length_9539_cov_10.918811	9539	14.916	14.916	31.2027	bin.020	60							Bacteria?					
1376	NODE_1377_length_9521_cov_11.411895	9521	15.1643	15.1643	17.2702	bin.020	58							Bacteria?					
1445	NODE_1446_length_9314_cov_12.229614	9314	15.702	15.702	19.4174	bin.020	62							Bacteria?					
1508	NODE_1509_length_9130_cov_12.691570	9130	16.8981	16.8981	32.0229	bin.020	59							Bacteria?					
1519	NODE_1520_length_9077_cov_10.007980	9077	14.6793	14.6793	27.3596	bin.020	56							Bacteria?					
1551	NODE_1552_length_8993_cov_10.864735	8993	14.7909	14.7909	24.0344	bin.020	62							Bacteria?					
1559	NODE_1560_length_8983_cov_13.664427	8983	15.3064	15.3064	25.7289	bin.020	60							Bacteria?					
1561	NODE_1562_length_8978_cov_11.667376	8978	15.2928	15.2928	20.3616	bin.020	59	bin.020	0.36	0.02	0.227	0.773	0.773	NCLDV	8894.0	0.0	20.0	0.0	|full
1597	NODE_1598_length_8877_cov_10.356042	8877	15.4017	15.4017	27.7826	bin.020	54							Bacteria?					
1604	NODE_1605_length_8841_cov_10.843615	8841	15.588	15.588	21.8503	bin.020	61							Bacteria?					
1670	NODE_1671_length_8650_cov_13.844095	8650	16.9275	16.9275	28.3121	bin.020	61							Bacteria?					
1699	NODE_1700_length_8572_cov_8.757191	8572	12.5891	12.5891	9.59391	bin.020	60							Bacteria?					
1700	NODE_1701_length_8569_cov_10.189688	8569	14.9944	14.9944	16.7525	bin.020	58							Bacteria?					
1704	NODE_1705_length_8563_cov_10.057945	8563	14.3783	14.3783	16.4244	bin.020	61							Bacteria?					
1747	NODE_1748_length_8472_cov_10.484258	8472	14.6683	14.6683	16.9059	bin.020	60							Bacteria?					
1755	NODE_1756_length_8455_cov_11.321429	8455	14.6358	14.6358	13.2384	bin.020	59							Bacteria?					
1811	NODE_1812_length_8325_cov_11.692745	8325	16.4867	16.4867	26.611	bin.020	56							Bacteria?					
1850	NODE_1851_length_8254_cov_12.572021	8254	17.2403	17.2403	14.7925	bin.020	58							Bacteria?					
1857	NODE_1858_length_8242_cov_10.291560	8242	14.7919	14.7919	24.1271	bin.020	59							Bacteria?					
1878	NODE_1879_length_8163_cov_17.567834	8163	26.636	26.636	42.5604	bin.020	60							Bacteria?					
1896	NODE_1897_length_8115_cov_12.520968	8115	17.5092	17.5092	36.7755	bin.020	56							Bacteria?					
1897	NODE_1898_length_8115_cov_11.467494	8115	15.3016	15.3016	25.5121	bin.020	58	bin.020	0.113	0.027	0.133	0.56	0.56	NCLDV	8112.0	0.0	20.0	0.0	|full
1908	NODE_1909_length_8102_cov_9.400770	8102	14.2079	14.2079	17.833	bin.020	53							Bacteria?					
1937	NODE_1938_length_8045_cov_10.912641	8045	13.7742	13.7742	18.9717	bin.020	64							Bacteria?					
1955	NODE_1956_length_8006_cov_9.267891	8006	14.0728	14.0728	12.5303	bin.020	64							Bacteria?					
